identifier,runeName,runeType,runeSlot,availableTypes,availableDragons,rarityIndex,abilities,abilityOperators,abilityTexts,abilityUnits,enhanceValues1,enhanceValues2,enhanceCosts,aura,icon,isTutorialRune,h
Mythic_1t_hp_lightning_2t_atkspd_lightning_Event,Mythic Lightning HP Glyph,monument,event,,,6,buildingHPModifier_lightningTower|buildingAttackModifier_lightningTower,+|+,Increase Lightning Tower HP|Increase Lightning Tower Attack,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.03|0.034|0.038|0.042|0.046|0.05,313000|477000|734000|1145000|1822000,monumentLightning,rune_lightning_damage_05_event.png,,
Mythic_1t_hp_darkflak_2t_atkspd_darkflak_Event,Mythic Dark Flak HP Glyph,monument,event,,,6,buildingHPModifier_elementalFlakDark|attacksPerSecondBuildingModifier_elementalFlakDark,+|+,Increase Dark Flak Tower HP|Increase Dark Flak Attack Speed,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.014|0.017|0.019|0.022|0.022|0.022,313000|477000|734000|1145000|1822000,monumentStorm,rune_flakDark_HP_05_event.png,,
Mythic_1t_hp_fire_2t_atkspd_fire_Event,Mythic Fire Turret HP Glyph,monument,event,,,6,buildingHPModifier_fireTurret|attacksPerSecondBuildingModifier_fireTurret,+|+,Increase Fire Turret HP|Increase Fire Turret Attack Speed,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.014|0.017|0.019|0.022|0.022|0.022,313000|477000|734000|1145000|1822000,monumentStorm,rune_flakFire_HP_05_event.png,,
Mythic_1t_hp_ice_2t_atkspd_ice_Event,Mythic Ice Turret HP Glyph,monument,event,,,6,buildingHPModifier_iceTurret|attacksPerSecondBuildingModifier_iceTurret,+|+,Increase Ice Turret HP|Increase Ice Turret Attack Speed,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.014|0.017|0.019|0.022|0.022|0.022,313000|477000|734000|1145000|1822000,monumentStorm,rune_flakIce_HP_05_event.png,,
Mythic_1t_hp_fireflak_2t_atkspd_fireflak_Event,Mythic Fire Flak HP Glyph,monument,event,,,6,buildingHPModifier_elementalFlakFire|attacksPerSecondBuildingModifier_elementalFlakFire,+|+,Increase Fire Flak Tower HP|Increase Fire Flak Attack Speed,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.014|0.017|0.019|0.022|0.022|0.022,313000|477000|734000|1145000|1822000,monumentStorm,rune_flakFire_HP_05_event.png,,
Mythic_1t_hp_iceflak_2t_atkspd_iceflak_Event,Mythic Ice Flak HP Glyph,monument,event,,,6,buildingHPModifier_elementalFlakIce|attacksPerSecondBuildingModifier_elementalFlakIce,+|+,Increase Ice Flak Tower HP|Increase Ice Flak Attack Speed,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.014|0.017|0.019|0.022|0.022|0.022,313000|477000|734000|1145000|1822000,monumentStorm,rune_flakIce_HP_05_event.png,,
Mythic_1t_atk_archer_2t_atkspd_archer_Event,Mythic Archer Attack Glyph,monument,event,,,6,buildingAttackModifier_archerTower|buildingHPModifier_archerTower,+|+,Increase Archer Tower Attack|Increase Archer Tower HP,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.03|0.034|0.038|0.042|0.046|0.05,313000|477000|734000|1145000|1822000,monumentArcher,rune_archer_damage_05_event.png,,
Mythic_1t_atk_cannon_2t_atkspd_cannon_Event,Mythic Cannon Attack Glyph,monument,event,,,6,buildingAttackModifier_cannonTower|buildingHPModifier_cannonTower,+|+,Increase Cannon Tower Attack|Increase Cannon Tower HP,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.03|0.034|0.038|0.042|0.046|0.05,313000|477000|734000|1145000|1822000,monumentCannon,rune_cannon_damage_05_event.png,,
Mythic_1t_atk_storm_2t_atkspd_storm_Event,Mythic Storm Attack Glyph,monument,event,,,6,buildingAttackModifier_stormTower|buildingHPModifier_stormTower,+|+,Increase Storm Tower Attack|Increase Storm Tower HP,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.03|0.034|0.038|0.042|0.046|0.05,313000|477000|734000|1145000|1822000,monumentStorm,rune_stormTower_utility_05_event.png,,
Mythic_1t_atk_trebuchet_2t_atkspd_trebuchet_Event,Mythic Trebuchet Attack Glyph,monument,event,,,6,buildingAttackModifier_trebuchet|buildingHPModifier_trebuchet,+|+,Increase Trebuchet Tower Attack|Increase Trebuchet Tower HP,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.03|0.034|0.038|0.042|0.046|0.05,313000|477000|734000|1145000|1822000,monumentTrebuchet,rune_trebuchet_damage_05_event.png,,
Mythic_1t_atk_lightning_2t_atkspd_lightning_Event,Mythic Lightning Attack Glyph,monument,event,,,6,buildingAttackModifier_lightningTower|buildingHPModifier_lightningTower,+|+,Increase Lightning Tower Attack|Increase Lightning Tower HP,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.03|0.034|0.038|0.042|0.046|0.05,313000|477000|734000|1145000|1822000,monumentLightning,rune_lightning_damage_05_event.png,,
Mythic_1t_atk_darkflak_2t_atkspd_darkflak_Event,Mythic Dark Flak Attack Glyph,monument,event,,,6,buildingAttackModifier_elementalFlakDark|attacksPerSecondBuildingModifier_elementalFlakDark,+|+,Increase Dark Flak Tower Attack|Increase Dark Flak Attack Speed,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.014|0.017|0.019|0.022|0.022|0.022,313000|477000|734000|1145000|1822000,monumentStorm,rune_flakDark_damage_05_event.png,,
Mythic_1t_atk_fire_2t_atkspd_fire_Event,Mythic Fire Turret Attack Glyph,monument,event,,,6,buildingAttackModifier_fireTurret|attacksPerSecondBuildingModifier_fireTurret,+|+,Increase Fire Turret Attack|Increase Fire Turret Attack Speed,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.014|0.017|0.019|0.022|0.022|0.022,313000|477000|734000|1145000|1822000,monumentStorm,rune_flakFire_damage_05_event.png,,
Mythic_1t_atk_ice_2t_atkspd_ice_Event,Mythic Ice Turret Attack Glyph,monument,event,,,6,buildingAttackModifier_iceTurret|attacksPerSecondBuildingModifier_iceTurret,+|+,Increase Ice Turret Attack|Increase Ice Turret Attack Speed,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.014|0.017|0.019|0.022|0.022|0.022,313000|477000|734000|1145000|1822000,monumentStorm,rune_flakIce_damage_05_event.png,,
Mythic_1t_atk_fireflak_2t_atkspd_fireflak_Event,Mythic Fire Flak Attack Glyph,monument,event,,,6,buildingAttackModifier_elementalFlakFire|attacksPerSecondBuildingModifier_elementalFlakFire,+|+,Increase Fire Flak Tower Attack|Increase Fire Flak Attack Speed,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.014|0.017|0.019|0.022|0.022|0.022,313000|477000|734000|1145000|1822000,monumentStorm,rune_flakFire_damage_05_event.png,,
Mythic_1t_atk_iceflak_2t_atkspd_iceflak_Event,Mythic Ice Flak Attack Glyph,monument,event,,,6,buildingAttackModifier_elementalFlakIce|attacksPerSecondBuildingModifier_elementalFlakIce,+|+,Increase Ice Flak Tower Attack|Increase Ice Flak Attack Speed,%|%,0.03|0.034|0.038|0.042|0.046|0.05,0.014|0.017|0.019|0.022|0.022|0.022,313000|477000|734000|1145000|1822000,monumentStorm,rune_flakIce_damage_05_event.png,,
Epic_1t_spelldmg_explosiveAegis,Epic Rune of the Jade Aegis,dragon,normal,,,4,spellDamageIncreaseModifier_explosiveAegis,+,Increase Explosive Aegis Explosion Damage,%,0.05|0.067|0.083|0.1,,12500|19600|31600,attackWhelp,rune_explosiveShield_strength_03.png,,
Legendary_1t_spelldmg_explosiveAegis,Legendary Rune of the Jade Aegis,dragon,normal,,,5,spellDamageIncreaseModifier_explosiveAegis,+,Increase Explosive Aegis Explosion Damage,%,0.1|0.125|0.15|0.175|0.2,,62500|96400|151000|241000,attackWhelp,rune_explosiveShield_strength_04.png,,
Mythic_1t_spelldmg_explosiveAegis_2d_hp_warrior_Event,Mythic Glyph of the Jade Aegis,dragon,event,,,6,spellDamageIncreaseModifier_explosiveAegis|dragonClassHPModifier_warrior,+|+,Increase Explosive Aegis Explosion Damage|Increase Warrior HP,%|%,0.2|0.22|0.24|0.26|0.28|0.3,0.04|0.048|0.056|0.064|0.072|0.08,313000|477000|734000|1145000|1822000,attackWhelp,rune_explosiveShield_strength_05_event.png,,
Epic_1t_spelldur_heatstroke,Epic Heatstroke Duration Rune,dragon,normal,,,4,spellDurationModifier_heatstroke,+,Increase Heatstroke Duration,s,0.25|0.333|0.417|0.5,,12500|19600|31600,attackWhelp,rune_hunterAmmo_frenzy_duration_03.png,,
Legendary_1t_spelldur_heatstroke,Legendary Heatstroke Duration Rune,dragon,normal,,,5,spellDurationModifier_heatstroke,+,Increase Heatstroke Duration,s,0.5|0.625|0.75|0.875|1,,62500|96400|151000|241000,attackWhelp,rune_hunterAmmo_frenzy_duration_04.png,,
Mythic_1t_spelldur_heatstroke_2d_atk_hunter_Event,Mythic Heatstroke Duration Glyph,dragon,event,,,6,spellDurationModifier_heatstroke|dragonClassAttackModifier_hunter,+|+,Increase Heatstroke Duration|Increase Hunter Attack,s|%,1|1.2|1.4|1.6|1.8|2,0.04|0.048|0.056|0.064|0.072|0.08,313000|477000|734000|1145000|1822000,attackWhelp,rune_hunterAmmo_frenzy_duration_05_event.png,,
Epic_1t_spellatk_mysticBarrage,Epic Mystic Barrage Rune,dragon,normal,,,4,spellAttackModifier_mysticBarrage,+,Increase Mystic Barrage Damage,%,0.1|0.117|0.133|0.15,,12500|19600|31600,attackWhelp,rune_frenzy_duration_03.png,,
Legendary_1t_spellatk_mysticBarrage,Legendary Mystic Barrage Rune,dragon,normal,,,5,spellAttackModifier_mysticBarrage,+,Increase Mystic Barrage Damage,%,0.15|0.163|0.175|0.188|0.2,,62500|96400|151000|241000,attackWhelp,rune_frenzy_duration_04.png,,
Mythic_1t_spellatk_mysticBarrage_2d_rage_Event,Mythic Mystic Barrage Glyph,dragon,event,,,6,spellAttackModifier_mysticBarrage|dragonRageGenerationModifier,+|+,Increase Mystic Barrage Damage|Rage Generation,%|%,0.2|0.21|0.22|0.23|0.24|0.25,0.036|0.042|0.048|0.054|0.054|0.054,313000|477000|734000|1145000|1822000,attackWhelp,rune_frenzy_duration_05_event.png,,
Epic_1t_spellheal_syphonStrike,Epic Syphon Strike Rune,dragon,normal,,,4,spellHealingIncreaseModifier_syphonStrike,+,Increase Syphon Strike Healing,%,0.1|0.117|0.133|0.15,,12500|19600|31600,defenseWhelp,rune_heal_duration_03.png,,
Legendary_1t_spellheal_syphonStrike,Legendary Syphon Strike Rune,dragon,normal,,,5,spellHealingIncreaseModifier_syphonStrike,+,Increase Syphon Strike Healing,%,0.15|0.163|0.175|0.188|0.2,,62500|96400|151000|241000,defenseWhelp,rune_heal_duration_04.png,,
Mythic_1t_spellheal_syphonStrike_2d_rage_Event,Mythic Syphon Strike Glyph,dragon,event,,,6,spellHealingIncreaseModifier_syphonStrike|dragonRageGenerationModifier,+|+,Increase Syphon Strike Healing|Rage Generation,%|%,0.2|0.21|0.22|0.23|0.24|0.25,0.036|0.042|0.048|0.054|0.054|0.054,313000|477000|734000|1145000|1822000,defenseWhelp,rune_heal_duration_05_event.png,,
Epic_1t_spellheal_echoingBlast,Epic Echoing Blast Rune,dragon,normal,,,4,spellHealingIncreaseModifier_echoingBlast,+,Increase Echoing Blast Healing,%,0.1|0.117|0.133|0.15,,12500|19600|31600,defenseWhelp,rune_heal_EXP_utility_03.png,,
Legendary_1t_spellheal_echoingBlast,Legendary Echoing Blast Rune,dragon,normal,,,5,spellHealingIncreaseModifier_echoingBlast,+,Increase Echoing Blast Healing,%,0.15|0.163|0.175|0.188|0.2,,62500|96400|151000|241000,defenseWhelp,rune_heal_EXP_utility_04.png,,
Mythic_1t_spellheal_echoingBlast_2d_atk_warrior_Event,Mythic Echoing Blast Glyph,dragon,event,,,6,spellHealingIncreaseModifier_echoingBlast|dragonClassAttackModifier_warrior,+|+,Increase Echoing Blast Healing|Increase Warrior Attack,%|%,0.2|0.21|0.22|0.23|0.24|0.25,0.04|0.048|0.056|0.064|0.072|0.08,313000|477000|734000|1145000|1822000,defenseWhelp,rune_heal_EXP_utility_05_event.png,,
Epic_1t_spelldmg_rainbowShot,Epic Rune of Sparkles,dragon,normal,,,4,spellDamageIncreaseModifier_rainbowShot,+,Increase Rainbow Shot Damage,%,0.05|0.067|0.083|0.1,,12500|19600|31600,attackWhelp,rune_chainLightning_duration_03.png,,
Legendary_1t_spelldmg_rainbowShot,Legendary Rune of Sparkles,dragon,normal,,,5,spellDamageIncreaseModifier_rainbowShot,+,Increase Rainbow Shot Damage,%,0.1|0.113|0.125|0.138|0.15,,62500|96400|151000|241000,attackWhelp,rune_chainLightning_duration_04.png,,
Mythic_1t_spelldmg_rainbowShot_2d_atk_hunter_Event,Mythic Glyph of Sparkles,dragon,event,,,6,spellDamageIncreaseModifier_rainbowShot|dragonClassAttackModifier_hunter,+|+,Increase Rainbow Shot Damage|Increase Hunter Attack,%|%,0.15|0.16|0.17|0.18|0.19|0.2,0.04|0.048|0.056|0.064|0.072|0.08,313000|477000|734000|1145000|1822000,attackWhelp,rune_chainLightning_duration_05_event.png,,
Epic_1t_spelldur_spectralForm,Epic Rune of Specters,dragon,normal,,,4,spellDurationModifier_spectralForm,+,Increase Spectral Form Cloak Duration,s,0.25|0.333|0.417|0.5,,12500|19600|31600,attackWhelp,rune_cloak_utility_03.png,,
Legendary_1t_spelldur_spectralForm,Legendary Rune of Specters,dragon,normal,,,5,spellDurationModifier_spectralForm,+,Increase Spectral Form Cloak Duration,s,0.5|0.625|0.75|0.875|1,,62500|96400|151000|241000,attackWhelp,rune_cloak_utility_04.png,,
Mythic_1t_spelldur_spectralForm_2t_spelldmg_cripplingChill_Event,Mythic Glyph of Specters,dragon,event,,,6,spellDurationModifier_spectralForm|spellDamageIncreaseModifier_cripplingChill,+|+,Increase Spectral Form Cloak Duration|Increase Crippling Chill Damage,s|%,1|1.2|1.4|1.6|1.8|2,0.15|0.16|0.17|0.18|0.19|0.2,313000|477000|734000|1145000|1822000,attackWhelp,rune_cloak_utility_05_event.png,,
Epic_1t_spellcd_regenerate,Epic Rune of Regeneration,dragon,normal,,,4,spellCooldownDecreaseModifier_regenerate,-,Decrease Regenerate Cooldown,s,0.1|0.15|0.2|0.25,,12500|19600|31600,defenseWhelp,rune_healingMark_strength_03.png,,
Legendary_1t_spellcd_regenerate,Legendary Rune of Regeneration,dragon,normal,,,5,spellCooldownDecreaseModifier_regenerate,-,Decrease Regenerate Cooldown,s,0.25|0.313|0.375|0.438|0.5,,62500|96400|151000|241000,defenseWhelp,rune_healingMark_strength_04.png,,
Mythic_1t_spellcd_regenerate_2d_hp_warrior_Event,Mythic Glyph of Regeneration,dragon,event,,,6,spellCooldownDecreaseModifier_regenerate|dragonClassHPModifier_warrior,-|+,Decrease Regenerate Cooldown|Increase Warrior HP,s|%,0.5|0.6|0.7|0.8|0.9|1,0.04|0.048|0.056|0.064|0.072|0.08,313000|477000|734000|1145000|1822000,defenseWhelp,rune_healingMark_strength_05_event.png,,
Epic_1t_spelldmg_etherealChains,Epic Rune of Binding,dragon,normal,,,4,spellDamageIncreaseModifier_etherealChains,+,Increase Ethereal Chains Damage,%,0.05|0.067|0.083|0.1,,12500|19600|31600,attackWhelp,rune_freeze_duration_03.png,,
Legendary_1t_spelldmg_etherealChains,Legendary Rune of Binding,dragon,normal,,,5,spellDamageIncreaseModifier_etherealChains,+,Increase Ethereal Chains Damage,%,0.1|0.113|0.125|0.138|0.15,,62500|96400|151000|241000,attackWhelp,rune_freeze_duration_04.png,,
Mythic_1t_spelldmg_etherealChains_2d_rage_Event,Mythic Glyph of Binding,dragon,event,,,6,spellDamageIncreaseModifier_etherealChains|dragonRageGenerationModifier,+|+,Increase Ethereal Chains Damage|Rage Generation,%|%,0.15|0.16|0.17|0.18|0.19|0.2,0.036|0.042|0.048|0.054|0.054|0.054,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05_event.png,,
Epic_1t_spelldur_inferno,Epic Rune of Immolation,dragon,normal,,,4,spellDurationModifier_inferno,+,Increase Inferno Duration,s,0.25|0.333|0.417|0.5,,12500|19600|31600,defenseWhelp,rune_cloak_duration_03.png,,
Legendary_1t_spelldur_inferno,Legendary Rune of Immolation,dragon,normal,,,5,spellDurationModifier_inferno,+,Increase Inferno Duration,s,0.5|0.625|0.75|0.875|1,,62500|96400|151000|241000,defenseWhelp,rune_cloak_duration_04.png,,
Mythic_1t_spelldur_inferno_2t_spellcd_mystify_Event,Mythic Glyph of Immolation,dragon,event,,,6,spellDurationModifier_inferno|spellCooldownDecreaseModifier_mystify,+|-,Increase Inferno Duration|Decrease Mystify Cooldown,s|s,1|1.1|1.2|1.3|1.4|1.5,0.5|0.6|0.7|0.8|0.9|1,313000|477000|734000|1145000|1822000,defenseWhelp,rune_cloak_duration_05_event.png,,
Epic_1t_spelldmg_scarletFever,Epic Rune of Fever,dragon,normal,,,4,spellDamageIncreaseModifier_scarletFever,+,Increase Scarlet Fever Stun Damage,%,0.1|0.117|0.133|0.15,,12500|19600|31600,attackWhelp,rune_fireball_strength_03.png,,
Legendary_1t_spelldmg_scarletFever,Legendary Rune of Fever,dragon,normal,,,5,spellDamageIncreaseModifier_scarletFever,+,Increase Scarlet Fever Stun Damage,%,0.15|0.188|0.225|0.263|0.3,,62500|96400|151000|241000,attackWhelp,rune_fireball_strength_04.png,,
Mythic_1t_spelldmg_scarletFever_2d_atk_hunter_Event,Mythic Glyph of Fever,dragon,event,,,6,spellDamageIncreaseModifier_scarletFever|dragonClassAttackModifier_hunter,+|+,Increase Scarlet Fever Stun Damage|Increase Hunter Attack,%|%,0.3|0.34|0.38|0.42|0.46|0.5,0.04|0.048|0.056|0.064|0.072|0.08,313000|477000|734000|1145000|1822000,attackWhelp,rune_fireball_strength_05_event.png,,
Epic_1t_spelldmg_soulBarrage,Epic Rune of Horrors,dragon,normal,,,4,spellDamageIncreaseModifier_soulBarrage,+,Increase Soul Barrage Damage,%,0.05|0.067|0.083|0.1,,12500|19600|31600,attackWhelp,rune_rage_strength_03.png,,
Legendary_1t_spelldmg_soulBarrage,Legendary Rune of Horrors,dragon,normal,,,5,spellDamageIncreaseModifier_soulBarrage,+,Increase Soul Barrage Damage,%,0.1|0.113|0.125|0.138|0.15,,62500|96400|151000|241000,attackWhelp,rune_rage_strength_04.png,,
Mythic_1t_spelldmg_soulBarrage_2d_hp_sorcerer_Event,Mythic Glyph of Horrors,dragon,event,,,6,spellDamageIncreaseModifier_soulBarrage|dragonClassHPModifier_sorcerer,+|+,Increase Soul Barrage Damage|Increase Sorcerer HP,%|%,0.15|0.16|0.17|0.18|0.19|0.2,0.04|0.048|0.056|0.064|0.072|0.08,313000|477000|734000|1145000|1822000,attackWhelp,rune_rage_strength_05_event.png,,
Epic_1d_spellheal_huntersMark,Epic Rune of the Hunt,dragon,normal,,,4,spellHealingIncreaseModifier_huntersMark,+,Increase Hunter's Mark Healing,%,0.05|0.067|0.083|0.1,,12500|19600|31600,attackWhelp,rune_healingMark_strength_03.png,,
Legendary_1d_spellheal_huntersMark,Legendary Rune of the Hunt,dragon,normal,,,5,spellHealingIncreaseModifier_huntersMark,+,Increase Hunter's Mark Healing,%,0.1|0.125|0.15|0.175|0.2,,62500|96400|151000|241000,attackWhelp,rune_healingMark_strength_04.png,,
Mythic_1d_spellheal_huntersMark_2d_atk_hunter_Event,Mythic Glyph of the Hunt,dragon,event,,,6,spellHealingIncreaseModifier_huntersMark|dragonClassAttackModifier_hunter,+|+,Increase Hunter's Mark Healing|Increase Hunter Attack,%|%,0.2|0.22|0.24|0.26|0.28|0.3,0.04|0.048|0.056|0.064|0.072|0.08,313000|477000|734000|1145000|1822000,attackWhelp,rune_healingMark_strength_05_event.png,,
Epic_1d_spelldmg_spearSalvo,Epic Rune of Fury,dragon,normal,,,4,spellDamageIncreaseModifier_spearSalvo,+,Increase Spear Salvo Damage,%,0.05|0.067|0.083|0.1,,12500|19600|31600,attackWhelp,rune_rejuvenate_defense_03.png,,
Legendary_1d_spelldmg_spearSalvo,Legendary Rune of Fury,dragon,normal,,,5,spellDamageIncreaseModifier_spearSalvo,+,Increase Spear Salvo Damage,%,0.1|0.125|0.15|0.175|0.2,,62500|96400|151000|241000,attackWhelp,rune_rejuvenate_defense_04.png,,
Mythic_1d_spelldmg_spearSalvo_2d_rage_Event,Mythic Glyph of Fury,dragon,event,,,6,spellDamageIncreaseModifier_spearSalvo|dragonRageGenerationModifier,+|+,Increase Spear Salvo Damage|Rage Generation,%|%,0.2|0.22|0.24|0.26|0.28|0.3,0.036|0.042|0.048|0.054|0.054|0.054,313000|477000|734000|1145000|1822000,attackWhelp,rune_rejuvenate_defense_05_event.png,,
Epic_1d_spelldmg_timeStop,Epic Rune of Time,dragon,normal,,,4,spellDamageIncreaseModifier_timeStop,+,Increase Time Stop Damage,%,0.05|0.067|0.083|0.1,,12500|19600|31600,defenseWhelp,rune_summon_strength_03.png,,
Legendary_1d_spelldmg_timeStop,Legendary Rune of Time,dragon,normal,,,5,spellDamageIncreaseModifier_timeStop,+,Increase Time Stop Damage,%,0.1|0.125|0.15|0.175|0.2,,62500|96400|151000|241000,defenseWhelp,rune_summon_strength_04.png,,
Mythic_1d_spelldmg_timeStop_2d_hp_warrior_Event,Mythic Glyph of Time,dragon,event,,,6,spellDamageIncreaseModifier_timeStop|dragonClassHPModifier_warrior,+|+,Increase Time Stop Damage|Increase Warrior HP,%|%,0.2|0.22|0.24|0.26|0.28|0.3,0.04|0.048|0.056|0.064|0.072|0.08,313000|477000|734000|1145000|1822000,defenseWhelp,rune_summon_strength_05_event.png,,
Epic_1d_spellheal_regenerate,Epic Rune of Mending,dragon,normal,,,4,spellHealingIncreaseModifier_regenerate,+,Increase Regenerate Healing,%,0.01|0.023|0.037|0.05,,12500|19600|31600,defenseWhelp,rune_heal_duration_03.png,,
Legendary_1d_spellheal_regenerate,Legendary Rune of Mending,dragon,normal,,,5,spellHealingIncreaseModifier_regenerate,+,Increase Regenerate Healing,%,0.05|0.063|0.075|0.088|0.1,,62500|96400|151000|241000,defenseWhelp,rune_heal_duration_04.png,,
Mythic_1d_spellheal_regenerate_2d_atk_warrior_Event,Mythic Glyph of Mending,dragon,event,,,6,spellHealingIncreaseModifier_regenerate|dragonClassAttackModifier_warrior,+|+,Increase Regenerate Healing|Increase Warrior Attack,%|%,0.1|0.12|0.14|0.16|0.18|0.2,0.04|0.048|0.056|0.064|0.072|0.08,313000|477000|734000|1145000|1822000,defenseWhelp,rune_heal_duration_05_event.png,,
Epic_1d_spellheal_incinerate,Epic Rune of Devastation,dragon,normal,,,4,spellHealingIncreaseModifier_incinerate,+,Increase Incinerate Healing,%,0.05|0.067|0.083|0.1,,12500|19600|31600,attackWhelp,rune_freeze_duration_03.png,,
Legendary_1d_spellheal_incinerate,Legendary Rune of Devastation,dragon,normal,,,5,spellHealingIncreaseModifier_incinerate,+,Increase Incinerate Healing,%,0.1|0.125|0.15|0.175|0.2,,62500|96400|151000|241000,attackWhelp,rune_freeze_duration_04.png,,
Mythic_1d_spellheal_incinerate_2d_hp_sorcerer_Event,Mythic Glyph of Devastation,dragon,event,,,6,spellHealingIncreaseModifier_incinerate|dragonClassHPModifier_sorcerer,+|+,Increase Incinerate Healing|Increase Sorcerer HP,%|%,0.2|0.22|0.24|0.26|0.28|0.3,0.04|0.048|0.056|0.064|0.072|0.08,313000|477000|734000|1145000|1822000,attackWhelp,rune_freeze_duration_05_event.png,,
Epic_1d_spelldur_solarVolley,Epic Rune of the Sun,dragon,normal,,,4,spellDurationModifier_solarVolley,+,Increase Solar Volley Duration,s,1|1.167|1.333|1.5,,12500|19600|31600,attackWhelp,rune_rage_strength_03.png,,
Legendary_1d_spelldur_solarVolley,Legendary Rune of the Sun,dragon,normal,,,5,spellDurationModifier_solarVolley,+,Increase Solar Volley Duration,s,1.5|1.625|1.75|1.875|2,,62500|96400|151000|241000,attackWhelp,rune_rage_strength_04.png,,
Mythic_1d_spelldur_solarVolley_2d_atk_hunter_Event,Mythic Glyph of the Sun,dragon,event,,,6,spellDurationModifier_solarVolley|dragonClassAttackModifier_hunter,+|+,Increase Solar Volley Duration|Increase Hunter Attack,s|%,2|2.1|2.2|2.3|2.4|2.5,0.04|0.048|0.056|0.064|0.072|0.08,313000|477000|734000|1145000|1822000,attackWhelp,rune_rage_strength_05_event.png,,
Epic_1d_spelldur_northernLightsLight,Epic Northern Lights - Light Rune,dragon,normal,,,4,spellDurationModifier_northernLightsLight,+,Increase Northern Lights (Light) Duration,s,0.6|0.7|0.8|0.9,,12500|19600|31600,defenseWhelp,rune_chargedShield_strength_03.png,,
Legendary_1d_spelldur_northernLightsLight,Legendary Northern Lights - Light Rune,dragon,normal,,,5,spellDurationModifier_northernLightsLight,+,Increase Northern Lights (Light) Duration,s,1|1.1|1.2|1.3|1.4,,62500|96400|151000|241000,defenseWhelp,rune_chargedShield_strength_04.png,,
Mythic_1d_spelldur_northernLightsLight_2d_hp,Mythic Northern Lights - Light Rune,dragon,normal,,,6,spellDurationModifier_northernLightsLight|dragonHPModifier,+|+,Increase Northern Lights (Light) Duration|Increase Dragon HP,s|%,1.5|1.6|1.7|1.8|1.9|2,0.04|0.048|0.056|0.064|0.072|0.08,313000|477000|734000|1145000|1822000,defenseWhelp,rune_chargedShield_strength_05.png,,
Epic_1d_spelldur_breathOfTheDrowned,Epic Rune of the Drowned,dragon,normal,,,4,spellDurationModifier_breathOfTheDrowned,+,Increase Breath of the Drowned Duration,s,0.25|0.333|0.417|0.5,,12500|19600|31600,attackWhelp,rune_frenzy_duration_03.png,,
Legendary_1d_spelldur_breathOfTheDrowned_2d_hp_sorcerer,Legendary Rune of the Drowned,dragon,normal,,,5,spellDurationModifier_breathOfTheDrowned|dragonClassHPModifier_sorcerer,+|+,Increase Breath of the Drowned Duration|Increase Sorcerer HP,s|%,0.5|0.563|0.625|0.688|0.75,0.02|0.025|0.03|0.035|0.04,62500|96400|151000|241000,attackWhelp,rune_frenzy_duration_04.png,,
Mythic_1d_spelldur_breathOfTheDrowned_2d_hp_sorcerer_Event,Mythic Glyph of the Drowned,dragon,event,,,6,spellDurationModifier_breathOfTheDrowned|dragonClassHPModifier_sorcerer,+|+,Increase Breath of the Drowned Duration|Increase Sorcerer HP,s|%,0.75|0.8|0.85|0.9|0.95|1,0.04|0.048|0.056|0.064|0.072|0.08,313000|477000|734000|1145000|1822000,attackWhelp,rune_frenzy_duration_05_event.png,,
Epic_1d_spellheal_purifyingAegis,Epic Rune of Warding,dragon,normal,,,4,spellHealingIncreaseModifier_purifyingAegis,+,Increase Purifying Aegis Healing,%,0.01|0.023|0.037|0.05,,12500|19600|31600,defenseWhelp,rune_healingMark_strength_03.png,,
Legendary_1d_spellheal_purifyingAegis_2t_spelldur_rampage,Legendary Rune of Warding,dragon,normal,,,5,spellHealingIncreaseModifier_purifyingAegis|spellDurationModifier_rampage,+|+,Increase Purifying Aegis Healing|Increase Rampage Duration,%|s,0.05|0.063|0.075|0.088|0.1,0.25|0.313|0.375|0.438|0.5,62500|96400|151000|241000,defenseWhelp,rune_healingMark_strength_04.png,,
Mythic_1d_spellheal_purifyingAegis_2t_spelldur_rampage_Event,Mythic Glyph of Warding,dragon,event,,,6,spellHealingIncreaseModifier_purifyingAegis|spellDurationModifier_rampage,+|+,Increase Purifying Aegis Healing|Increase Rampage Duration,%|s,0.1|0.12|0.14|0.16|0.18|0.2,0.5|0.6|0.7|0.8|0.9|1,313000|477000|734000|1145000|1822000,defenseWhelp,rune_healingMark_strength_05_event.png,,
