identifier,inBundle,initialAmount,defaultMinAmount,defaultMaxAmount,isStoredInStorage,menuSortOrder,displaySingular,displayPlural,logEarnings,sceneFile,grayscaleImageFilename,coloredImageFilename,eggFragmentImageFilename,findMoreDisplayText,componentRewardBuildsText,currencyCategory,h
E18Q2SorcererDragonPlatinumStone,0,0,0,1,0,0,Zotz Platinum Evolution Stone,Zotz Platinum Evolution Stone,,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E18Q2SorcererDragonSapphireStone,0,0,0,1,0,0,Zotz Sapphire Evolution Stone,Zotz Sapphire Evolution Stone,,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E18Q2SorcererDragonGarnetStone,0,0,0,1,0,0,Zotz Garnet Evolution Stone,Zotz Garnet Evolution Stone,,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E18Q2SorcererDragonEmeraldStone,0,0,0,1,0,0,Zotz Emerald Evolution Stone,Zotz Emerald Evolution Stone,,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q2SorcererDragonObsidianStone,0,0,0,1,0,0,Zotz Obsidian Evolution Stone,Zotz Obsidian Evolution Stone,,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E18Q2SorcererDragonHarbingerStone,0,0,0,1,0,0,Zotz Harbinger Evolution Stone,Zotz Harbinger Evolution Stone,,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E18Q2WarriorDragonOrangeStone,0,0,0,1,0,0,Tez Orange Evolution Stone,Tez Orange Evolution Stone,,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E18Q2WarriorDragonGreenStone,0,0,0,1,0,0,Tez Green Evolution Stone,Tez Green Evolution Stone,,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q2WarriorDragonGoldStone,0,0,0,1,0,0,Tez Gold Evolution Stone,Tez Gold Evolution Stone,,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E18Q2WarriorDragonPlatinumStone,0,0,0,1,0,0,Tez Platinum Evolution Stone,Tez Platinum Evolution Stone,,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E18Q2WarriorDragonSapphireStone,0,0,0,1,0,0,Tez Sapphire Evolution Stone,Tez Sapphire Evolution Stone,,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E18Q2WarriorDragonGarnetStone,0,0,0,1,0,0,Tez Garnet Evolution Stone,Tez Garnet Evolution Stone,,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E18Q2WarriorDragonEmeraldStone,0,0,0,1,0,0,Tez Emerald Evolution Stone,Tez Emerald Evolution Stone,,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q2WarriorDragonObsidianStone,0,0,0,1,0,0,Tez Obsidian Evolution Stone,Tez Obsidian Evolution Stone,,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E18Q2WarriorDragonHarbingerStone,0,0,0,1,0,0,Tez Harbinger Evolution Stone,Tez Harbinger Evolution Stone,,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E18Q2FestiveDragonPurpleStone,0,0,0,1,0,0,Axi Purple Evolution Stone,Axi Purple Evolution Stone,1,,,icon_evolution_stone_purple.png,,,,Evolution Stones,
E18Q2FestiveDragonBlueStone,0,0,0,1,0,0,Axi Blue Evolution Stone,Axi Blue Evolution Stone,1,,,icon_evolution_stone_blue.png,,,,Evolution Stones,
E18Q2FestiveDragonOrangeStone,0,0,0,1,0,0,Axi Orange Evolution Stone,Axi Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E18Q2FestiveDragonGreenStone,0,0,0,1,0,0,Axi Green Evolution Stone,Axi Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q2FestiveDragonGoldStone,0,0,0,1,0,0,Axi Gold Evolution Stone,Axi Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E18Q2FestiveDragonPlatinumStone,0,0,0,1,0,0,Axi Platinum Evolution Stone,Axi Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E18Q2FestiveDragonSapphireStone,0,0,0,1,0,0,Axi Sapphire Evolution Stone,Axi Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E18Q2FestiveDragonGarnetStone,0,0,0,1,0,0,Axi Garnet Evolution Stone,Axi Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E18Q2FestiveDragonEmeraldStone,0,0,0,1,0,0,Axi Emerald Evolution Stone,Axi Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q2FestiveDragonObsidianStone,0,0,0,1,0,0,Axi Obsidian Evolution Stone,Axi Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E18Q2FestiveDragonHarbingerStone,0,0,0,1,0,0,Axi Harbinger Evolution Stone,Axi Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E18Q3DiscountDragonOrangeStone,0,0,0,1,0,0,Cavaleris Orange Evolution Stone,Cavaleris Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E18Q3DiscountDragonGreenStone,0,0,0,1,0,0,Cavaleris Green Evolution Stone,Cavaleris Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q3DiscountDragonGoldStone,0,0,0,1,0,0,Cavaleris Gold Evolution Stone,Cavaleris Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E18Q3DiscountDragonPlatinumStone,0,0,0,1,0,0,Cavaleris Platinum Evolution Stone,Cavaleris Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E18Q3DiscountDragonSapphireStone,0,0,0,1,0,0,Cavaleris Sapphire Evolution Stone,Cavaleris Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E18Q3DiscountDragonGarnetStone,0,0,0,1,0,0,Cavaleris Garnet Evolution Stone,Cavaleris Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E18Q3DiscountDragonEmeraldStone,0,0,0,1,0,0,Cavaleris Emerald Evolution Stone,Cavaleris Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q3DiscountDragonObsidianStone,0,0,0,1,0,0,Cavaleris Obsidian Evolution Stone,Cavaleris Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E18Q3DiscountDragonHarbingerStone,0,0,0,1,0,0,Cavaleris Harbinger Evolution Stone,Cavaleris Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E18Q3DiscountDragonVanguardStone,0,0,0,1,0,0,Cavaleris Vanguard Evolution Stone,Cavaleris Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E18Q3SorcererDragonOrangeStone,0,0,0,1,0,0,Sylphen Orange Evolution Stone,Sylphen Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E18Q3SorcererDragonGreenStone,0,0,0,1,0,0,Sylphen Green Evolution Stone,Sylphen Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q3SorcererDragonGoldStone,0,0,0,1,0,0,Sylphen Gold Evolution Stone,Sylphen Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E18Q3SorcererDragonPlatinumStone,0,0,0,1,0,0,Sylphen Platinum Evolution Stone,Sylphen Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E18Q3SorcererDragonSapphireStone,0,0,0,1,0,0,Sylphen Sapphire Evolution Stone,Sylphen Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E18Q3SorcererDragonGarnetStone,0,0,0,1,0,0,Sylphen Garnet Evolution Stone,Sylphen Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E18Q3SorcererDragonEmeraldStone,0,0,0,1,0,0,Sylphen Emerald Evolution Stone,Sylphen Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q3SorcererDragonObsidianStone,0,0,0,1,0,0,Sylphen Obsidian Evolution Stone,Sylphen Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E18Q3SorcererDragonHarbingerStone,0,0,0,1,0,0,Sylphen Harbinger Evolution Stone,Sylphen Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E18Q3SorcererDragonVanguardStone,0,0,0,1,0,0,Sylphen Vanguard Evolution Stone,Sylphen Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E18Q3MythicHunterDragonOrangeStone,0,0,0,1,0,0,Pathox Orange Evolution Stone,Pathox Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E18Q3MythicHunterDragonGreenStone,0,0,0,1,0,0,Pathox Green Evolution Stone,Pathox Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q3MythicHunterDragonGoldStone,0,0,0,1,0,0,Pathox Gold Evolution Stone,Pathox Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E18Q3MythicHunterDragonPlatinumStone,0,0,0,1,0,0,Pathox Platinum Evolution Stone,Pathox Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E18Q3MythicHunterDragonSapphireStone,0,0,0,1,0,0,Pathox Sapphire Evolution Stone,Pathox Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E18Q3MythicHunterDragonGarnetStone,0,0,0,1,0,0,Pathox Garnet Evolution Stone,Pathox Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E18Q3MythicHunterDragonEmeraldStone,0,0,0,1,0,0,Pathox Emerald Evolution Stone,Pathox Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q3MythicHunterDragonObsidianStone,0,0,0,1,0,0,Pathox Obsidian Evolution Stone,Pathox Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E18Q3MythicHunterDragonHarbingerStone,0,0,0,1,0,0,Pathox Harbinger Evolution Stone,Pathox Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E18Q3MythicHunterDragonVanguardStone,0,0,0,1,0,0,Pathox Vanguard Evolution Stone,Pathox Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
duskfallSigil,0,0,0,100000000,0,0,Duskfall Sigil,Duskfall Sigils,1,,,icon_coinFall18.png,,,,none,
atlasDuskfallBadge,0,0,0,100000000,0,0,Duskfall Badge,Duskfall Badge,1,,,icon_atlas_fallSigil.png,,,,none,
atlasDuskfallChest,0,0,0,100000000,0,0,Atlas Duskfall Chest,Atlas Duskfall Chest,1,,,icon_atlas_chestFallSigil.png,,,,none,
E18Q3HunterDragonOrangeStone,0,0,0,1,0,0,Prospero Orange Evolution Stone,Prospero Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E18Q3HunterDragonGreenStone,0,0,0,1,0,0,Prospero Green Evolution Stone,Prospero Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q3HunterDragonGoldStone,0,0,0,1,0,0,Prospero Gold Evolution Stone,Prospero Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E18Q3HunterDragonPlatinumStone,0,0,0,1,0,0,Prospero Platinum Evolution Stone,Prospero Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E18Q3HunterDragonSapphireStone,0,0,0,1,0,0,Prospero Sapphire Evolution Stone,Prospero Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E18Q3HunterDragonGarnetStone,0,0,0,1,0,0,Prospero Garnet Evolution Stone,Prospero Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E18Q3HunterDragonEmeraldStone,0,0,0,1,0,0,Prospero Emerald Evolution Stone,Prospero Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q3HunterDragonObsidianStone,0,0,0,1,0,0,Prospero Obsidian Evolution Stone,Prospero Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E18Q3HunterDragonHarbingerStone,0,0,0,1,0,0,Prospero Harbinger Evolution Stone,Prospero Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E18Q3HunterDragonVanguardStone,0,0,0,1,0,0,Prospero Vanguard Evolution Stone,Prospero Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E18Q3MythicWarriorDragonOrangeStone,0,0,0,1,0,0,Aristrat Orange Evolution Stone,Aristrat Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E18Q3MythicWarriorDragonGreenStone,0,0,0,1,0,0,Aristrat Green Evolution Stone,Aristrat Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q3MythicWarriorDragonGoldStone,0,0,0,1,0,0,Aristrat Gold Evolution Stone,Aristrat Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E18Q3MythicWarriorDragonPlatinumStone,0,0,0,1,0,0,Aristrat Platinum Evolution Stone,Aristrat Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E18Q3MythicWarriorDragonSapphireStone,0,0,0,1,0,0,Aristrat Sapphire Evolution Stone,Aristrat Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E18Q3MythicWarriorDragonGarnetStone,0,0,0,1,0,0,Aristrat Garnet Evolution Stone,Aristrat Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E18Q3MythicWarriorDragonEmeraldStone,0,0,0,1,0,0,Aristrat Emerald Evolution Stone,Aristrat Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q3MythicWarriorDragonObsidianStone,0,0,0,1,0,0,Aristrat Obsidian Evolution Stone,Aristrat Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E18Q3MythicWarriorDragonHarbingerStone,0,0,0,1,0,0,Aristrat Harbinger Evolution Stone,Aristrat Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E18Q3MythicWarriorDragonVanguardStone,0,0,0,1,0,0,Aristrat Vanguard Evolution Stone,Aristrat Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E18Q3FestiveDragonPurpleStone,0,0,0,1,0,0,Somnus Purple Evolution Stone,Somnus Purple Evolution Stone,1,,,icon_evolution_stone_purple.png,,,,Evolution Stones,
E18Q3FestiveDragonBlueStone,0,0,0,1,0,0,Somnus Blue Evolution Stone,Somnus Blue Evolution Stone,1,,,icon_evolution_stone_blue.png,,,,Evolution Stones,
E18Q3FestiveDragonOrangeStone,0,0,0,1,0,0,Somnus Orange Evolution Stone,Somnus Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E18Q3FestiveDragonGreenStone,0,0,0,1,0,0,Somnus Green Evolution Stone,Somnus Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q3FestiveDragonGoldStone,0,0,0,1,0,0,Somnus Gold Evolution Stone,Somnus Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E18Q3FestiveDragonPlatinumStone,0,0,0,1,0,0,Somnus Platinum Evolution Stone,Somnus Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E18Q3FestiveDragonSapphireStone,0,0,0,1,0,0,Somnus Sapphire Evolution Stone,Somnus Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E18Q3FestiveDragonGarnetStone,0,0,0,1,0,0,Somnus Garnet Evolution Stone,Somnus Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E18Q3FestiveDragonEmeraldStone,0,0,0,1,0,0,Somnus Emerald Evolution Stone,Somnus Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q3FestiveDragonObsidianStone,0,0,0,1,0,0,Somnus Obsidian Evolution Stone,Somnus Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E18Q3FestiveDragonHarbingerStone,0,0,0,1,0,0,Somnus Harbinger Evolution Stone,Somnus Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E18Q3FestiveDragonVanguardStone,0,0,0,1,0,0,Somnus Vanguard Evolution Stone,Somnus Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E18Q4DiscountDragonOrangeStone,0,0,0,1,0,0,Gunnar Orange Evolution Stone,Gunnar Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E18Q4DiscountDragonGreenStone,0,0,0,1,0,0,Gunnar Green Evolution Stone,Gunnar Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q4DiscountDragonGoldStone,0,0,0,1,0,0,Gunnar Gold Evolution Stone,Gunnar Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E18Q4DiscountDragonPlatinumStone,0,0,0,1,0,0,Gunnar Platinum Evolution Stone,Gunnar Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E18Q4DiscountDragonSapphireStone,0,0,0,1,0,0,Gunnar Sapphire Evolution Stone,Gunnar Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E18Q4DiscountDragonGarnetStone,0,0,0,1,0,0,Gunnar Garnet Evolution Stone,Gunnar Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E18Q4DiscountDragonEmeraldStone,0,0,0,1,0,0,Gunnar Emerald Evolution Stone,Gunnar Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q4DiscountDragonObsidianStone,0,0,0,1,0,0,Gunnar Obsidian Evolution Stone,Gunnar Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E18Q4DiscountDragonHarbingerStone,0,0,0,1,0,0,Gunnar Harbinger Evolution Stone,Gunnar Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E18Q4DiscountDragonVanguardStone,0,0,0,1,0,0,Gunnar Vanguard Evolution Stone,Gunnar Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E18Q4MythicWarriorDragonOrangeStone,0,0,0,1,0,0,"Urd, Verd, and Skuld Orange Evolution Stone","Urd, Verd, and Skuld Orange Evolution Stone",1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E18Q4MythicWarriorDragonGreenStone,0,0,0,1,0,0,"Urd, Verd, and Skuld Green Evolution Stone","Urd, Verd, and Skuld Green Evolution Stone",1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q4MythicWarriorDragonGoldStone,0,0,0,1,0,0,"Urd, Verd, and Skuld Gold Evolution Stone","Urd, Verd, and Skuld Gold Evolution Stone",1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E18Q4MythicWarriorDragonPlatinumStone,0,0,0,1,0,0,"Urd, Verd, and Skuld Platinum Evolution Stone","Urd, Verd, and Skuld Platinum Evolution Stone",1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E18Q4MythicWarriorDragonSapphireStone,0,0,0,1,0,0,"Urd, Verd, and Skuld Sapphire Evolution Stone","Urd, Verd, and Skuld Sapphire Evolution Stone",1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E18Q4MythicWarriorDragonGarnetStone,0,0,0,1,0,0,"Urd, Verd, and Skuld Garnet Evolution Stone","Urd, Verd, and Skuld Garnet Evolution Stone",1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E18Q4MythicWarriorDragonEmeraldStone,0,0,0,1,0,0,"Urd, Verd, and Skuld Emerald Evolution Stone","Urd, Verd, and Skuld Emerald Evolution Stone",1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q4MythicWarriorDragonObsidianStone,0,0,0,1,0,0,"Urd, Verd, and Skuld Obsidian Evolution Stone","Urd, Verd, and Skuld Obsidian Evolution Stone",1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E18Q4MythicWarriorDragonHarbingerStone,0,0,0,1,0,0,"Urd, Verd, and Skuld Harbinger Evolution Stone","Urd, Verd, and Skuld Harbinger Evolution Stone",1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E18Q4MythicWarriorDragonVanguardStone,0,0,0,1,0,0,"Urd, Verd, and Skuld Vanguard Evolution Stone","Urd, Verd, and Skuld Vanguard Evolution Stone",1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E18Q4MythicWarriorDragonEmpyreanStone,0,0,0,1,0,0,"Urd, Verd, and Skuld Empyrean Evolution Stone","Urd, Verd, and Skuld Empyrean Evolution Stone",1,,,icon_evolution_stone_empyrean.png,,,,Evolution Stones,
E18Q4FestiveDragonPurpleStone,0,0,0,1,0,0,Skoll and Hati Purple Evolution Stone,Skoll and Hati Purple Evolution Stone,1,,,icon_evolution_stone_purple.png,,,,Evolution Stones,
E18Q4FestiveDragonBlueStone,0,0,0,1,0,0,Skoll and Hati Blue Evolution Stone,Skoll and Hati Blue Evolution Stone,1,,,icon_evolution_stone_blue.png,,,,Evolution Stones,
E18Q4FestiveDragonOrangeStone,0,0,0,1,0,0,Skoll and Hati Orange Evolution Stone,Skoll and Hati Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E18Q4FestiveDragonGreenStone,0,0,0,1,0,0,Skoll and Hati Green Evolution Stone,Skoll and Hati Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q4FestiveDragonGoldStone,0,0,0,1,0,0,Skoll and Hati Gold Evolution Stone,Skoll and Hati Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E18Q4FestiveDragonPlatinumStone,0,0,0,1,0,0,Skoll and Hati Platinum Evolution Stone,Skoll and Hati Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E18Q4FestiveDragonSapphireStone,0,0,0,1,0,0,Skoll and Hati Sapphire Evolution Stone,Skoll and Hati Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E18Q4FestiveDragonGarnetStone,0,0,0,1,0,0,Skoll and Hati Garnet Evolution Stone,Skoll and Hati Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E18Q4FestiveDragonEmeraldStone,0,0,0,1,0,0,Skoll and Hati Emerald Evolution Stone,Skoll and Hati Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q4FestiveDragonObsidianStone,0,0,0,1,0,0,Skoll and Hati Obsidian Evolution Stone,Skoll and Hati Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E18Q4FestiveDragonHarbingerStone,0,0,0,1,0,0,Skoll and Hati Harbinger Evolution Stone,Skoll and Hati Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E18Q4FestiveDragonVanguardStone,0,0,0,1,0,0,Skoll and Hati Vanguard Evolution Stone,Skoll and Hati Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E18Q4SorcererDragonOrangeStone,0,0,0,1,0,0,Hildr Orange Evolution Stone,Hildr Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E18Q4SorcererDragonGreenStone,0,0,0,1,0,0,Hildr Green Evolution Stone,Hildr Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q4SorcererDragonGoldStone,0,0,0,1,0,0,Hildr Gold Evolution Stone,Hildr Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E18Q4SorcererDragonPlatinumStone,0,0,0,1,0,0,Hildr Platinum Evolution Stone,Hildr Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E18Q4SorcererDragonSapphireStone,0,0,0,1,0,0,Hildr Sapphire Evolution Stone,Hildr Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E18Q4SorcererDragonGarnetStone,0,0,0,1,0,0,Hildr Garnet Evolution Stone,Hildr Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E18Q4SorcererDragonEmeraldStone,0,0,0,1,0,0,Hildr Emerald Evolution Stone,Hildr Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q4SorcererDragonObsidianStone,0,0,0,1,0,0,Hildr Obsidian Evolution Stone,Hildr Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E18Q4SorcererDragonHarbingerStone,0,0,0,1,0,0,Hildr Harbinger Evolution Stone,Hildr Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E18Q4SorcererDragonVanguardStone,0,0,0,1,0,0,Hildr Vanguard Evolution Stone,Hildr Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E18Q4MythicSorcererDragonOrangeStone,0,0,0,1,0,0,Surt Orange Evolution Stone,Surt Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E18Q4MythicSorcererDragonGreenStone,0,0,0,1,0,0,Surt Green Evolution Stone,Surt Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q4MythicSorcererDragonGoldStone,0,0,0,1,0,0,Surt Gold Evolution Stone,Surt Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E18Q4MythicSorcererDragonPlatinumStone,0,0,0,1,0,0,Surt Platinum Evolution Stone,Surt Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E18Q4MythicSorcererDragonSapphireStone,0,0,0,1,0,0,Surt Sapphire Evolution Stone,Surt Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E18Q4MythicSorcererDragonGarnetStone,0,0,0,1,0,0,Surt Garnet Evolution Stone,Surt Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E18Q4MythicSorcererDragonEmeraldStone,0,0,0,1,0,0,Surt Emerald Evolution Stone,Surt Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q4MythicSorcererDragonObsidianStone,0,0,0,1,0,0,Surt Obsidian Evolution Stone,Surt Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
