identifier,requiredXp,maxComponentsPerBuilding,minAvailableDragonsToShowWarning,defenderLevelXPPayout,attackerLevelXPPayoutCap,maxParallelGiftTransfers,maxCurrencyPerGiftTransfer,minOpponentLevelForBreederQuest,minOpponentLevelForChallenging,h
String,Integer,Map<String:Integer>,Integer,Float,Integer,Integer,String,Integer,Integer,String
0,0,piercing:1|artillery:1|aura:1|lightning:1,1,0.01,1000,3,piercing:300|ruby:1000|food:300|gold:300,0,5,
584,176758159,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
585,178462646,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
586,180184178,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
587,181922925,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
588,183679059,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
589,185452754,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
590,187244186,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
591,189053532,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
592,190880971,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
593,192726684,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
594,194590854,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
595,196473666,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
596,198375306,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
597,200295962,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
598,202235825,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
599,204195087,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
600,206173942,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
601,208172586,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
602,210191216,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
603,212230032,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
604,214289236,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
605,216369032,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
606,218469626,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
607,220591226,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
608,222734042,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
609,224898286,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
610,227084172,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
611,229291917,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
612,231521739,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
613,233773859,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
614,236048500,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
615,238345887,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
616,240666248,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
617,243009813,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
618,245376814,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
619,247767485,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
620,250182063,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
621,252620787,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
622,255083898,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
623,257571640,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
624,260084259,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
625,262622004,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
626,265185126,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
627,267773879,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
628,270388520,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
629,273029307,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
630,275696502,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
631,278390369,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
632,281111175,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
633,283859189,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
634,286634683,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
635,289437932,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
636,292269213,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
637,295128807,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
638,298016997,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
639,300934069,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
640,303880312,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
641,306856017,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
642,309861479,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
643,312896996,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
644,315962868,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
645,319059399,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
646,322186895,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
647,325345666,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
648,328536025,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
649,331758288,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
650,335012774,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
651,338299805,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
652,341619706,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
653,344972806,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
654,348359437,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
655,351779934,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
656,355234636,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
657,358723885,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
658,362248026,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
659,365807408,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
660,369402384,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
661,373033310,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
662,376700545,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
663,380404452,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
664,384145398,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
665,387923753,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
666,391739892,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
667,395594192,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
668,399487035,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
669,403418806,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
670,407389895,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
671,411400695,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
672,415451603,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
673,419543020,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
674,423675351,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
675,427849005,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
676,432064396,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
677,436321941,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
678,440622061,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
679,444965182,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
680,449351734,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
681,453782152,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
682,458256874,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
683,462776343,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
684,467341007,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
685,471951318,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
686,476607732,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
687,481310710,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
688,486060718,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
689,490858226,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
690,495703709,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
691,500597647,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
692,505540524,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
693,510532830,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
694,515575059,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
695,520667710,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
696,525811288,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
697,531006302,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
698,536253266,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
699,541552700,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
700,546905128,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
701,552311080,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
702,557771092,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
703,563285704,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
704,568855462,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
705,574480918,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
706,580162629,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
707,585901157,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
708,591697070,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
709,597550942,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
710,603463353,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
711,609434888,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
712,615466138,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
713,621557701,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
714,627710180,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
715,633924184,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
716,640200328,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
717,646539233,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
718,652941527,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
719,659407844,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
720,665938824,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
721,672535114,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
722,679197367,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
723,685926243,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
724,692722408,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
725,699586535,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
726,706519303,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
727,713521399,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
728,720593516,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
729,727736354,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
730,734950620,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
731,742237029,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
732,749596302,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
733,757029168,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
734,764536363,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
735,772118630,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
736,779776720,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
737,787511391,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
738,795323409,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
739,803213547,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
740,811182586,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
741,819231315,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
742,827360531,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
743,835571039,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
744,843863652,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
745,852239191,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
746,860698485,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
747,869242372,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
748,877871698,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
749,886587317,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
750,895390092,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
751,904280895,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
752,913260606,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
753,922330114,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
754,931490317,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
755,940742122,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
756,950086445,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
757,959524211,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
758,969056355,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
759,978683820,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
760,988407560,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
761,998228537,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
762,1008147724,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
763,1018166103,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
764,1028284666,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
765,1038504415,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
766,1048826361,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
767,1059251526,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
768,1069780943,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
769,1080415654,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
770,1091156712,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
771,1102005181,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
772,1112962135,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
773,1124028659,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
774,1135205848,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
775,1146494809,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
776,1157896660,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
