identifier,inBundle,currencies,eggs,eggParents,dragons,breeders,consumables,dragonArmors,runes,eliteAccountTime,riderGear,rankedRewardIdentifier,displayName,iconFilename,isIAPReward,isAdReward,rewardTargets,h
ATLAS6-HEAD-R7-A_Reward,,,,,,,,,,,ATLAS6-HEAD-R7-A:1,,,,,,,
ATLAS6-PANTS-R7-A_Reward,,,,,,,,,,,ATLAS6-PANTS-R7-A:1,,,,,,,
ATLAS6-RINGS-R7-A_Reward,,,,,,,,,,,ATLAS6-RINGS-R7-A:1,,,,,,,
ATLAS6-SHIELD-R7-A_Reward,,,,,,,,,,,ATLAS6-SHIELD-R7-A:1,,,,,,,
ATLAS6-WEAPONS-R7-A_Reward,,,,,,,,,,,ATLAS6-WEAPONS-R7-A:1,,,,,,,
ATLAS7-BOOTS-R7-A_Reward,,,,,,,,,,,ATLAS7-BOOTS-R7-A:1,,,,,,,
ATLAS7-CHEST-R7-A_Reward,,,,,,,,,,,ATLAS7-CHEST-R7-A:1,,,,,,,
ATLAS7-GLOVES-R7-A_Reward,,,,,,,,,,,ATLAS7-GLOVES-R7-A:1,,,,,,,
ATLAS7-HEAD-R7-A_Reward,,,,,,,,,,,ATLAS7-HEAD-R7-A:1,,,,,,,
ATLAS7-PANTS-R7-A_Reward,,,,,,,,,,,ATLAS7-PANTS-R7-A:1,,,,,,,
ATLAS7-RINGS-R7-A_Reward,,,,,,,,,,,ATLAS7-RINGS-R7-A:1,,,,,,,
ATLAS7-SHIELD-R7-A_Reward,,,,,,,,,,,ATLAS7-SHIELD-R7-A:1,,,,,,,
ATLAS7-WEAPONS-R7-A_Reward,,,,,,,,,,,ATLAS7-WEAPONS-R7-A:1,,,,,,,
ATLAS8-BOOTS-R7-A_Reward,,,,,,,,,,,ATLAS8-BOOTS-R7-A:1,,,,,,,
ATLAS8-CHEST-R7-A_Reward,,,,,,,,,,,ATLAS8-CHEST-R7-A:1,,,,,,,
ATLAS8-GLOVES-R7-A_Reward,,,,,,,,,,,ATLAS8-GLOVES-R7-A:1,,,,,,,
ATLAS8-HEAD-R7-A_Reward,,,,,,,,,,,ATLAS8-HEAD-R7-A:1,,,,,,,
ATLAS8-PANTS-R7-A_Reward,,,,,,,,,,,ATLAS8-PANTS-R7-A:1,,,,,,,
ATLAS8-RINGS-R7-A_Reward,,,,,,,,,,,ATLAS8-RINGS-R7-A:1,,,,,,,
ATLAS8-SHIELD-R7-A_Reward,,,,,,,,,,,ATLAS8-SHIELD-R7-A:1,,,,,,,
ATLAS8-WEAPONS-R7-A_Reward,,,,,,,,,,,ATLAS8-WEAPONS-R7-A:1,,,,,,,
ATLAS9-BOOTS-R7-A_Reward,,,,,,,,,,,ATLAS9-BOOTS-R7-A:1,,,,,,,
ATLAS9-CHEST-R7-A_Reward,,,,,,,,,,,ATLAS9-CHEST-R7-A:1,,,,,,,
ATLAS9-GLOVES-R7-A_Reward,,,,,,,,,,,ATLAS9-GLOVES-R7-A:1,,,,,,,
ATLAS9-HEAD-R7-A_Reward,,,,,,,,,,,ATLAS9-HEAD-R7-A:1,,,,,,,
ATLAS9-PANTS-R7-A_Reward,,,,,,,,,,,ATLAS9-PANTS-R7-A:1,,,,,,,
ATLAS9-RINGS-R7-A_Reward,,,,,,,,,,,ATLAS9-RINGS-R7-A:1,,,,,,,
ATLAS9-SHIELD-R7-A_Reward,,,,,,,,,,,ATLAS9-SHIELD-R7-A:1,,,,,,,
ATLAS9-WEAPONS-R7-A_Reward,,,,,,,,,,,ATLAS9-WEAPONS-R7-A:1,,,,,,,
ATLAS10-BOOTS-R7-A_Reward,,,,,,,,,,,ATLAS10-BOOTS-R7-A:1,,,,,,,
ATLAS10-CHEST-R7-A_Reward,,,,,,,,,,,ATLAS10-CHEST-R7-A:1,,,,,,,
ATLAS10-GLOVES-R7-A_Reward,,,,,,,,,,,ATLAS10-GLOVES-R7-A:1,,,,,,,
ATLAS10-HEAD-R7-A_Reward,,,,,,,,,,,ATLAS10-HEAD-R7-A:1,,,,,,,
ATLAS10-PANTS-R7-A_Reward,,,,,,,,,,,ATLAS10-PANTS-R7-A:1,,,,,,,
ATLAS10-RINGS-R7-A_Reward,,,,,,,,,,,ATLAS10-RINGS-R7-A:1,,,,,,,
ATLAS10-SHIELD-R7-A_Reward,,,,,,,,,,,ATLAS10-SHIELD-R7-A:1,,,,,,,
ATLAS10-WEAPONS-R7-A_Reward,,,,,,,,,,,ATLAS10-WEAPONS-R7-A:1,,,,,,,
skill-T3-106-Tower-HP_Reward,,,,,,,,,,,skill-T3-106-Tower-HP:1,,,,,,,
skill-T1-107-Tower-Attack_Reward,,,,,,,,,,,skill-T1-107-Tower-Attack:1,,,,,,,
skill-T1-108-Tower-HP_Reward,,,,,,,,,,,skill-T1-108-Tower-HP:1,,,,,,,
skill-T3-109-Tower-ConstructionUpgradeSpeed_Reward,,,,,,,,,,,skill-T3-109-Tower-ConstructionUpgradeSpeed:1,,,,,,,
skill-T3-110-Tower-Attack_Reward,,,,,,,,,,,skill-T3-110-Tower-Attack:1,,,,,,,
skill-T3-111-Tower-HP_Reward,,,,,,,,,,,skill-T3-111-Tower-HP:1,,,,,,,
skill-T3-112-Tower-Attack_Reward,,,,,,,,,,,skill-T3-112-Tower-Attack:1,,,,,,,
skill-T3-113-Production-ProductionAmountWood_Reward,,,,,,,,,,,skill-T3-113-Production-ProductionAmountWood:1,,,,,,,
skill-T3-114-Production-ProductionAmountHog_Reward,,,,,,,,,,,skill-T3-114-Production-ProductionAmountHog:1,,,,,,,
skill-T3-115-Production-ProductionCapacityWood_Reward,,,,,,,,,,,skill-T3-115-Production-ProductionCapacityWood:1,,,,,,,
skill-T4-116-Tower-Attack_Reward,,,,,,,,,,,skill-T4-116-Tower-Attack:1,,,,,,,
skill-T4-117-Tower-HP_Reward,,,,,,,,,,,skill-T4-117-Tower-HP:1,,,,,,,
E5-BOOTS-R2-A_Reward,,,,,,,,,,,E5-BOOTS-R2-A:1,,,,,,,
E5-CHEST-R2-A_Reward,,,,,,,,,,,E5-CHEST-R2-A:1,,,,,,,
E5-GLOVES-R2-A_Reward,,,,,,,,,,,E5-GLOVES-R2-A:1,,,,,,,
E5-HEAD-R2-A_Reward,,,,,,,,,,,E5-HEAD-R2-A:1,,,,,,,
E5-PANTS-R2-A_Reward,,,,,,,,,,,E5-PANTS-R2-A:1,,,,,,,
E5-RINGS-R2-A_Reward,,,,,,,,,,,E5-RINGS-R2-A:1,,,,,,,
E5-SHIELD-R2-A_Reward,,,,,,,,,,,E5-SHIELD-R2-A:1,,,,,,,
E5-WEAPONS-R2-A_Reward,,,,,,,,,,,E5-WEAPONS-R2-A:1,,,,,,,
pubnubEliteLevel6_reward,,,,,,,,,,172800,,,,,,,,
E6-BOOTS-R2-A_Reward,,,,,,,,,,,E6-BOOTS-R2-A:1,,,,,,,
E6-CHEST-R2-A_Reward,,,,,,,,,,,E6-CHEST-R2-A:1,,,,,,,
E6-GLOVES-R2-A_Reward,,,,,,,,,,,E6-GLOVES-R2-A:1,,,,,,,
E6-HEAD-R2-A_Reward,,,,,,,,,,,E6-HEAD-R2-A:1,,,,,,,
E6-PANTS-R2-A_Reward,,,,,,,,,,,E6-PANTS-R2-A:1,,,,,,,
E6-RINGS-R2-A_Reward,,,,,,,,,,,E6-RINGS-R2-A:1,,,,,,,
E6-SHIELD-R2-A_Reward,,,,,,,,,,,E6-SHIELD-R2-A:1,,,,,,,
E6-WEAPONS-R2-A_Reward,,,,,,,,,,,E6-WEAPONS-R2-A:1,,,,,,,
skill-T3-118-Dragon-TotemDebuffResist_Reward,,,,,,,,,,,skill-T3-118-Dragon-TotemDebuffResist:1,,,,,,,
skill-T1-119-Dragon-XP_Reward,,,,,,,,,,,skill-T1-119-Dragon-XP:1,,,,,,,
skill-T1-120-Dragon-TrainingCost_Reward,,,,,,,,,,,skill-T1-120-Dragon-TrainingCost:1,,,,,,,
skill-T2-121-Dragon-HP_Reward,,,,,,,,,,,skill-T2-121-Dragon-HP:1,,,,,,,
skill-T2-122-Dragon-ResistTower_Reward,,,,,,,,,,,skill-T2-122-Dragon-ResistTower:1,,,,,,,
skill-T2-123-Dragon-ResistTower_Reward,,,,,,,,,,,skill-T2-123-Dragon-ResistTower:1,,,,,,,
skill-T2-124-Dragon-ResistTower_Reward,,,,,,,,,,,skill-T2-124-Dragon-ResistTower:1,,,,,,,
skill-T3-125-Dragon-Attack_Reward,,,,,,,,,,,skill-T3-125-Dragon-Attack:1,,,,,,,
skill-T4-126-Dragon-HP_Reward,,,,,,,,,,,skill-T4-126-Dragon-HP:1,,,,,,,
skill-T4-127-Dragon-Attack_Reward,,,,,,,,,,,skill-T4-127-Dragon-Attack:1,,,,,,,
skill-T4-128-Dragon-HP_Reward,,,,,,,,,,,skill-T4-128-Dragon-HP:1,,,,,,,
skill-T4-129-Dragon-Attack_Reward,,,,,,,,,,,skill-T4-129-Dragon-Attack:1,,,,,,,
skill-T4-130-Dragon-Ammo_Reward,,,,,,,,,,,skill-T4-130-Dragon-Ammo:1,,,,,,,
skill-T4-131-Dragon-Rage_Reward,,,,,,,,,,,skill-T4-131-Dragon-Rage:1,,,,,,,
skill-T4-132-Dragon-HPClass_Reward,,,,,,,,,,,skill-T4-132-Dragon-HPClass:1,,,,,,,
skill-T4-133-Dragon-HPClass_Reward,,,,,,,,,,,skill-T4-133-Dragon-HPClass:1,,,,,,,
skill-T4-134-Dragon-HPClass_Reward,,,,,,,,,,,skill-T4-134-Dragon-HPClass:1,,,,,,,
skill-T4-135-Dragon-HPClass_Reward,,,,,,,,,,,skill-T4-135-Dragon-HPClass:1,,,,,,,
skill-T3-136-Dragon-TrainingCost_Reward,,,,,,,,,,,skill-T3-136-Dragon-TrainingCost:1,,,,,,,
E7-BOOTS-R2-A_Reward,,,,,,,,,,,E7-BOOTS-R2-A:1,,,,,,,
E7-CHEST-R2-A_Reward,,,,,,,,,,,E7-CHEST-R2-A:1,,,,,,,
E7-GLOVES-R2-A_Reward,,,,,,,,,,,E7-GLOVES-R2-A:1,,,,,,,
E7-HEAD-R2-A_Reward,,,,,,,,,,,E7-HEAD-R2-A:1,,,,,,,
E7-PANTS-R2-A_Reward,,,,,,,,,,,E7-PANTS-R2-A:1,,,,,,,
E7-RINGS-R2-A_Reward,,,,,,,,,,,E7-RINGS-R2-A:1,,,,,,,
E7-SHIELD-R2-A_Reward,,,,,,,,,,,E7-SHIELD-R2-A:1,,,,,,,
E7-WEAPONS-R2-A_Reward,,,,,,,,,,,E7-WEAPONS-R2-A:1,,,,,,,
E7-BOOTS-R3-A_Reward,,,,,,,,,,,E7-BOOTS-R3-A:1,,,,,,,
E7-CHEST-R3-A_Reward,,,,,,,,,,,E7-CHEST-R3-A:1,,,,,,,
E7-GLOVES-R3-A_Reward,,,,,,,,,,,E7-GLOVES-R3-A:1,,,,,,,
E7-HEAD-R3-A_Reward,,,,,,,,,,,E7-HEAD-R3-A:1,,,,,,,
E7-PANTS-R3-A_Reward,,,,,,,,,,,E7-PANTS-R3-A:1,,,,,,,
E7-RINGS-R3-A_Reward,,,,,,,,,,,E7-RINGS-R3-A:1,,,,,,,
E7-SHIELD-R3-A_Reward,,,,,,,,,,,E7-SHIELD-R3-A:1,,,,,,,
E7-WEAPONS-R3-A_Reward,,,,,,,,,,,E7-WEAPONS-R3-A:1,,,,,,,
skill-T3-130-Dragon-Attack_Reward,,,,,,,,,,,skill-T3-130-Dragon-Attack:1,,,,,,,
skill-T1-131-Dragon-Attack_Reward,,,,,,,,,,,skill-T1-131-Dragon-Attack:1,,,,,,,
skill-T1-132-Dragon-HP_Reward,,,,,,,,,,,skill-T1-132-Dragon-HP:1,,,,,,,
skill-T1-133-Dragon-XP_Reward,,,,,,,,,,,skill-T1-133-Dragon-XP:1,,,,,,,
skill-T3-134-Dragon-ResistTower_Reward,,,,,,,,,,,skill-T3-134-Dragon-ResistTower:1,,,,,,,
skill-T3-135-Dragon-ResistTower_Reward,,,,,,,,,,,skill-T3-135-Dragon-ResistTower:1,,,,,,,
skill-T3-136-Dragon-ResistTower_Reward,,,,,,,,,,,skill-T3-136-Dragon-ResistTower:1,,,,,,,
skill-T3-137-Dragon-HP_Reward,,,,,,,,,,,skill-T3-137-Dragon-HP:1,,,,,,,
skill-T3-138-Dragon-Attack_Reward,,,,,,,,,,,skill-T3-138-Dragon-Attack:1,,,,,,,
skill-T4-139-Dragon-HP_Reward,,,,,,,,,,,skill-T4-139-Dragon-HP:1,,,,,,,
skill-T4-140-Dragon-Attack_Reward,,,,,,,,,,,skill-T4-140-Dragon-Attack:1,,,,,,,
skill-T4-141-Dragon-HP_Reward,,,,,,,,,,,skill-T4-141-Dragon-HP:1,,,,,,,
E8-BOOTS-R3-A_Reward,,,,,,,,,,,E8-BOOTS-R3-A:1,,,,,,,
E8-CHEST-R3-A_Reward,,,,,,,,,,,E8-CHEST-R3-A:1,,,,,,,
E8-GLOVES-R3-A_Reward,,,,,,,,,,,E8-GLOVES-R3-A:1,,,,,,,
E8-HEAD-R3-A_Reward,,,,,,,,,,,E8-HEAD-R3-A:1,,,,,,,
E8-PANTS-R3-A_Reward,,,,,,,,,,,E8-PANTS-R3-A:1,,,,,,,
E8-RINGS-R3-A_Reward,,,,,,,,,,,E8-RINGS-R3-A:1,,,,,,,
E8-SHIELD-R3-A_Reward,,,,,,,,,,,E8-SHIELD-R3-A:1,,,,,,,
E8-WEAPONS-R3-A_Reward,,,,,,,,,,,E8-WEAPONS-R3-A:1,,,,,,,
skill-T3-142-Tower-Attack_Reward,,,,,,,,,,,skill-T3-142-Tower-Attack:1,,,,,,,
skill-T1-143-Production-ProductionAmountWood_Reward,,,,,,,,,,,skill-T1-143-Production-ProductionAmountWood:1,,,,,,,
skill-T1-144-Production-ProductionAmountHog_Reward,,,,,,,,,,,skill-T1-144-Production-ProductionAmountHog:1,,,,,,,
skill-T1-145-Production-ProductionCapacityWood_Reward,,,,,,,,,,,skill-T1-145-Production-ProductionCapacityWood:1,,,,,,,
skill-T3-146-Tower-HP_Reward,,,,,,,,,,,skill-T3-146-Tower-HP:1,,,,,,,
skill-T3-147-Tower-Attack_Reward,,,,,,,,,,,skill-T3-147-Tower-Attack:1,,,,,,,
skill-T3-148-Tower-HP_Reward,,,,,,,,,,,skill-T3-148-Tower-HP:1,,,,,,,
skill-T3-149-Tower-ConstructionUpgradeSpeed_Reward,,,,,,,,,,,skill-T3-149-Tower-ConstructionUpgradeSpeed:1,,,,,,,
skill-T3-150-Tower-Attack_Reward,,,,,,,,,,,skill-T3-150-Tower-Attack:1,,,,,,,
skill-T4-151-Tower-HP_Reward,,,,,,,,,,,skill-T4-151-Tower-HP:1,,,,,,,
skill-T4-152-Tower-Attack_Reward,,,,,,,,,,,skill-T4-152-Tower-Attack:1,,,,,,,
skill-T4-153-Tower-HP_Reward,,,,,,,,,,,skill-T4-153-Tower-HP:1,,,,,,,
E9-BOOTS-R3-A_Reward,,,,,,,,,,,E9-BOOTS-R3-A:1,,,,,,,
E9-CHEST-R3-A_Reward,,,,,,,,,,,E9-CHEST-R3-A:1,,,,,,,
E9-GLOVES-R3-A_Reward,,,,,,,,,,,E9-GLOVES-R3-A:1,,,,,,,
E9-HEAD-R3-A_Reward,,,,,,,,,,,E9-HEAD-R3-A:1,,,,,,,
E9-PANTS-R3-A_Reward,,,,,,,,,,,E9-PANTS-R3-A:1,,,,,,,
E9-RINGS-R3-A_Reward,,,,,,,,,,,E9-RINGS-R3-A:1,,,,,,,
E9-SHIELD-R3-A_Reward,,,,,,,,,,,E9-SHIELD-R3-A:1,,,,,,,
E9-WEAPONS-R3-A_Reward,,,,,,,,,,,E9-WEAPONS-R3-A:1,,,,,,,
skill-T3-154-Tower-Attack_Reward,,,,,,,,,,,skill-T3-154-Tower-Attack:1,,,,,,,
skill-T1-155-Tower-Attack_Reward,,,,,,,,,,,skill-T1-155-Tower-Attack:1,,,,,,,
skill-T1-156-Tower-HP_Reward,,,,,,,,,,,skill-T1-156-Tower-HP:1,,,,,,,
skill-T3-157-Production-ProductionAmountWood_Reward,,,,,,,,,,,skill-T3-157-Production-ProductionAmountWood:1,,,,,,,
skill-T3-158-Production-ProductionAmountHog_Reward,,,,,,,,,,,skill-T3-158-Production-ProductionAmountHog:1,,,,,,,
skill-T3-159-Production-ProductionCapacityWood_Reward,,,,,,,,,,,skill-T3-159-Production-ProductionCapacityWood:1,,,,,,,
skill-T3-160-Tower-HP_Reward,,,,,,,,,,,skill-T3-160-Tower-HP:1,,,,,,,
skill-T3-161-Tower-HP_Reward,,,,,,,,,,,skill-T3-161-Tower-HP:1,,,,,,,
skill-T3-162-Tower-Attack_Reward,,,,,,,,,,,skill-T3-162-Tower-Attack:1,,,,,,,
skill-T3-163-Tower-ConstructionUpgradeSpeed_Reward,,,,,,,,,,,skill-T3-163-Tower-ConstructionUpgradeSpeed:1,,,,,,,
skill-T4-164-Tower-Attack_Reward,,,,,,,,,,,skill-T4-164-Tower-Attack:1,,,,,,,
skill-T4-165-Tower-HP_Reward,,,,,,,,,,,skill-T4-165-Tower-HP:1,,,,,,,
E10-BOOTS-R3-A_Reward,,,,,,,,,,,E10-BOOTS-R3-A:1,,,,,,,
E10-CHEST-R3-A_Reward,,,,,,,,,,,E10-CHEST-R3-A:1,,,,,,,
E10-GLOVES-R3-A_Reward,,,,,,,,,,,E10-GLOVES-R3-A:1,,,,,,,
E10-HEAD-R3-A_Reward,,,,,,,,,,,E10-HEAD-R3-A:1,,,,,,,
E10-PANTS-R3-A_Reward,,,,,,,,,,,E10-PANTS-R3-A:1,,,,,,,
E10-RINGS-R3-A_Reward,,,,,,,,,,,E10-RINGS-R3-A:1,,,,,,,
E10-SHIELD-R3-A_Reward,,,,,,,,,,,E10-SHIELD-R3-A:1,,,,,,,
E10-WEAPONS-R3-A_Reward,,,,,,,,,,,E10-WEAPONS-R3-A:1,,,,,,,
skill-T3-166-Dragon-Attack_Reward,,,,,,,,,,,skill-T3-166-Dragon-Attack:1,,,,,,,
skill-T1-167-Dragon-ResistTower_Reward,,,,,,,,,,,skill-T1-167-Dragon-ResistTower:1,,,,,,,
skill-T1-168-Dragon-ResistTower_Reward,,,,,,,,,,,skill-T1-168-Dragon-ResistTower:1,,,,,,,
skill-T1-169-Dragon-ResistTower_Reward,,,,,,,,,,,skill-T1-169-Dragon-ResistTower:1,,,,,,,
skill-T3-170-Dragon-HP_Reward,,,,,,,,,,,skill-T3-170-Dragon-HP:1,,,,,,,
skill-T3-171-Dragon-Attack_Reward,,,,,,,,,,,skill-T3-171-Dragon-Attack:1,,,,,,,
skill-T3-172-Dragon-HP_Reward,,,,,,,,,,,skill-T3-172-Dragon-HP:1,,,,,,,
skill-T3-173-Dragon-XP_Reward,,,,,,,,,,,skill-T3-173-Dragon-XP:1,,,,,,,
skill-T3-174-Dragon-Attack_Reward,,,,,,,,,,,skill-T3-174-Dragon-Attack:1,,,,,,,
skill-T4-175-Dragon-HP_Reward,,,,,,,,,,,skill-T4-175-Dragon-HP:1,,,,,,,
skill-T4-176-Dragon-Attack_Reward,,,,,,,,,,,skill-T4-176-Dragon-Attack:1,,,,,,,
skill-T4-177-Dragon-HP_Reward,,,,,,,,,,,skill-T4-177-Dragon-HP:1,,,,,,,
daily_offer_1a,,ruby:300|chest0:1,,,,,,,,,,,,,,,,
daily_offer_1b,,,,,,,lumberConsumable1:1|expediteConsumable1:15|expediteConsumable2:5,,,,,,,,,,,
daily_offer_1c,,breedingToken:300,,,,,foodConsumable1:1,,,,,,,,,,,
daily_offer_1d,,ruby:50|duskfallSigil:20|breedingToken:50,,,,,fullHeal:3,,,,,,,,,,,
daily_offer_1e,,runeDust:12000|chest1:1,,,,,,,,,,,,,,,,
daily_offer_1f,,iceShard:10|fireShard:10,,,,,lumberConsumable1:1|expediteConsumable1:5|expediteConsumable2:5,,,,,,,,,,,
daily_offer_1g,,,,,,,increaseBuildingHP1:2|increaseBuildingAttack1:2|armorConsumable:2|attackConsumable:2|repairConsumable:2|fullHeal:2,,,,,,,,,,,
daily_offer_1h,,,,,,,increaseAttack1:2|increaseHP1:2|increaseBuildingHP1:2|increaseBuildingAttack1:2|fullHeal:2|chainLightningSpellConsumable01:2,,,,,,,,,,,
daily_offer_1i,,,,,,,foodConsumable1:2|xpPotionConsumable1:2,,,,,,,,,,,
daily_offer_1j,,runeDust:3000|elementalEmber:100|iceShard:20|fireShard:20,,,,,,,,,,,,,,,,
daily_offer_2a,,ruby:600|breedingToken:200|elementalEmber:20,,,,,,,,,,,,,,,,
daily_offer_2b,,blackPearl:30|iceShard:30|fireShard:30,,,,,,,,,,,,,,,,
daily_offer_2c,,,,,,,lumberConsumable1:1|expediteConsumable2:5|expediteConsumable3:10,,,,,,,,,,,
daily_offer_2d,,breedingToken:600,,,,,foodConsumable1:2|xpPotionConsumable1:2,,,,,,,,,,,
daily_offer_2e,,duskfallSigil:50|breedingToken:50|elementalEmber:50|energyPack:1,,,,,,,,,,,,,,,,
daily_offer_2f,,ruby:200|runeDust:30000|chest1:1,,,,,,,,,,,,,,,,
daily_offer_2g,,,,,,,foodConsumable1:2|xpPotionConsumable2:5,,,,,,,,,,,
daily_offer_2h,,,,,,,increaseBuildingHP1:5|increaseBuildingAttack1:5|armorConsumable:5|attackConsumable:5|repairConsumable:5,,,,,,,,,,,
daily_offer_2i,,,,,,,increaseAttack1:10|increaseHP1:10|increaseBuildingHP1:5|increaseBuildingAttack1:5,,,,,,,,,,,
daily_offer_2j,,breedingToken:500|mysticFragment:1,,,,,,,,,,,,,,,,
daily_offer_3a,,ruby:1500|chest2:1|blackPearl:15,,,,,,,,,,,,,,,,
daily_offer_3b,,,,,,,lumberConsumable1:2|expediteConsumable3:5|expediteConsumable4:5|expediteConsumable5:3,,,,,,,,,,,
daily_offer_3c,,breedingToken:2000,,,,,xpPotionConsumable1:1|xpPotionConsumable4:1,,,,,,,,,,,
daily_offer_3d,,duskfallSigil:150|breedingToken:500|runeDust:10000|blackPearl:5|iceShard:20|fireShard:20,,,,,,,,,,,,,,,,
daily_offer_3e,,ruby:100|breedingToken:50|runeDust:100000|chest1:2,,,,,fullHeal:5|chainLightningSpellConsumable01:3|freezeSpellConsumable01:3,,,,,,,,,,,
daily_offer_3f,,elementalEmber:500,,,,,expediteConsumable2:10|expediteConsumable3:15,,,,,,,,,,,
daily_offer_3g,,,,,,,foodConsumable1:5|xpPotionConsumable1:5|xpPotionConsumable2:5|xpPotionConsumable3:2,,,,,,,,,,,
daily_offer_3h,,,,,,,increaseAttack1:10|increaseHP1:10|increaseBuildingHP1:10|increaseBuildingAttack1:10|armorConsumable:10|attackConsumable:10|repairConsumable:10|chainLightningSpellConsumable01:5,,,,,,,,,,,
daily_offer_3i,,ruby:500|blackPearl:50|iceShard:100|fireShard:100,,,,,,,,,,,,,,,,
daily_offer_3j,,ruby:1000|mysticFragment:2|runeDust:10000|elementalEmber:150,,,,,,,,,,,,,,,,
daily_offer_4a,,ruby:3000|breedingToken:1000|chest2:2,,,,,,,,,,,,,,,,
daily_offer_4b,,,,,,,lumberConsumable2:3|expediteConsumable2:10|expediteConsumable3:10|expediteConsumable4:10,,,,,,,,,,,
daily_offer_4c,,breedingToken:3000,,,,,foodConsumable2:3,,,,,,,,,,,
daily_offer_4d,,ruby:1000|duskfallSigil:200|breedingToken:500|chest2:2,,,,,,,,,,,,,,,,
daily_offer_4e,,,,,,,foodConsumable2:3|xpPotionConsumable2:5|xpPotionConsumable3:5|xpPotionConsumable4:1,,,,,,,,,,,
daily_offer_4f,,,,,,,increaseAttack1:15|increaseHP1:15|increaseBuildingHP1:15|increaseBuildingAttack1:15|armorConsumable:30|attackConsumable:30|repairConsumable:30|fullHeal:10,,,,,,,,,,,
daily_offer_4g,,ruby:1000,,,,,increaseAttack1:30|increaseHP1:30|increaseBuildingHP1:30|increaseBuildingAttack1:30,,,,,,,,,,,
daily_offer_4h,,chest2:3|iceShard:500|fireShard:500,,,,,,,,,,,,,,,,
daily_offer_4i,,chest2:1|elementalEmber:1000|blackPearl:20|iceShard:200|fireShard:200,,,,,,,,,,,,,,,,
daily_offer_4j,,ruby:100|breedingToken:1000|mysticFragment:2|runeDust:5000|chest2:1|elementalEmber:200|blackPearl:10|iceShard:50|fireShard:50|energyPack:5,,,,,innerFire01:2,,,,,,,,,,,
daily_offer_5a,,ruby:8000|elementalEmber:500,,,,,,,,,,,,,,,,
daily_offer_5b,,,,,,,lumberConsumable3:1|expediteConsumable2:5|expediteConsumable3:10|expediteConsumable4:10|expediteConsumable5:10|expediteConsumable6:2,,,,,,,,,,,
daily_offer_5c,,breedingToken:6000|chest0:5|chest2:1,,,,,foodConsumable2:5,,,,,,,,,,,
daily_offer_5d,,duskfallSigil:500|mysticFragment:5|chest0:5|chest2:5,,,,,,,,,,,,,,,,
daily_offer_5e,,breedingToken:2000|mysticFragment:5,,,,,xpPotionConsumable3:10|xpPotionConsumable4:5,,,,,,,,,,,
daily_offer_5f,,ruby:2000|runeDust:50000|chest2:3|elementalEmber:2000,,,,,,,,,,,,,,,,
daily_offer_5g,,chest0:10|blackPearl:200|iceShard:500|fireShard:500,,,,,expediteConsumable1:10|expediteConsumable2:10|expediteConsumable3:5|expediteConsumable4:5,,,,,,,,,,,
daily_offer_5h,,ruby:5000|breedingToken:100|mysticFragment:5|chest2:2,,,,,expediteConsumable3:5|expediteConsumable4:5,,,,,,,,,,,
daily_offer_5i,,duskfallSigil:20|breedingToken:1000|mysticFragment:5|runeDust:100000|chest2:1,,,,,foodConsumable2:3|lumberConsumable2:3,,,,,,,,,,,
daily_offer_5j,,runeDust:300000|elementalEmber:1000,,,,,xpPotionConsumable4:3|xpPotionConsumable5:1,,,,,,,,,,,
daily_offer_6a,,ruby:5000,,,,,xpPotionConsumable3:20|increaseAttack1:50|increaseHP1:50|increaseBuildingHP1:50|increaseBuildingAttack1:50|armorConsumable:50|attackConsumable:50|repairConsumable:50|fullHeal:50|chainLightningSpellConsumable01:10|chargeShieldSpellConsumable01:10|cloakSpellConsumable01:10|invincibleSpellConsumable01:10,,,,,,,,,,,
daily_offer_6b,,ruby:20000|breedingToken:5000|blackPearl:50,,,,,,,,,,,,,,,,
daily_offer_6c,,ruby:2000,,,,,lumberConsumable2:5|expediteConsumable4:20|expediteConsumable5:50,,,,,,,,,,,
daily_offer_6d,,ruby:3000|breedingToken:10000|mysticFragment:10,,,,,foodConsumable2:10|foodConsumable3:1,,,,,,,,,,,
daily_offer_6e,,ruby:5000|duskfallSigil:1000|chest2:5|elementalEmber:1000|blackPearl:100|iceShard:200|fireShard:200|energyPack:5,,,,,,,,,,,,,,,,
daily_offer_6f,,breedingToken:10000,,,,,foodConsumable2:5|foodConsumable3:2|xpPotionConsumable2:5|xpPotionConsumable3:5|xpPotionConsumable4:10,,,,,,,,,,,
daily_offer_6g,,ruby:5000|energyPack:30,,,,,innerFire01:30|increaseAttack1:50|increaseHP1:50|increaseBuildingHP1:50|increaseBuildingAttack1:50|fullHeal:150,,,,,,,,,,,
daily_offer_6h,,ruby:8000|chest2:2|elementalEmber:5000|blackPearl:100,,,,,increaseAttack1:10|increaseHP1:10|increaseBuildingHP1:10|increaseBuildingAttack1:10,,,,,,,,,,,
daily_offer_6i,,breedingToken:5000|mysticFragment:20|chest2:5|elementalEmber:1000|iceShard:500|fireShard:500,,,,,foodConsumable1:10|lumberConsumable1:10,,,,,,,,,,,
daily_offer_6j,,ruby:10000|breedingToken:500|runeDust:600000|chest1:20|blackPearl:100,,,,,,,,,,,,,,,,
daily_offer_7a,,ruby:20000|breedingToken:10000|runeDust:500000|chest2:5,,,,,innerFire01:10,,,,,,,,,,,
