identifier,inBundle,displayName,defaultSceneFile,dragonClass,dragonType,defaultRarity,elementIdentifier,displayDescription,stableHint,defaultDiscoveredImage,undiscoveredImage,defaultIconFilename,iconFilenameLocked,upgradeCSVFileName,fidgets,unlockAchievement,attackStartVal,sellBasePrice,unavailableSpellTypes,showcaseNodeLocation,isAttainable,sortPriority,minDragonLevelForBreeding,minBreedingCaveBuildingLevelToBreed,incubatingTime,incubationAchievementRequirement,incubationBuildingLevelRequirement,defaultMaxLevel,researchMaxLevelIncrease,eggCurrencyType,eggDisplaySceneFile,defaultAttackBoostRange,defaultHPBoostRange,canSell,canUpgrade,canBeSummoned,deathPenaltyPercentage,defaultTierNumber,priorityWithinTier,showInStable,numberOfFragmentsNeeded,isShrineDragon,isGoldDragon,limitedTimeOfferDragonActiveEvent,limitedTimeOfferDragonParentsInfoFile,isEvolveDragon,canPlaceIntoPerch,isUnbreedableDragon,buffEndTime,h
T8C3HFdragon,0,Gorgonus,drg_undead_spectral_v4.lvl,hunter,Burning Revenant,5,fireElement,Guardian of an ancient secret known only to other dragons.,Look for the dragon at the breeding grounds,dragon_spectral_v4_discovered_thumbnail.png,dragon_spectral_undiscovered_thumbnail.png,dragonThumbnail_spectral_v4.png,dragonThumbnail_spectral_undiscovered.png,T8C3HFdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,109,12,8,2570400,,8,30,,sapphireEggCurrency,egg_sapphire_V6.lvl,0-0,0-0,1,1,0,15,8,6,1,500,0,0,,,,1,,0,
T8C4WFdragon,0,Mehaten,drg_desert_v3.lvl,warrior,Avatar of the Sun,6,fireElement,"Mehaten, ever vigilant, holds the darkness at bay.",Look for the dragon at the breeding grounds,dragon_desert_v3_discovered_thumbnail.png,dragon_desert_v3_undiscovered_thumbnail.png,dragonThumbnail_desert_v3_discovered.png,dragonThumbnail_desert_v3_undiscovered.png,T8C4WFdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,110,16,8,2570400,,8,35,,sapphireEggCurrency,egg_sapphire_V7.lvl,0-0,0-0,1,1,0,15,8,7,1,1000,0,0,,,,1,,0,
T8C4SDdragon,0,Apophet,drg_desert_v2.lvl,sorcerer,Herald of Darkness,6,darkElement,All life withers in the Apophet's shadow.,Look for the dragon at the breeding grounds,dragon_desert_v2_discovered_thumbnail.png,dragon_desert_v2_undiscovered_thumbnail.png,dragonThumbnail_desert_v2_discovered.png,dragonThumbnail_desert_v2_undiscovered.png,T8C4SDdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,111,16,8,2570400,,8,35,,sapphireEggCurrency,egg_blue_V11.lvl,0-0,0-0,1,1,0,15,8,7,1,1000,0,0,,,,1,,0,
T8C4HEdragon,0,Hauheset,drg_desert_v1.lvl,hunter,Harbinger of Desolation,6,earthElement,Hauheset has seen countless kingdoms swallowed by the sands.,Look for the dragon at the breeding grounds,dragon_desert_v1_discovered_thumbnail.png,dragon_desert_v1_undiscovered_thumbnail.png,dragonThumbnail_desert_v1_discovered.png,dragonThumbnail_desert_v1_undiscovered.png,T8C4HEdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,112,16,8,2570400,,8,35,,sapphireEggCurrency,egg_sapphire_V7.lvl,0-0,0-0,1,1,0,15,8,7,1,1000,0,0,,,,1,,0,
shadowApophet,0,Apophet's Shadow,drg_desert_shadow.lvl,warrior,Apophet's Shadow,0,darkElement,This dragon was summoned.,Look for the dragon at the breeding grounds,,,dragonThumbnail_desert_v2_discovered.png,dragonThumbnail_desert_v2_undiscovered.png,ShadowApophetDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,0,1,2,1,60,,1,75,,redEggCurrency,egg_red_V1.lvl,0-0,0-0,0,0,1,15,1,1,0,48,0,0,,,,1,,0,
skarrSapphireDragon,0,Skarr,drg_nature_blackblood.lvl,warrior,Blackblood Warrior,5,iceElement,The Blackblood's Warrior Champion.,Look for the dragon at the breeding grounds,dragon_blackblood_nature_discovered_thumbnail.png,dragon_blackblood_nature_undiscovered_thumbnail.png,dragonThumbnail_blackblood_nature_discovered.png,dragonThumbnail_blackblood_nature_undiscovered.png,skarrSapphireDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,111,1,3,82080,,4,30,,sapphireEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,102,1,1,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
nightshadeSapphireDragon,0,Nightshade,drg_zombie_blackblood.lvl,hunter,Blackblood Hunter,5,windElement,The Blackblood's Hunter Champion.,Look for the dragon at the breeding grounds,dragon_blackblood_zombie_discovered_thumbnail.png,dragon_blackblood_zombie_undiscovered_thumbnail.png,dragonThumbnail_blackblood_zombie_discovered.png,dragonThumbnail_blackblood_zombie_undiscovered.png,nightshadeSapphireDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,112,1,3,82080,,4,30,,sapphireEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,103,1,1,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
ebonSapphireDragon,0,Ebon,drg_phoenix_blackblood.lvl,sorcerer,Blackblood Sorcerer,5,fireElement,The Blackblood's Sorcerer Champion.,Look for the dragon at the breeding grounds,dragon_blackblood_phoenix_discovered_thumbnail.png,dragon_blackblood_phoenix_undiscovered_thumbnail.png,dragonThumbnail_blackblood_phoenix_discovered.png,dragonThumbnail_blackblood_phoenix_undiscovered.png,ebonSapphireDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,112,1,3,82080,,4,30,,sapphireEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,104,1,1,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
T1GGSFdragon,0,Raetrix,drg_elegantRed.lvl,sorcerer,(HEROES)RED Phoenix Dragon,3,fireElement,Supports Healing Everywhere,Look for the dragon at the breeding grounds,dragon_elegantRed_discovered_thumbnail.png,dragon_elegant_undiscovered_thumbnail.png,dragonThumbnail_elegantRed.png,dragonThumbnail_elegant_undiscovered.png,T1GGSFdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,11,1,1,3,,1,7,,redEggCurrency,egg_red_V13.lvl,0-0,0-0,1,1,0,15,1,11,1,,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,,1,,0,
phasmosSapphireDragon,0,Phasmos,drg_ghost.lvl,sorcerer,Evolving Sorcerer,6,darkElement,Evolving Sorcerer Champion.,Look for the dragon at the breeding grounds,dragon_ghost_discovered_thumbnail.png,dragon_ghost_undiscovered_thumbnail.png,dragonThumbnail_ghost_discovered.png,dragonThumbnail_ghost_undiscovered.png,phasmosSapphireDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,116,1,3,82080,,4,45,,sapphireEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,105,1,1,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
T9C3WDdragon,0,Avalanche,drg_prehistoric_v2.lvl,warrior,Bringer of the Apocalypse,5,darkElement,Has a roar of cataclysmic proportions.,Look for the dragon at the breeding grounds,dragon_prehistoric_v2_discovered_thumbnail.png,dragon_prehistoric_undiscovered_thumbnail.png,dragonThumbnail_prehistoric_v2_discovered.png,dragonThumbnail_prehistoric_undiscovered.png,T9C3WDdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,113,12,9,3175200,,9,30,,garnetEggCurrency,egg_garnet_V1.lvl,0-0,0-0,1,1,0,15,9,104,1,700,0,0,,,,1,,0,
T9C3SFdragon,0,Jul,drg_arcane_v3.lvl,sorcerer,Ice Fang,5,fireElement,Can withstand the coldest of temperatures.,Look for the dragon at the breeding grounds,dragon_arcane_v2_discovered_thumbnail.png,dragon_arcane_undiscovered_thumbnail.png,dragonThumbnail_arcane_v3.png,dragonThumbnail_arcane_undiscovered.png,T9C3SFdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,114,12,9,3175200,,9,30,,garnetEggCurrency,egg_garnet_V2.lvl,0-0,0-0,1,1,0,15,9,105,1,700,0,0,,,,1,,0,
T9C3HIdragon,0,Frostbiter,drg_water_wyvern_v2.lvl,hunter,Frostburn Dragon,5,iceElement,Its icy breath kills prey before the actual bite.,Look for the dragon at the breeding grounds,dragon_water_wyvern_v2_discovered_thumbnail.png,dragon_water_wyvern_v2_undiscovered_thumbnail.png,dragonThumbnail_water_wyvern_v2.png,dragonThumbnail_water_wyvern_undiscovered.png,T9C3HIdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,115,12,9,3175200,,9,30,,garnetEggCurrency,egg_garnet_V3.lvl,0-0,0-0,1,1,0,15,9,106,1,700,0,0,,,,1,,0,
T9C3HEdragon,0,Zaru,drg_winterMonkey_v1.lvl,hunter,Winter Monkey,5,earthElement,Uses erratic motion and howls to ward off predators.,Look for the dragon at the breeding grounds,dragon_winterMonkey_v1_discovered_thumbnail.png,dragon_winterMonkey_undiscovered_thumbnail.png,dragonThumbnail_winterMonkey_v1_discovered.png,dragonThumbnail_winterMonkey_undiscovered.png,T9C3HEdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,116,12,9,3175200,,9,30,,garnetEggCurrency,egg_garnet_V4.lvl,0-0,0-0,1,1,0,15,9,107,1,700,0,0,,,,1,,0,
T9C3SDdragon,0,Renard,drg_winterFox_v1.lvl,sorcerer,Winter Fox,5,darkElement,Uses the cover of blizzards to stalk prey.,Look for the dragon at the breeding grounds,dragon_winterFox_v1_discovered_thumbnail.png,dragon_winterFox_undiscovered_thumbnail.png,dragonThumbnail_winterFox_v1_discovered.png,dragonThumbnail_winterFox_undiscovered.png,T9C3SDdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,117,12,9,3175200,,9,30,,garnetEggCurrency,egg_garnet_V5.lvl,0-0,0-0,1,1,0,15,9,108,1,700,0,0,,,,1,,0,
T9C3WIdragon,0,Ursa,drg_winterBear_v1.lvl,warrior,Winter Bear,5,iceElement,One of the fiercest hunters in the snow.,Look for the dragon at the breeding grounds,dragon_winterBear_v1_discovered_thumbnail.png,dragon_winterBear_undiscovered_thumbnail.png,dragonThumbnail_winterBear_v1_discovered.png,dragonThumbnail_winterBear_undiscovered.png,T9C3WIdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,118,12,9,3175200,,9,30,,garnetEggCurrency,egg_garnet_V6.lvl,0-0,0-0,1,1,0,15,9,109,1,700,0,0,,,,1,,0,
T9C4SEdragon,0,Aquileas and Austeros,drg_gemini.lvl,sorcerer,Double Dragon!,6,earthElement,Light and Dark. North and South. Balance incarnate.,Look for the dragon at the breeding grounds,dragon_gemini_discovered_thumbnail.png,dragon_gemini_undiscovered_thumbnail.png,dragonThumbnail_gemini_discovered.png,dragonThumbnail_gemini_undiscovered.png,T9C4SEdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,119,16,9,3175200,,9,35,,garnetEggCurrency,egg_garnet_V7.lvl,0-0,0-0,1,1,0,15,9,110,1,1100,0,0,,,,1,,0,
T9C4WWdragon,0,Gloomclaw,drg_krampus_v1.lvl,warrior,Lord of Dread,6,windElement,A dreadful roar that shudders souls.,Look for the dragon at the breeding grounds,dragon_krampus_v1_discovered_thumbnail.png,dragon_krampus_undiscovered_thumbnail.png,dragonThumbnail_krampus_v1_discovered.png,dragonThumbnail_krampus_undiscovered.png,T9C4WWdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,120,16,9,3175200,,9,35,,garnetEggCurrency,egg_garnet_V8.lvl,0-0,0-0,1,1,0,15,9,111,1,1100,0,0,,,,1,,0,
T9C4HIdragon,0,Icicle,drg_wendigo_v1.lvl,hunter,Ice Shard Dragon,6,iceElement,A deadly strength hidden in ice.,Look for the dragon at the breeding grounds,dragon_wendigo_v1_discovered_thumbnail.png,dragon_wendigo_undiscovered_thumbnail.png,dragonThumbnail_wendigo_v1_discovered.png,dragonThumbnail_wendigo_undiscovered.png,T9C4HIdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,121,16,9,3175200,,9,35,,garnetEggCurrency,egg_garnet_V9.lvl,0-0,0-0,1,1,0,15,9,112,1,1100,0,0,,,,1,,0,
tenguDragon,0,Tengu,drg_tengu_v1.lvl,sorcerer,Frozen Tengu,5,windElement,Winter's Mightiest Sorcerer,Look for the dragon at the breeding grounds,dragon_tengu_v1_discovered_thumbnail.png,dragon_tengu_undiscovered_thumbnail.png,dragonThumbnail_tengu_v1_discovered.png,dragonThumbnail_tengu_undiscovered.png,tenguDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,120,1,3,82080,,4,45,,garnetEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,111,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
tarandDragon,0,Tarand,drg_winterCaribou_v1.lvl,warrior,Warrior of Winter,5,iceElement,Winter's Champion Dragon,Look for the dragon at the breeding grounds,dragon_winterCaribou_v1_discovered_thumbnail.png,dragon_winterCaribou_undiscovered_thumbnail.png,dragonThumbnail_winterCaribou_v1_discovered.png,dragonThumbnail_winterCaribou_undiscovered.png,tarandDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,121,1,3,82080,,4,45,,garnetEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,112,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
snowdropDragon,0,Snowdrop,drg_glacialHunter.lvl,hunter,Snowy Hunter,5,earthElement,Winter's Assassin Dragon,Look for the dragon at the breeding grounds,dragon_glacialHunter_discovered_thumbnail.png,dragon_glacialHunter_undiscovered_thumbnail.png,dragonThumbnail_glacialHunter_discovered.png,dragonThumbnail_glacialHunter_undiscovered.png,snowdropDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,122,1,3,82080,,4,45,,garnetEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,113,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
algorDragon,0,Algor,drg_glacialWarrior.lvl,warrior,Winter Dragon King,6,iceElement,Winter's Dragon King,Look for the dragon at the breeding grounds,dragon_glacialWarrior_discovered_thumbnail.png,dragon_glacialWarrior_undiscovered_thumbnail.png,dragonThumbnail_glacialWarrior_discovered.png,dragonThumbnail_glacialWarrior_undiscovered.png,algorDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,123,1,3,82080,,4,50,,garnetEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,114,1,500,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
springSorcererDragon,0,Fae,drg_springRabbit_v1.lvl,sorcerer,Spring Guardian,5,earthElement,One of the hardest dragons to spot. Few believe this dragon actually exists.,Look for the dragon at the breeding grounds,dragon_springRabbit_v1_discovered_thumbnail.png,dragon_springRabbit_undiscovered_thumbnail.png,dragonThumbnail_springRabbit_v1.png,dragonThumbnail_springRabbit_undiscovered.png,springSorcererDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,124,1,3,82080,,4,50,,garnetEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,115,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
springWarriorDragon,0,Sage,drg_springCaribou_v1.lvl,warrior,Forest Stag,5,earthElement,This dragon eats enemies like candy.,Look for the dragon at the breeding grounds,dragon_springCaribou_v1_discovered_thumbnail.png,dragon_springCaribou_v1_undiscovered_thumbnail.png,dragonThumbnail_springCaribou_v1.png,dragonThumbnail_springCaribou_v1_undiscovered.png,springWarriorDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,125,1,3,82080,,4,50,,garnetEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,116,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
demonDragon,0,Abraxxas,drg_demon.lvl,warrior,Demon Dragon,5,fireElement,King of the Demon Dragons,Look for the dragon at the breeding grounds,dragon_demon_discovered_thumbnail.png,dragon_demon_undiscovered_thumbnail.png,dragonThumbnail_demon_discovered.png,dragonThumbnail_demon_undiscovered.png,springDemonDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,126,1,3,82080,,4,50,,garnetEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,117,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
T10C3WFdragon,0,Pyrochis,drg_springOrchid_v1.lvl,warrior,Fire Flower,5,fireElement,Releases an incredibly hot pollen that can melt through steel.,Look for the dragon at the breeding grounds,dragon_springOrchid_v1_discovered_thumbnail.png,dragon_springOrchid_undiscovered_thumbnail.png,dragonThumbnail_springOrchid_v1.png,dragonThumbnail_springOrchid_undiscovered.png,T10C3WFdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,124,12,10,3340465,,10,30,,emeraldEggCurrency,egg_emerald_V1.lvl,0-0,0-0,1,1,0,15,10,115,1,700,0,0,,,,1,,0,
T10C3WWdragon,0,Kyrule,drg_springDandelion_v1.lvl,warrior,Gale Rider,5,windElement,Rides winds with the greatest of ease.,Look for the dragon at the breeding grounds,dragon_springDandelion_v1_discovered_thumbnail.png,dragon_springDandelion_undiscovered_thumbnail.png,dragonThumbnail_springDandelion_v1.png,dragonThumbnail_springDandelion_undiscovered.png,T10C3WWdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,125,12,10,3340465,,10,30,,emeraldEggCurrency,egg_emerald_V2.lvl,0-0,0-0,1,1,0,15,10,116,1,700,0,0,,,,1,,0,
T10C3HEdragon,0,Deci,drg_springHummingbird_v1.lvl,hunter,Humming Dragon,5,earthElement,Attracted to sugar and sweet scents.,Look for the dragon at the breeding grounds,dragon_springHummingbird_v1_discovered_thumbnail.png,dragon_springHummingbird_undiscovered_thumbnail.png,dragonThumbnail_springHummingbird_v1.png,dragonThumbnail_springHummingbird_undiscovered.png,T10C3HEdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,126,12,10,3340465,,10,30,,emeraldEggCurrency,egg_emerald_V3.lvl,0-0,0-0,1,1,0,15,10,117,1,700,0,0,,,,1,,0,
T10C3HFdragon,0,Ferga,drg_springLily_v1.lvl,hunter,Morning Bloom,5,fireElement,Its wings grow and expand under sunlight.,Look for the dragon at the breeding grounds,dragon_springLily_v1_discovered_thumbnail.png,dragon_springLily_undiscovered_thumbnail.png,dragonThumbnail_springLily_v1.png,dragonThumbnail_springLily_undiscovered.png,T10C3HFdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,127,12,10,3340465,,10,30,,emeraldEggCurrency,egg_emerald_V4.lvl,0-0,0-0,1,1,0,15,10,118,1,700,0,0,,,,1,,0,
T10C3SWdragon,0,Kerbos,drg_springMonarch_v1.lvl,sorcerer,Monarch Dragon,5,windElement,Fluttering patterns on its wings can confuse predators.,Look for the dragon at the breeding grounds,dragon_springMonarch_v1_discovered_thumbnail.png,dragon_springMonarch_undiscovered_thumbnail.png,dragonThumbnail_springMonarch_v1.png,dragonThumbnail_springMonarch_undiscovered.png,T10C3SWdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,128,12,10,3340465,,10,30,,emeraldEggCurrency,egg_emerald_V5.lvl,0-0,0-0,1,1,0,15,10,119,1,700,0,0,,,,1,,0,
T10C3SIdragon,0,Slax,drg_springDuck.lvl,sorcerer,River Spirit,5,iceElement,Swims through freshwaters to find its prey.,Look for the dragon at the breeding grounds,dragon_springDuck_discovered_thumbnail.png,dragon_springDuck_undiscovered_thumbnail.png,dragonThumbnail_springDuck.png,dragonThumbnail_springDuck_undiscovered.png,T10C3SIdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,129,12,10,3340465,,10,30,,emeraldEggCurrency,egg_emerald_V6.lvl,0-0,0-0,1,1,0,15,10,120,1,700,0,0,,,,1,,0,
springHunterDragon,0,Aster,drg_springTulip.lvl,hunter,Blooming Drake,5,darkElement,A herald of harvest. Life blooms wherever this drake goes.,Look for the dragon at the breeding grounds,dragon_springTulip_discovered_thumbnail.png,dragon_springTulip_undiscovered_thumbnail.png,dragonThumbnail_springTulip.png,dragonThumbnail_springTulip_undiscovered.png,springHunterDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,130,1,3,82080,,4,50,,emeraldEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,121,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
springMythicDragon,0,Morphos,drg_butterfly_v1.lvl,hunter,Growing Butterfly,6,windElement,Eternally transforming itself into something stronger.,Look for the dragon at the breeding grounds,dragon_butterfly_v1_discovered_thumbnail.png,dragon_butterfly_v1_undiscovered_thumbnail.png,dragonThumbnail_butterfly_v1.png,dragonThumbnail_butterfly_v1_undiscovered.png,springMythicDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,131,1,3,82080,,4,50,,emeraldEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,122,1,500,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
T10C4WDdragon,0,Stormheim,drg_golemDark.lvl,warrior,Sentinel of Ash,6,darkElement,Loves the smell of charred trees.,Look for the dragon at the breeding grounds,dragon_golemDark_discovered_thumbnail.png,dragon_golemDark_undiscovered_thumbnail.png,dragonThumbnail_golemDark_discovered.png,dragonThumbnail_golemDark_undiscovered.png,T10C4WDdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,132,16,10,3340465,,10,35,,emeraldEggCurrency,egg_emerald_V7.lvl,0-0,0-0,1,1,0,15,10,123,1,1100,0,0,,,,1,,0,
T10C4HEdragon,0,Xenot,drg_golemEarth.lvl,hunter,Sentinel of Nature,6,earthElement,Blends into forests near perfectly.,Look for the dragon at the breeding grounds,dragon_golemEarth_discovered_thumbnail.png,dragon_golemEarth_undiscovered_thumbnail.png,dragonThumbnail_golemEarth_discovered.png,dragonThumbnail_golemEarth_undiscovered.png,T10C4HEdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,133,16,10,3340465,,10,35,,emeraldEggCurrency,egg_emerald_V8.lvl,0-0,0-0,1,1,0,15,10,124,1,1100,0,0,,,,1,,0,
T10C4SEdragon,0,Nier,drg_golemWater.lvl,sorcerer,Sentinel of Mists,6,earthElement,An eerie mist heralds this dragon's arrival.,Look for the dragon at the breeding grounds,dragon_golemWater_discovered_thumbnail.png,dragon_golemWater_undiscovered_thumbnail.png,dragonThumbnail_golemWater_discovered.png,dragonThumbnail_golemWater_undiscovered.png,T10C4SEdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,134,16,10,3340465,,10,35,,emeraldEggCurrency,egg_emerald_V9.lvl,0-0,0-0,1,1,0,15,10,125,1,1100,0,0,,,,1,,0,
T11C3WFdragon,0,Archimera,drg_cosmic.lvl,warrior,Starlit Dragon,5,fireElement,Power of stars lights the fire.,Look for the dragon at the breeding grounds,dragon_cosmic_discovered_thumbnail.png,dragon_cosmic_undiscovered_thumbnail.png,dragonThumbnail_cosmic_discovered.png,dragonThumbnail_cosmic_undiscovered.png,T11C3WFdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,139,12,11,3340465,,11,30,,obsidianEggCurrency,egg_obsidian_V1.lvl,0-0,0-0,1,1,0,15,11,130,1,700,0,0,,,,1,,0,
T11C3WEdragon,0,Hedran,drg_prism_v1.lvl,warrior,Prism Dragon,5,earthElement,Light bends behind this dragon.,Look for the dragon at the breeding grounds,dragon_prism_v1_discovered_thumbnail.png,dragon_prism_v1_undiscovered_thumbnail.png,dragonThumbnail_prism_v1_discovered.png,dragonThumbnail_prism_undiscovered.png,T11C3WEdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,140,12,11,3340465,,11,30,,obsidianEggCurrency,egg_obsidian_V2.lvl,0-0,0-0,1,1,0,15,11,131,1,700,0,0,,,,1,,0,
T11C3HWdragon,0,Noctua,drg_owl_v1.lvl,hunter,Night Owl,5,windElement,Silent prey of the night starts to hunt again.,Look for the dragon at the breeding grounds,dragon_owl_v1_discovered_thumbnail.png,dragon_owl_undiscovered_thumbnail.png,dragonThumbnail_owl_v1_discovered.png,dragonThumbnail_owl_v1_undiscovered.png,T11C3HWdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,141,12,11,3340465,,11,30,,obsidianEggCurrency,egg_obsidian_V3.lvl,0-0,0-0,1,1,0,15,11,132,1,700,0,0,,,,1,,0,
T11C3HFdragon,0,Lumina,drg_chroma.lvl,hunter,Chroma Drake,5,fireElement,Absorbs and reflects color of the surrounding.,Look for the dragon at the breeding grounds,dragon_chroma_discovered_thumbnail.png,dragon_chroma_undiscovered_thumbnail.png,dragonThumbnail_chroma_discovered.png,dragonThumbnail_chroma_undiscovered.png,T11C3HFdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,142,12,11,3340465,,11,30,,obsidianEggCurrency,egg_obsidian_V4.lvl,0-0,0-0,1,1,0,15,11,133,1,700,0,0,,,,1,,0,
T11C3SIdragon,0,Marianas,drg_abyssalAngler.lvl,sorcerer,Abyssal Eel,5,iceElement,"Woke up from sleep, underneath frozen sea.",Look for the dragon at the breeding grounds,dragon_abyssalAngler_discovered_thumbnail.png,dragon_abyssalAngler_undiscovered_thumbnail.png,dragonThumbnail_abyssalAngler_discovered.png,dragonThumbnail_abyssalAngler_undiscovered.png,T11C3SIdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,143,12,11,3340465,,11,30,,obsidianEggCurrency,egg_obsidian_V5.lvl,0-0,0-0,1,1,0,15,11,134,1,700,0,0,,,,1,,0,
T11C3SDdragon,0,Wraith,drg_undead_wraith_v1.lvl,sorcerer,Haunting Shadow,5,darkElement,Pitch black nightmare with wings.,Look for the dragon at the breeding grounds,dragon_undead_wraith_v1_discovered_thumbnail.png,dragon_undead_wraith_undiscovered_thumbnail.png,dragonThumbnail_undead_wraith_v1_discovered.png,dragonThumbnail_undead_wraith_v1_undiscovered.png,T11C3SDdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,144,12,11,3340465,,11,30,,obsidianEggCurrency,egg_obsidian_V6.lvl,0-0,0-0,1,1,0,15,11,135,1,700,0,0,,,,1,,0,
T11C4WWdragon,0,Girasol,drg_obsidianWarrior.lvl,warrior,Obsidian Beast,6,windElement,Mighty beast that rules the sky.,Look for the dragon at the breeding grounds,dragon_obsidianWarrior_discovered_thumbnail.png,dragon_obsidianWarrior_undiscovered_thumbnail.png,dragonThumbnail_obsidianWarrior_discovered.png,dragonThumbnail_obsidianWarrior_undiscovered.png,T11C4WWdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,145,16,11,3340465,,11,40,,obsidianEggCurrency,egg_obsidian_V7.lvl,0-0,0-0,1,1,0,15,11,136,1,1100,0,0,,,,1,,0,
