identifier,firstDragonIdentifier,secondDragonIdentifier,possibleRawEggDistribution,goldPossibleRawEggDistribution,eggNumber,h
3307,T5C1HIdragon,T5C2WIdragon,deck3307:1,deck3307:1,1,
3308,T5C1HIdragon,T5C2SUdragon,deck3308:1,deck3308:1,1,
3309,T5C1HIdragon,T5C3HFdragon,deck3309:1,deck3309:1,1,
3310,T5C1HIdragon,T5C3WFdragon,deck3310:1,deck3310:1,1,
3311,T5C1HIdragon,T5C3SDdragon,deck3311:1,deck3311:1,1,
3312,T5C1HIdragon,T5C3HUdragon,deck3312:1,deck3312:1,1,
3313,T5C1HIdragon,T5C3WEdragon,deck3313:1,deck3313:1,1,
3314,T5C1HIdragon,T5C3SIdragon,deck3314:1,deck3314:1,1,
3315,T5C1HIdragon,T6C1SIdragon,deck3315:1,deck3315:1,1,
3316,T5C1HIdragon,T6C1WFdragon,deck3316:1,deck3316:1,1,
3317,T5C1HIdragon,T6C1HEdragon,deck3317:1,deck3317:1,1,
3318,T5C1HIdragon,T6C1WDdragon,deck3318:1,deck3318:1,1,
3319,T5C1HIdragon,T6C1WIdragon,deck3319:1,deck3319:1,1,
3320,T5C1HIdragon,T6C1SFdragon,deck3320:1,deck3320:1,1,
3321,T5C1HIdragon,T6C2HUdragon,deck3321:1,deck3321:1,1,
3322,T5C1HIdragon,T6C3HUdragon,deck3322:1,deck3322:1,1,
3323,T5C1HIdragon,T6C3WFdragon,deck3323:1,deck3323:1,1,
3324,T5C1HIdragon,T6C3SDdragon,deck3324:1,deck3324:1,1,
3325,T5C1HIdragon,T6C3SEdragon,deck3325:1,deck3325:1,1,
3326,T5C1HIdragon,T7C1WDdragon,deck3326:1,deck3326:1,1,
3327,T5C1HIdragon,T7C1SIdragon,deck3327:1,deck3327:1,1,
3328,T5C1HIdragon,T7C1HFdragon,deck3328:1,deck3328:1,1,
3329,T5C1HIdragon,T7C2WIdragon,deck3329:1,deck3329:1,1,
3330,T5C1HIdragon,T7C2SEdragon,deck3330:1,deck3330:1,1,
3331,T5C1HIdragon,T7C2HFdragon,deck3331:1,deck3331:1,1,
3332,T5C1HIdragon,T7C2HDdragon,deck3332:1,deck3332:1,1,
3333,T5C1HIdragon,T7C3WEdragon,deck3333:1,deck3333:1,1,
3334,T5C1HIdragon,T7C3SFdragon,deck3334:1,deck3334:1,1,
3335,T5C1HIdragon,T7C3SIdragon,deck3335:1,deck3335:1,1,
3336,T5C1HIdragon,T7C3WIdragon,deck3336:1,deck3336:1,1,
3337,T5C1HIdragon,T7C3HDdragon,deck3337:1,deck3337:1,1,
3338,T5C2SEdragon,T5C2HDdragon,deck3338:1,deck3338:1,1,
3339,T5C2SEdragon,T5C2WIdragon,deck3339:1,deck3339:1,1,
3340,T5C2SEdragon,T5C2SUdragon,deck3340:1,deck3340:1,1,
3341,T5C2SEdragon,T5C3HFdragon,deck3341:1,deck3341:1,1,
3342,T5C2SEdragon,T5C3WFdragon,deck3342:1,deck3342:1,1,
3343,T5C2SEdragon,T5C3SDdragon,deck3343:1,deck3343:1,1,
3344,T5C2SEdragon,T5C3HUdragon,deck3344:1,deck3344:1,1,
3345,T5C2SEdragon,T5C3WEdragon,deck3345:1,deck3345:1,1,
3346,T5C2SEdragon,T5C3SIdragon,deck3346:1,deck3346:1,1,
3347,T5C2SEdragon,T6C1SIdragon,deck3347:1,deck3347:1,1,
3348,T5C2SEdragon,T6C1WFdragon,deck3348:1,deck3348:1,1,
3349,T5C2SEdragon,T6C1HEdragon,deck3349:1,deck3349:1,1,
3350,T5C2SEdragon,T6C1WDdragon,deck3350:1,deck3350:1,1,
3351,T5C2SEdragon,T6C1WIdragon,deck3351:1,deck3351:1,1,
3352,T5C2SEdragon,T6C1SFdragon,deck3352:1,deck3352:1,1,
3353,T5C2SEdragon,T6C2HUdragon,deck3353:1,deck3353:1,1,
3354,T5C2SEdragon,T6C3HIdragon,deck3354:1,deck3354:1,1,
3355,T5C2SEdragon,T6C3HUdragon,deck3355:1,deck3355:1,1,
3356,T5C2SEdragon,T6C3WFdragon,deck3356:1,deck3356:1,1,
3357,T5C2SEdragon,T6C3SDdragon,deck3357:1,deck3357:1,1,
3358,T5C2SEdragon,T6C3SEdragon,deck3358:1,deck3358:1,1,
3359,T5C2SEdragon,T7C1WDdragon,deck3359:1,deck3359:1,1,
3360,T5C2SEdragon,T7C1SIdragon,deck3360:1,deck3360:1,1,
3361,T5C2SEdragon,T7C1HFdragon,deck3361:1,deck3361:1,1,
3362,T5C2SEdragon,T7C2WIdragon,deck3362:1,deck3362:1,1,
3363,T5C2SEdragon,T7C2SEdragon,deck3363:1,deck3363:1,1,
3364,T5C2SEdragon,T7C2HFdragon,deck3364:1,deck3364:1,1,
3365,T5C2SEdragon,T7C2HDdragon,deck3365:1,deck3365:1,1,
3366,T5C2SEdragon,T7C3WEdragon,deck3366:1,deck3366:1,1,
3367,T5C2SEdragon,T7C3SFdragon,deck3367:1,deck3367:1,1,
3368,T5C2SEdragon,T7C3SIdragon,deck3368:1,deck3368:1,1,
3369,T5C2SEdragon,T7C3WIdragon,deck3369:1,deck3369:1,1,
3370,T5C2SEdragon,T7C3HDdragon,deck3370:1,deck3370:1,1,
3371,T5C2HDdragon,T5C2WIdragon,deck3371:1,deck3371:1,1,
3372,T5C2HDdragon,T5C2SUdragon,deck3372:1,deck3372:1,1,
3373,T5C2HDdragon,T5C3HFdragon,deck3373:1,deck3373:1,1,
3374,T5C2HDdragon,T5C3WFdragon,deck3374:1,deck3374:1,1,
3375,T5C2HDdragon,T5C3SDdragon,deck3375:1,deck3375:1,1,
3376,T5C2HDdragon,T5C3HUdragon,deck3376:1,deck3376:1,1,
3377,T5C2HDdragon,T5C3WEdragon,deck3377:1,deck3377:1,1,
3378,T5C2HDdragon,T5C3SIdragon,deck3378:1,deck3378:1,1,
3379,T5C2HDdragon,T6C1SIdragon,deck3379:1,deck3379:1,1,
3380,T5C2HDdragon,T6C1WFdragon,deck3380:1,deck3380:1,1,
3381,T5C2HDdragon,T6C1HEdragon,deck3381:1,deck3381:1,1,
3382,T5C2HDdragon,T6C1WDdragon,deck3382:1,deck3382:1,1,
3383,T5C2HDdragon,T6C1WIdragon,deck3383:1,deck3383:1,1,
3384,T5C2HDdragon,T6C1SFdragon,deck3384:1,deck3384:1,1,
3385,T5C2HDdragon,T6C2HUdragon,deck3385:1,deck3385:1,1,
3386,T5C2HDdragon,T6C3HIdragon,deck3386:1,deck3386:1,1,
3387,T5C2HDdragon,T6C3HUdragon,deck3387:1,deck3387:1,1,
3388,T5C2HDdragon,T6C3WFdragon,deck3388:1,deck3388:1,1,
3389,T5C2HDdragon,T6C3SDdragon,deck3389:1,deck3389:1,1,
3390,T5C2HDdragon,T6C3SEdragon,deck3390:1,deck3390:1,1,
3391,T5C2HDdragon,T7C1WDdragon,deck3391:1,deck3391:1,1,
3392,T5C2HDdragon,T7C1SIdragon,deck3392:1,deck3392:1,1,
3393,T5C2HDdragon,T7C1HFdragon,deck3393:1,deck3393:1,1,
3394,T5C2HDdragon,T7C2WIdragon,deck3394:1,deck3394:1,1,
3395,T5C2HDdragon,T7C2SEdragon,deck3395:1,deck3395:1,1,
3396,T5C2HDdragon,T7C2HFdragon,deck3396:1,deck3396:1,1,
3397,T5C2HDdragon,T7C3WEdragon,deck3397:1,deck3397:1,1,
3398,T5C2HDdragon,T7C3SFdragon,deck3398:1,deck3398:1,1,
3399,T5C2HDdragon,T7C3SIdragon,deck3399:1,deck3399:1,1,
3400,T5C2HDdragon,T7C3WIdragon,deck3400:1,deck3400:1,1,
3401,T5C2WIdragon,T5C2SUdragon,deck3401:1,deck3401:1,1,
3402,T5C2WIdragon,T5C3HFdragon,deck3402:1,deck3402:1,1,
3403,T5C2WIdragon,T5C3WFdragon,deck3403:1,deck3403:1,1,
3404,T5C2WIdragon,T5C3SDdragon,deck3404:1,deck3404:1,1,
3405,T5C2WIdragon,T5C3HUdragon,deck3405:1,deck3405:1,1,
3406,T5C2WIdragon,T5C3WEdragon,deck3406:1,deck3406:1,1,
3407,T5C2WIdragon,T5C3SIdragon,deck3407:1,deck3407:1,1,
3408,T5C2WIdragon,T6C1SIdragon,deck3408:1,deck3408:1,1,
3409,T5C2WIdragon,T6C1WFdragon,deck3409:1,deck3409:1,1,
3410,T5C2WIdragon,T6C1HEdragon,deck3410:1,deck3410:1,1,
3411,T5C2WIdragon,T6C1WDdragon,deck3411:1,deck3411:1,1,
3412,T5C2WIdragon,T6C1WIdragon,deck3412:1,deck3412:1,1,
3413,T5C2WIdragon,T6C1SFdragon,deck3413:1,deck3413:1,1,
3414,T5C2WIdragon,T6C2HUdragon,deck3414:1,deck3414:1,1,
3415,T5C2WIdragon,T6C3HIdragon,deck3415:1,deck3415:1,1,
3416,T5C2WIdragon,T6C3HUdragon,deck3416:1,deck3416:1,1,
3417,T5C2WIdragon,T6C3WFdragon,deck3417:1,deck3417:1,1,
3418,T5C2WIdragon,T6C3SDdragon,deck3418:1,deck3418:1,1,
3419,T5C2WIdragon,T6C3SEdragon,deck3419:1,deck3419:1,1,
3420,T5C2WIdragon,T7C1WDdragon,deck3420:1,deck3420:1,1,
3421,T5C2WIdragon,T7C1SIdragon,deck3421:1,deck3421:1,1,
3422,T5C2WIdragon,T7C1HFdragon,deck3422:1,deck3422:1,1,
3423,T5C2WIdragon,T7C2WIdragon,deck3423:1,deck3423:1,1,
3424,T5C2WIdragon,T7C2SEdragon,deck3424:1,deck3424:1,1,
3425,T5C2WIdragon,T7C2HFdragon,deck3425:1,deck3425:1,1,
3426,T5C2WIdragon,T7C2HDdragon,deck3426:1,deck3426:1,1,
3427,T5C2WIdragon,T7C3WEdragon,deck3427:1,deck3427:1,1,
3428,T5C2WIdragon,T7C3SFdragon,deck3428:1,deck3428:1,1,
3429,T5C2WIdragon,T7C3SIdragon,deck3429:1,deck3429:1,1,
3430,T5C2WIdragon,T7C3WIdragon,deck3430:1,deck3430:1,1,
3431,T5C2WIdragon,T7C3HDdragon,deck3431:1,deck3431:1,1,
3432,T5C2SUdragon,T5C3HFdragon,deck3432:1,deck3432:1,1,
3433,T5C2SUdragon,T5C3WFdragon,deck3433:1,deck3433:1,1,
3434,T5C2SUdragon,T5C3SDdragon,deck3434:1,deck3434:1,1,
3435,T5C2SUdragon,T5C3HUdragon,deck3435:1,deck3435:1,1,
3436,T5C2SUdragon,T5C3WEdragon,deck3436:1,deck3436:1,1,
3437,T5C2SUdragon,T5C3SIdragon,deck3437:1,deck3437:1,1,
3438,T5C2SUdragon,T6C1SIdragon,deck3438:1,deck3438:1,1,
3439,T5C2SUdragon,T6C1WFdragon,deck3439:1,deck3439:1,1,
3440,T5C2SUdragon,T6C1HEdragon,deck3440:1,deck3440:1,1,
3441,T5C2SUdragon,T6C1WDdragon,deck3441:1,deck3441:1,1,
3442,T5C2SUdragon,T6C1WIdragon,deck3442:1,deck3442:1,1,
3443,T5C2SUdragon,T6C1SFdragon,deck3443:1,deck3443:1,1,
3444,T5C2SUdragon,T6C2HUdragon,deck3444:1,deck3444:1,1,
3445,T5C2SUdragon,T6C3HIdragon,deck3445:1,deck3445:1,1,
3446,T5C2SUdragon,T6C3HUdragon,deck3446:1,deck3446:1,1,
3447,T5C2SUdragon,T6C3WFdragon,deck3447:1,deck3447:1,1,
3448,T5C2SUdragon,T6C3SDdragon,deck3448:1,deck3448:1,1,
3449,T5C2SUdragon,T6C3SEdragon,deck3449:1,deck3449:1,1,
3450,T5C2SUdragon,T7C1WDdragon,deck3450:1,deck3450:1,1,
3451,T5C2SUdragon,T7C1SIdragon,deck3451:1,deck3451:1,1,
3452,T5C2SUdragon,T7C1HFdragon,deck3452:1,deck3452:1,1,
3453,T5C2SUdragon,T7C2WIdragon,deck3453:1,deck3453:1,1,
3454,T5C2SUdragon,T7C2SEdragon,deck3454:1,deck3454:1,1,
3455,T5C2SUdragon,T7C2HFdragon,deck3455:1,deck3455:1,1,
3456,T5C2SUdragon,T7C2HDdragon,deck3456:1,deck3456:1,1,
3457,T5C2SUdragon,T7C3WEdragon,deck3457:1,deck3457:1,1,
3458,T5C2SUdragon,T7C3SFdragon,deck3458:1,deck3458:1,1,
3459,T5C2SUdragon,T7C3SIdragon,deck3459:1,deck3459:1,1,
3460,T5C2SUdragon,T7C3WIdragon,deck3460:1,deck3460:1,1,
3461,T5C2SUdragon,T7C3HDdragon,deck3461:1,deck3461:1,1,
3462,T5C3HFdragon,T5C3WFdragon,deck3462:1,deck3462:1,1,
3463,T5C3HFdragon,T5C3SDdragon,deck3463:1,deck3463:1,1,
3464,T5C3HFdragon,T5C3HUdragon,deck3464:1,deck3464:1,1,
3465,T5C3HFdragon,T5C3WEdragon,deck3465:1,deck3465:1,1,
3466,T5C3HFdragon,T5C3SIdragon,deck3466:1,deck3466:1,1,
3467,T5C3HFdragon,T6C1SIdragon,deck3467:1,deck3467:1,1,
3468,T5C3HFdragon,T6C1WFdragon,deck3468:1,deck3468:1,1,
3469,T5C3HFdragon,T6C1HEdragon,deck3469:1,deck3469:1,1,
3470,T5C3HFdragon,T6C1WDdragon,deck3470:1,deck3470:1,1,
3471,T5C3HFdragon,T6C1WIdragon,deck3471:1,deck3471:1,1,
3472,T5C3HFdragon,T6C1SFdragon,deck3472:1,deck3472:1,1,
3473,T5C3HFdragon,T6C2HUdragon,deck3473:1,deck3473:1,1,
3474,T5C3HFdragon,T6C3HIdragon,deck3474:1,deck3474:1,1,
3475,T5C3HFdragon,T6C3HUdragon,deck3475:1,deck3475:1,1,
3476,T5C3HFdragon,T6C3WFdragon,deck3476:1,deck3476:1,1,
3477,T5C3HFdragon,T6C3SDdragon,deck3477:1,deck3477:1,1,
3478,T5C3HFdragon,T6C3SEdragon,deck3478:1,deck3478:1,1,
3479,T5C3HFdragon,T7C1WDdragon,deck3479:1,deck3479:1,1,
3480,T5C3HFdragon,T7C1SIdragon,deck3480:1,deck3480:1,1,
3481,T5C3HFdragon,T7C1HFdragon,deck3481:1,deck3481:1,1,
3482,T5C3HFdragon,T7C2WIdragon,deck3482:1,deck3482:1,1,
3483,T5C3HFdragon,T7C2SEdragon,deck3483:1,deck3483:1,1,
3484,T5C3HFdragon,T7C2HFdragon,deck3484:1,deck3484:1,1,
3485,T5C3HFdragon,T7C2HDdragon,deck3485:1,deck3485:1,1,
3486,T5C3HFdragon,T7C3WEdragon,deck3486:1,deck3486:1,1,
3487,T5C3HFdragon,T7C3SFdragon,deck3487:1,deck3487:1,1,
3488,T5C3HFdragon,T7C3SIdragon,deck3488:1,deck3488:1,1,
3489,T5C3HFdragon,T7C3WIdragon,deck3489:1,deck3489:1,1,
3490,T5C3HFdragon,T7C3HDdragon,deck3490:1,deck3490:1,1,
3491,T5C3WFdragon,T5C3SDdragon,deck3491:1,deck3491:1,1,
3492,T5C3WFdragon,T5C3HUdragon,deck3492:1,deck3492:1,1,
3493,T5C3WFdragon,T5C3WEdragon,deck3493:1,deck3493:1,1,
3494,T5C3WFdragon,T5C3SIdragon,deck3494:1,deck3494:1,1,
3495,T5C3WFdragon,T6C1SIdragon,deck3495:1,deck3495:1,1,
3496,T5C3WFdragon,T6C1WFdragon,deck3496:1,deck3496:1,1,
3497,T5C3WFdragon,T6C1HEdragon,deck3497:1,deck3497:1,1,
3498,T5C3WFdragon,T6C1WDdragon,deck3498:1,deck3498:1,1,
3499,T5C3WFdragon,T6C1WIdragon,deck3499:1,deck3499:1,1,
3500,T5C3WFdragon,T6C1SFdragon,deck3500:1,deck3500:1,1,
3501,T5C3WFdragon,T6C2HUdragon,deck3501:1,deck3501:1,1,
3502,T5C3WFdragon,T6C3HIdragon,deck3502:1,deck3502:1,1,
3503,T5C3WFdragon,T6C3HUdragon,deck3503:1,deck3503:1,1,
3504,T5C3WFdragon,T6C3WFdragon,deck3504:1,deck3504:1,1,
3505,T5C3WFdragon,T6C3SDdragon,deck3505:1,deck3505:1,1,
3506,T5C3WFdragon,T6C3SEdragon,deck3506:1,deck3506:1,1,
3507,T5C3WFdragon,T7C1WDdragon,deck3507:1,deck3507:1,1,
3508,T5C3WFdragon,T7C1SIdragon,deck3508:1,deck3508:1,1,
3509,T5C3WFdragon,T7C1HFdragon,deck3509:1,deck3509:1,1,
3510,T5C3WFdragon,T7C2WIdragon,deck3510:1,deck3510:1,1,
3511,T5C3WFdragon,T7C2SEdragon,deck3511:1,deck3511:1,1,
3512,T5C3WFdragon,T7C2HFdragon,deck3512:1,deck3512:1,1,
3513,T5C3WFdragon,T7C2HDdragon,deck3513:1,deck3513:1,1,
3514,T5C3WFdragon,T7C3WEdragon,deck3514:1,deck3514:1,1,
3515,T5C3WFdragon,T7C3SFdragon,deck3515:1,deck3515:1,1,
3516,T5C3WFdragon,T7C3SIdragon,deck3516:1,deck3516:1,1,
3517,T5C3WFdragon,T7C3WIdragon,deck3517:1,deck3517:1,1,
3518,T5C3WFdragon,T7C3HDdragon,deck3518:1,deck3518:1,1,
3519,T5C3SDdragon,T5C3HUdragon,deck3519:1,deck3519:1,1,
3520,T5C3SDdragon,T5C3WEdragon,deck3520:1,deck3520:1,1,
3521,T5C3SDdragon,T5C3SIdragon,deck3521:1,deck3521:1,1,
3522,T5C3SDdragon,T6C1SIdragon,deck3522:1,deck3522:1,1,
3523,T5C3SDdragon,T6C1WFdragon,deck3523:1,deck3523:1,1,
3524,T5C3SDdragon,T6C1HEdragon,deck3524:1,deck3524:1,1,
3525,T5C3SDdragon,T6C1WDdragon,deck3525:1,deck3525:1,1,
3526,T5C3SDdragon,T6C1WIdragon,deck3526:1,deck3526:1,1,
3527,T5C3SDdragon,T6C1SFdragon,deck3527:1,deck3527:1,1,
3528,T5C3SDdragon,T6C2HUdragon,deck3528:1,deck3528:1,1,
3529,T5C3SDdragon,T6C3HIdragon,deck3529:1,deck3529:1,1,
3530,T5C3SDdragon,T6C3HUdragon,deck3530:1,deck3530:1,1,
3531,T5C3SDdragon,T6C3WFdragon,deck3531:1,deck3531:1,1,
3532,T5C3SDdragon,T6C3SDdragon,deck3532:1,deck3532:1,1,
3533,T5C3SDdragon,T6C3SEdragon,deck3533:1,deck3533:1,1,
3534,T5C3SDdragon,T7C1WDdragon,deck3534:1,deck3534:1,1,
3535,T5C3SDdragon,T7C1SIdragon,deck3535:1,deck3535:1,1,
3536,T5C3SDdragon,T7C1HFdragon,deck3536:1,deck3536:1,1,
3537,T5C3SDdragon,T7C2WIdragon,deck3537:1,deck3537:1,1,
3538,T5C3SDdragon,T7C2SEdragon,deck3538:1,deck3538:1,1,
3539,T5C3SDdragon,T7C2HFdragon,deck3539:1,deck3539:1,1,
3540,T5C3SDdragon,T7C2HDdragon,deck3540:1,deck3540:1,1,
3541,T5C3SDdragon,T7C3WEdragon,deck3541:1,deck3541:1,1,
3542,T5C3SDdragon,T7C3SFdragon,deck3542:1,deck3542:1,1,
3543,T5C3SDdragon,T7C3SIdragon,deck3543:1,deck3543:1,1,
3544,T5C3SDdragon,T7C3WIdragon,deck3544:1,deck3544:1,1,
3545,T5C3SDdragon,T7C3HDdragon,deck3545:1,deck3545:1,1,
3546,T5C3HUdragon,T5C3WEdragon,deck3546:1,deck3546:1,1,
3547,T5C3HUdragon,T5C3SIdragon,deck3547:1,deck3547:1,1,
3548,T5C3HUdragon,T6C1SIdragon,deck3548:1,deck3548:1,1,
3549,T5C3HUdragon,T6C1WFdragon,deck3549:1,deck3549:1,1,
3550,T5C3HUdragon,T6C1HEdragon,deck3550:1,deck3550:1,1,
3551,T5C3HUdragon,T6C1WDdragon,deck3551:1,deck3551:1,1,
3552,T5C3HUdragon,T6C1WIdragon,deck3552:1,deck3552:1,1,
3553,T5C3HUdragon,T6C1SFdragon,deck3553:1,deck3553:1,1,
3554,T5C3HUdragon,T6C2HUdragon,deck3554:1,deck3554:1,1,
3555,T5C3HUdragon,T6C3HIdragon,deck3555:1,deck3555:1,1,
3556,T5C3HUdragon,T6C3HUdragon,deck3556:1,deck3556:1,1,
3557,T5C3HUdragon,T6C3WFdragon,deck3557:1,deck3557:1,1,
3558,T5C3HUdragon,T6C3SDdragon,deck3558:1,deck3558:1,1,
3559,T5C3HUdragon,T6C3SEdragon,deck3559:1,deck3559:1,1,
3560,T5C3HUdragon,T7C1WDdragon,deck3560:1,deck3560:1,1,
3561,T5C3HUdragon,T7C1SIdragon,deck3561:1,deck3561:1,1,
3562,T5C3HUdragon,T7C1HFdragon,deck3562:1,deck3562:1,1,
3563,T5C3HUdragon,T7C2WIdragon,deck3563:1,deck3563:1,1,
3564,T5C3HUdragon,T7C2SEdragon,deck3564:1,deck3564:1,1,
3565,T5C3HUdragon,T7C2HFdragon,deck3565:1,deck3565:1,1,
3566,T5C3HUdragon,T7C2HDdragon,deck3566:1,deck3566:1,1,
3567,T5C3HUdragon,T7C3WEdragon,deck3567:1,deck3567:1,1,
3568,T5C3HUdragon,T7C3SFdragon,deck3568:1,deck3568:1,1,
3569,T5C3HUdragon,T7C3SIdragon,deck3569:1,deck3569:1,1,
3570,T5C3HUdragon,T7C3WIdragon,deck3570:1,deck3570:1,1,
3571,T5C3HUdragon,T7C3HDdragon,deck3571:1,deck3571:1,1,
3572,T5C3WEdragon,T5C3SIdragon,deck3572:1,deck3572:1,1,
3573,T5C3WEdragon,T6C1SIdragon,deck3573:1,deck3573:1,1,
3574,T5C3WEdragon,T6C1WFdragon,deck3574:1,deck3574:1,1,
3575,T5C3WEdragon,T6C1HEdragon,deck3575:1,deck3575:1,1,
3576,T5C3WEdragon,T6C1WDdragon,deck3576:1,deck3576:1,1,
3577,T5C3WEdragon,T6C1WIdragon,deck3577:1,deck3577:1,1,
3578,T5C3WEdragon,T6C1SFdragon,deck3578:1,deck3578:1,1,
3579,T5C3WEdragon,T6C2HUdragon,deck3579:1,deck3579:1,1,
3580,T5C3WEdragon,T6C3HIdragon,deck3580:1,deck3580:1,1,
3581,T5C3WEdragon,T6C3HUdragon,deck3581:1,deck3581:1,1,
3582,T5C3WEdragon,T6C3WFdragon,deck3582:1,deck3582:1,1,
3583,T5C3WEdragon,T6C3SDdragon,deck3583:1,deck3583:1,1,
3584,T5C3WEdragon,T6C3SEdragon,deck3584:1,deck3584:1,1,
3585,T5C3WEdragon,T7C1WDdragon,deck3585:1,deck3585:1,1,
3586,T5C3WEdragon,T7C1SIdragon,deck3586:1,deck3586:1,1,
3587,T5C3WEdragon,T7C1HFdragon,deck3587:1,deck3587:1,1,
3588,T5C3WEdragon,T7C2WIdragon,deck3588:1,deck3588:1,1,
3589,T5C3WEdragon,T7C2SEdragon,deck3589:1,deck3589:1,1,
3590,T5C3WEdragon,T7C2HFdragon,deck3590:1,deck3590:1,1,
3591,T5C3WEdragon,T7C2HDdragon,deck3591:1,deck3591:1,1,
3592,T5C3WEdragon,T7C3SFdragon,deck3592:1,deck3592:1,1,
3593,T5C3WEdragon,T7C3SIdragon,deck3593:1,deck3593:1,1,
3594,T5C3WEdragon,T7C3WIdragon,deck3594:1,deck3594:1,1,
3595,T5C3WEdragon,T7C3HDdragon,deck3595:1,deck3595:1,1,
3596,T5C3SIdragon,T6C1SIdragon,deck3596:1,deck3596:1,1,
3597,T5C3SIdragon,T6C1WFdragon,deck3597:1,deck3597:1,1,
3598,T5C3SIdragon,T6C1HEdragon,deck3598:1,deck3598:1,1,
3599,T5C3SIdragon,T6C1WDdragon,deck3599:1,deck3599:1,1,
3600,T5C3SIdragon,T6C1WIdragon,deck3600:1,deck3600:1,1,
3601,T5C3SIdragon,T6C1SFdragon,deck3601:1,deck3601:1,1,
3602,T5C3SIdragon,T6C2HUdragon,deck3602:1,deck3602:1,1,
3603,T5C3SIdragon,T6C3HIdragon,deck3603:1,deck3603:1,1,
3604,T5C3SIdragon,T6C3HUdragon,deck3604:1,deck3604:1,1,
3605,T5C3SIdragon,T6C3WFdragon,deck3605:1,deck3605:1,1,
3606,T5C3SIdragon,T6C3SDdragon,deck3606:1,deck3606:1,1,
3607,T5C3SIdragon,T6C3SEdragon,deck3607:1,deck3607:1,1,
3608,T5C3SIdragon,T7C1WDdragon,deck3608:1,deck3608:1,1,
3609,T5C3SIdragon,T7C1SIdragon,deck3609:1,deck3609:1,1,
3610,T5C3SIdragon,T7C1HFdragon,deck3610:1,deck3610:1,1,
3611,T5C3SIdragon,T7C2WIdragon,deck3611:1,deck3611:1,1,
3612,T5C3SIdragon,T7C2SEdragon,deck3612:1,deck3612:1,1,
3613,T5C3SIdragon,T7C2HFdragon,deck3613:1,deck3613:1,1,
3614,T5C3SIdragon,T7C2HDdragon,deck3614:1,deck3614:1,1,
3615,T5C3SIdragon,T7C3WEdragon,deck3615:1,deck3615:1,1,
3616,T5C3SIdragon,T7C3SFdragon,deck3616:1,deck3616:1,1,
3617,T5C3SIdragon,T7C3SIdragon,deck3617:1,deck3617:1,1,
3618,T5C3SIdragon,T7C3WIdragon,deck3618:1,deck3618:1,1,
3619,T5C3SIdragon,T7C3HDdragon,deck3619:1,deck3619:1,1,
3620,T6C1SIdragon,T6C1WFdragon,deck3620:1,deck3620:1,1,
3621,T6C1SIdragon,T6C1HEdragon,deck3621:1,deck3621:1,1,
3622,T6C1SIdragon,T6C1WDdragon,deck3622:1,deck3622:1,1,
3623,T6C1SIdragon,T6C1WIdragon,deck3623:1,deck3623:1,1,
3624,T6C1SIdragon,T6C1SFdragon,deck3624:1,deck3624:1,1,
3625,T6C1SIdragon,T6C2HUdragon,deck3625:1,deck3625:1,1,
3626,T6C1SIdragon,T6C3HIdragon,deck3626:1,deck3626:1,1,
3627,T6C1SIdragon,T6C3HUdragon,deck3627:1,deck3627:1,1,
3628,T6C1SIdragon,T6C3WFdragon,deck3628:1,deck3628:1,1,
3629,T6C1SIdragon,T6C3SDdragon,deck3629:1,deck3629:1,1,
3630,T6C1SIdragon,T6C3SEdragon,deck3630:1,deck3630:1,1,
3631,T6C1SIdragon,T7C1WDdragon,deck3631:1,deck3631:1,1,
3632,T6C1SIdragon,T7C1SIdragon,deck3632:1,deck3632:1,1,
3633,T6C1SIdragon,T7C1HFdragon,deck3633:1,deck3633:1,1,
3634,T6C1SIdragon,T7C2WIdragon,deck3634:1,deck3634:1,1,
3635,T6C1SIdragon,T7C2SEdragon,deck3635:1,deck3635:1,1,
3636,T6C1SIdragon,T7C2HFdragon,deck3636:1,deck3636:1,1,
3637,T6C1SIdragon,T7C2HDdragon,deck3637:1,deck3637:1,1,
3638,T6C1SIdragon,T7C3WEdragon,deck3638:1,deck3638:1,1,
3639,T6C1SIdragon,T7C3SFdragon,deck3639:1,deck3639:1,1,
3640,T6C1SIdragon,T7C3SIdragon,deck3640:1,deck3640:1,1,
3641,T6C1SIdragon,T7C3WIdragon,deck3641:1,deck3641:1,1,
3642,T6C1SIdragon,T7C3HDdragon,deck3642:1,deck3642:1,1,
3643,T6C1WFdragon,T6C1HEdragon,deck3643:1,deck3643:1,1,
3644,T6C1WFdragon,T6C1WDdragon,deck3644:1,deck3644:1,1,
3645,T6C1WFdragon,T6C1WIdragon,deck3645:1,deck3645:1,1,
3646,T6C1WFdragon,T6C1SFdragon,deck3646:1,deck3646:1,1,
3647,T6C1WFdragon,T6C2HUdragon,deck3647:1,deck3647:1,1,
3648,T6C1WFdragon,T6C3HIdragon,deck3648:1,deck3648:1,1,
3649,T6C1WFdragon,T6C3HUdragon,deck3649:1,deck3649:1,1,
3650,T6C1WFdragon,T6C3WFdragon,deck3650:1,deck3650:1,1,
3651,T6C1WFdragon,T6C3SDdragon,deck3651:1,deck3651:1,1,
3652,T6C1WFdragon,T6C3SEdragon,deck3652:1,deck3652:1,1,
3653,T6C1WFdragon,T7C1WDdragon,deck3653:1,deck3653:1,1,
3654,T6C1WFdragon,T7C1SIdragon,deck3654:1,deck3654:1,1,
