identifier,currency,isCurrency,level,conversionRatio,ratioUnit,allowedSwapCategories,h
buyDragonXP_970,buyDragonXP,0,970,241.09,ruby,,
buyDragonXP_971,buyDragonXP,0,971,241.09,ruby,,
buyDragonXP_972,buyDragonXP,0,972,241.09,ruby,,
buyDragonXP_973,buyDragonXP,0,973,241.09,ruby,,
buyDragonXP_974,buyDragonXP,0,974,241.09,ruby,,
buyDragonXP_975,buyDragonXP,0,975,241.09,ruby,,
buyDragonXP_976,buyDragonXP,0,976,241.09,ruby,,
buyDragonXP_977,buyDragonXP,0,977,241.09,ruby,,
buyDragonXP_978,buyDragonXP,0,978,241.09,ruby,,
buyDragonXP_979,buyDragonXP,0,979,241.09,ruby,,
buyDragonXP_980,buyDragonXP,0,980,241.09,ruby,,
buyDragonXP_981,buyDragonXP,0,981,241.09,ruby,,
buyDragonXP_982,buyDragonXP,0,982,241.09,ruby,,
buyDragonXP_983,buyDragonXP,0,983,241.09,ruby,,
buyDragonXP_984,buyDragonXP,0,984,241.09,ruby,,
buyDragonXP_985,buyDragonXP,0,985,241.09,ruby,,
buyDragonXP_986,buyDragonXP,0,986,241.09,ruby,,
buyDragonXP_987,buyDragonXP,0,987,241.09,ruby,,
buyDragonXP_988,buyDragonXP,0,988,241.09,ruby,,
buyDragonXP_989,buyDragonXP,0,989,241.09,ruby,,
buyDragonXP_990,buyDragonXP,0,990,241.09,ruby,,
buyDragonXP_991,buyDragonXP,0,991,241.09,ruby,,
buyDragonXP_992,buyDragonXP,0,992,241.09,ruby,,
buyDragonXP_993,buyDragonXP,0,993,241.09,ruby,,
buyDragonXP_994,buyDragonXP,0,994,241.09,ruby,,
buyDragonXP_995,buyDragonXP,0,995,241.09,ruby,,
buyDragonXP_996,buyDragonXP,0,996,241.09,ruby,,
buyDragonXP_997,buyDragonXP,0,997,241.09,ruby,,
buyDragonXP_998,buyDragonXP,0,998,241.09,ruby,,
buyDragonXP_999,buyDragonXP,0,999,241.09,ruby,,
repairConsumable_1,repairConsumable,0,1,0.0374,ruby,,
attackConsumable_1,attackConsumable,0,1,0.0374,ruby,,
armorConsumable_1,armorConsumable,0,1,0.0374,ruby,,
increaseBuildingAttackConsumable1_1,increaseBuildingAttack1,0,1,0.0299,ruby,,
increaseAttackConsumable1_1,increaseAttack1,0,1,0.0281,ruby,,
increaseHPConsumable1_1,increaseHP1,0,1,0.0281,ruby,,
increaseBuildingHPConsumable1_1,increaseBuildingHP1,0,1,0.0299,ruby,,
aoeSpellConsumable01_1,aoeSpellConsumable01,0,1,0.02,ruby,,
battlecrySpellConsumable01_1,battlecrySpellConsumable01,0,1,0.02,ruby,,
chainLightningSpellConsumable01_1,chainLightningSpellConsumable01,0,1,0.02,ruby,,
chargeShieldSpellConsumable01_1,chargeShieldSpellConsumable01,0,1,0.02,ruby,,
cloakSpellConsumable01_1,cloakSpellConsumable01,0,1,0.02,ruby,,
curePoisonSpellConsumable01_1,curePoisonSpellConsumable01,0,1,0.02,ruby,,
dodgeSpellConsumable01_1,dodgeSpellConsumable01,0,1,0.02,ruby,,
syphonSpellConsumable01_1,syphonSpellConsumable01,0,1,0.02,ruby,,
freezeSpellConsumable01_1,freezeSpellConsumable01,0,1,0.02,ruby,,
frenzySpellConsumable01_1,frenzySpellConsumable01,0,1,0.02,ruby,,
healSpellConsumable01_1,healSpellConsumable01,0,1,0.02,ruby,,
healingmarkSpellConsumable01_1,healingmarkSpellConsumable01,0,1,0.02,ruby,,
hurricaneSpellConsumable01_1,hurricaneSpellConsumable01,0,1,0.02,ruby,,
instantKillSpellConsumable01_1,instantKillSpellConsumable01,0,1,0.02,ruby,,
invertSpellConsumable01_1,invertSpellConsumable01,0,1,0.02,ruby,,
invincibleSpellConsumable01_1,invincibleSpellConsumable01,0,1,0.02,ruby,,
selfDestructSpellConsumable01_1,selfDestructSpellConsumable01,0,1,0.02,ruby,,
lockdownSpellConsumable01_1,lockdownSpellConsumable01,0,1,0.02,ruby,,
shortCircuitSpellConsumable01_1,shortCircuitSpellConsumable01,0,1,0.02,ruby,,
stoneskinSpellConsumable01_1,stoneskinSpellConsumable01,0,1,0.02,ruby,,
summonDragonSpellConsumable01_1,summonDragonSpellConsumable01,0,1,0.02,ruby,,
archerResistAbilityConsumable01_1,archerResistAbilityConsumable01,0,1,0.02,ruby,,
cannonResistAbilityConsumable01_1,cannonResistAbilityConsumable01,0,1,0.02,ruby,,
stormResistAbilityConsumable01_1,stormResistAbilityConsumable01,0,1,0.02,ruby,,
ballistaResistAbilityConsumable01_1,ballistaResistAbilityConsumable01,0,1,0.02,ruby,,
trebuchetResistAbilityConsumable01_1,trebuchetResistAbilityConsumable01,0,1,0.02,ruby,,
lightningResistAbilityConsumable01_1,lightningResistAbilityConsumable01,0,1,0.02,ruby,,
expediteConsumable1_1,expediteConsumable1,0,1,0.1191,ruby,,
expediteConsumable2_1,expediteConsumable2,0,1,0.0321,ruby,,
expediteConsumable3_1,expediteConsumable3,0,1,0.0158,ruby,,
expediteConsumable4_1,expediteConsumable4,0,1,0.0048,ruby,,
healDragonConsumable_1,healDragonConsumable,0,1,0.016667,ruby,,
fullHeal_1,fullHeal,0,1,0.016667,ruby,,
thunderstormSpellConsumable02_1,thunderstormSpellConsumable02,0,1,0.02,ruby,,
intimidatingRoarSpellConsumable01_1,intimidatingRoarSpellConsumable01,0,1,0.02,ruby,,
xpPotion_1,xpPotion,0,1,0.26,ruby,,
xpPotion_2,xpPotion,0,2,0.58,ruby,,
xpPotion_3,xpPotion,0,3,0.75,ruby,,
xpPotion_4,xpPotion,0,4,1.12,ruby,,
xpPotion_5,xpPotion,0,5,1.55,ruby,,
xpPotion_6,xpPotion,0,6,2.49,ruby,,
xpPotion_7,xpPotion,0,7,3.57,ruby,,
xpPotion_8,xpPotion,0,8,4.68,ruby,,
xpPotion_9,xpPotion,0,9,4.68,ruby,,
xpPotion_10,xpPotion,0,10,5.86,ruby,,
xpPotion_11,xpPotion,0,11,6.97,ruby,,
xpPotion_12,xpPotion,0,12,6.97,ruby,,
xpPotion_13,xpPotion,0,13,8.12,ruby,,
xpPotion_14,xpPotion,0,14,9.41,ruby,,
xpPotion_15,xpPotion,0,15,9.41,ruby,,
xpPotion_16,xpPotion,0,16,10.71,ruby,,
xpPotion_17,xpPotion,0,17,10.71,ruby,,
xpPotion_18,xpPotion,0,18,12.16,ruby,,
xpPotion_19,xpPotion,0,19,12.16,ruby,,
xpPotion_20,xpPotion,0,20,13.58,ruby,,
xpPotion_21,xpPotion,0,21,13.58,ruby,,
xpPotion_22,xpPotion,0,22,15.33,ruby,,
xpPotion_23,xpPotion,0,23,15.33,ruby,,
xpPotion_24,xpPotion,0,24,17.05,ruby,,
xpPotion_25,xpPotion,0,25,17.05,ruby,,
xpPotion_26,xpPotion,0,26,19.16,ruby,,
xpPotion_27,xpPotion,0,27,19.16,ruby,,
xpPotion_28,xpPotion,0,28,21.22,ruby,,
xpPotion_29,xpPotion,0,29,21.22,ruby,,
xpPotion_30,xpPotion,0,30,21.22,ruby,,
xpPotion_31,xpPotion,0,31,23.73,ruby,,
xpPotion_32,xpPotion,0,32,23.73,ruby,,
xpPotion_33,xpPotion,0,33,26.18,ruby,,
xpPotion_34,xpPotion,0,34,26.18,ruby,,
xpPotion_35,xpPotion,0,35,26.18,ruby,,
xpPotion_36,xpPotion,0,36,28.67,ruby,,
xpPotion_37,xpPotion,0,37,28.67,ruby,,
xpPotion_38,xpPotion,0,38,31.02,ruby,,
xpPotion_39,xpPotion,0,39,31.02,ruby,,
xpPotion_40,xpPotion,0,40,31.02,ruby,,
xpPotion_41,xpPotion,0,41,33.86,ruby,,
xpPotion_42,xpPotion,0,42,33.86,ruby,,
xpPotion_43,xpPotion,0,43,36.52,ruby,,
xpPotion_44,xpPotion,0,44,36.52,ruby,,
xpPotion_45,xpPotion,0,45,36.52,ruby,,
xpPotion_46,xpPotion,0,46,39.71,ruby,,
xpPotion_47,xpPotion,0,47,39.71,ruby,,
xpPotion_48,xpPotion,0,48,42.71,ruby,,
xpPotion_49,xpPotion,0,49,42.71,ruby,,
xpPotion_50,xpPotion,0,50,42.71,ruby,,
xpPotion_51,xpPotion,0,51,46.33,ruby,,
xpPotion_52,xpPotion,0,52,46.33,ruby,,
xpPotion_53,xpPotion,0,53,49.78,ruby,,
xpPotion_54,xpPotion,0,54,49.78,ruby,,
xpPotion_55,xpPotion,0,55,49.78,ruby,,
xpPotion_56,xpPotion,0,56,53.47,ruby,,
xpPotion_57,xpPotion,0,57,53.47,ruby,,
xpPotion_58,xpPotion,0,58,57.42,ruby,,
xpPotion_59,xpPotion,0,59,57.42,ruby,,
xpPotion_60,xpPotion,0,60,57.42,ruby,,
xpPotion_61,xpPotion,0,61,61.63,ruby,,
xpPotion_62,xpPotion,0,62,61.63,ruby,,
xpPotion_63,xpPotion,0,63,65.59,ruby,,
xpPotion_64,xpPotion,0,64,65.59,ruby,,
xpPotion_65,xpPotion,0,65,65.59,ruby,,
xpPotion_66,xpPotion,0,66,70.37,ruby,,
xpPotion_67,xpPotion,0,67,70.37,ruby,,
xpPotion_68,xpPotion,0,68,75.49,ruby,,
xpPotion_69,xpPotion,0,69,75.49,ruby,,
xpPotion_70,xpPotion,0,70,75.49,ruby,,
xpPotion_71,xpPotion,0,71,80.3,ruby,,
xpPotion_72,xpPotion,0,72,80.3,ruby,,
xpPotion_73,xpPotion,0,73,86.1,ruby,,
xpPotion_74,xpPotion,0,74,86.1,ruby,,
xpPotion_75,xpPotion,0,75,86.1,ruby,,
xpPotion_76,xpPotion,0,76,92.3,ruby,,
xpPotion_77,xpPotion,0,77,92.3,ruby,,
xpPotion_78,xpPotion,0,78,98.16,ruby,,
xpPotion_79,xpPotion,0,79,98.16,ruby,,
xpPotion_80,xpPotion,0,80,98.16,ruby,,
xpPotion_81,xpPotion,0,81,105.18,ruby,,
xpPotion_82,xpPotion,0,82,105.18,ruby,,
xpPotion_83,xpPotion,0,83,112.69,ruby,,
xpPotion_84,xpPotion,0,84,112.69,ruby,,
xpPotion_85,xpPotion,0,85,112.69,ruby,,
xpPotion_86,xpPotion,0,86,119.8,ruby,,
xpPotion_87,xpPotion,0,87,119.8,ruby,,
xpPotion_88,xpPotion,0,88,128.3,ruby,,
xpPotion_89,xpPotion,0,89,128.3,ruby,,
xpPotion_90,xpPotion,0,90,128.3,ruby,,
xpPotion_91,xpPotion,0,91,137.38,ruby,,
xpPotion_92,xpPotion,0,92,137.38,ruby,,
xpPotion_93,xpPotion,0,93,146.01,ruby,,
xpPotion_94,xpPotion,0,94,146.01,ruby,,
xpPotion_95,xpPotion,0,95,146.01,ruby,,
xpPotion_96,xpPotion,0,96,156.29,ruby,,
xpPotion_97,xpPotion,0,97,156.29,ruby,,
xpPotion_98,xpPotion,0,98,167.26,ruby,,
xpPotion_99,xpPotion,0,99,167.26,ruby,,
xpPotion_100,xpPotion,0,100,167.26,ruby,,
xpPotion_101,xpPotion,0,101,177.72,ruby,,
xpPotion_102,xpPotion,0,102,177.72,ruby,,
xpPotion_103,xpPotion,0,103,190.13,ruby,,
xpPotion_104,xpPotion,0,104,190.13,ruby,,
xpPotion_105,xpPotion,0,105,190.13,ruby,,
xpPotion_106,xpPotion,0,106,203.38,ruby,,
xpPotion_107,xpPotion,0,107,203.38,ruby,,
xpPotion_108,xpPotion,0,108,216.05,ruby,,
xpPotion_109,xpPotion,0,109,216.05,ruby,,
xpPotion_110,xpPotion,0,110,216.05,ruby,,
xpPotion_111,xpPotion,0,111,231.03,ruby,,
xpPotion_112,xpPotion,0,112,231.03,ruby,,
xpPotion_113,xpPotion,0,113,247.02,ruby,,
xpPotion_114,xpPotion,0,114,247.02,ruby,,
xpPotion_115,xpPotion,0,115,247.02,ruby,,
xpPotion_116,xpPotion,0,116,262.35,ruby,,
xpPotion_117,xpPotion,0,117,262.35,ruby,,
xpPotion_118,xpPotion,0,118,280.42,ruby,,
xpPotion_119,xpPotion,0,119,280.42,ruby,,
xpPotion_120,xpPotion,0,120,280.42,ruby,,
xpPotion_121,xpPotion,0,121,299.7,ruby,,
xpPotion_122,xpPotion,0,122,299.7,ruby,,
xpPotion_123,xpPotion,0,123,318.23,ruby,,
xpPotion_124,xpPotion,0,124,318.23,ruby,,
xpPotion_125,xpPotion,0,125,318.23,ruby,,
xpPotion_126,xpPotion,0,126,340.02,ruby,,
xpPotion_127,xpPotion,0,127,340.02,ruby,,
xpPotion_128,xpPotion,0,128,363.24,ruby,,
xpPotion_129,xpPotion,0,129,363.24,ruby,,
xpPotion_130,xpPotion,0,130,363.24,ruby,,
xpPotion_131,xpPotion,0,131,385.63,ruby,,
xpPotion_132,xpPotion,0,132,385.63,ruby,,
xpPotion_133,xpPotion,0,133,411.87,ruby,,
xpPotion_134,xpPotion,0,134,411.87,ruby,,
xpPotion_135,xpPotion,0,135,411.87,ruby,,
xpPotion_136,xpPotion,0,136,439.84,ruby,,
xpPotion_137,xpPotion,0,137,439.84,ruby,,
xpPotion_138,xpPotion,0,138,466.86,ruby,,
xpPotion_139,xpPotion,0,139,466.86,ruby,,
xpPotion_140,xpPotion,0,140,466.86,ruby,,
xpPotion_141,xpPotion,0,141,498.46,ruby,,
xpPotion_142,xpPotion,0,142,498.46,ruby,,
xpPotion_143,xpPotion,0,143,532.11,ruby,,
xpPotion_144,xpPotion,0,144,532.11,ruby,,
xpPotion_145,xpPotion,0,145,532.11,ruby,,
xpPotion_146,xpPotion,0,146,564.71,ruby,,
xpPotion_147,xpPotion,0,147,564.71,ruby,,
xpPotion_148,xpPotion,0,148,602.72,ruby,,
xpPotion_149,xpPotion,0,149,618.72,ruby,,
xpPotion_150,xpPotion,0,150,656.99,ruby,,
xpPotion_151,xpPotion,0,151,695.25,ruby,,
xpPotion_152,xpPotion,0,152,733.52,ruby,,
xpPotion_153,xpPotion,0,153,771.78,ruby,,
xpPotion_154,xpPotion,0,154,810.05,ruby,,
xpPotion_155,xpPotion,0,155,834.59,ruby,,
xpPotion_156,xpPotion,0,156,859.13,ruby,,
xpPotion_157,xpPotion,0,157,883.67,ruby,,
xpPotion_158,xpPotion,0,158,908.21,ruby,,
xpPotion_159,xpPotion,0,159,932.75,ruby,,
xpPotion_160,xpPotion,0,160,957.29,ruby,,
xpPotion_161,xpPotion,0,161,981.83,ruby,,
xpPotion_162,xpPotion,0,162,1006.37,ruby,,
xpPotion_163,xpPotion,0,163,1030.91,ruby,,
xpPotion_164,xpPotion,0,164,1055.45,ruby,,
xpPotion_165,xpPotion,0,165,1079.99,ruby,,
xpPotion_166,xpPotion,0,166,1104.53,ruby,,
xpPotion_167,xpPotion,0,167,1129.07,ruby,,
xpPotion_168,xpPotion,0,168,1153.61,ruby,,
xpPotion_169,xpPotion,0,169,1178.15,ruby,,
xpPotion_170,xpPotion,0,170,1202.69,ruby,,
xpPotion_171,xpPotion,0,171,1227.23,ruby,,
xpPotion_172,xpPotion,0,172,1251.77,ruby,,
xpPotion_173,xpPotion,0,173,1276.31,ruby,,
xpPotion_174,xpPotion,0,174,1300.85,ruby,,
xpPotion_175,xpPotion,0,175,1325.39,ruby,,
xpPotion_176,xpPotion,0,176,1349.93,ruby,,
xpPotion_177,xpPotion,0,177,1374.47,ruby,,
xpPotion_178,xpPotion,0,178,1399.01,ruby,,
xpPotion_179,xpPotion,0,179,1423.55,ruby,,
xpPotion_180,xpPotion,0,180,1448.09,ruby,,
xpPotion_181,xpPotion,0,181,1472.63,ruby,,
xpPotion_182,xpPotion,0,182,1497.17,ruby,,
xpPotion_183,xpPotion,0,183,1521.71,ruby,,
xpPotion_184,xpPotion,0,184,1546.25,ruby,,
xpPotion_185,xpPotion,0,185,1570.79,ruby,,
xpPotion_186,xpPotion,0,186,1595.33,ruby,,
xpPotion_187,xpPotion,0,187,1614.23,ruby,,
xpPotion_188,xpPotion,0,188,1633.13,ruby,,
xpPotion_189,xpPotion,0,189,1652.03,ruby,,
xpPotion_190,xpPotion,0,190,1670.93,ruby,,
xpPotion_191,xpPotion,0,191,1689.83,ruby,,
xpPotion_192,xpPotion,0,192,1708.73,ruby,,
xpPotion_193,xpPotion,0,193,1727.63,ruby,,
xpPotion_194,xpPotion,0,194,1746.53,ruby,,
xpPotion_195,xpPotion,0,195,1765.43,ruby,,
xpPotion_196,xpPotion,0,196,1784.33,ruby,,
xpPotion_197,xpPotion,0,197,1803.23,ruby,,
xpPotion_198,xpPotion,0,198,1822.13,ruby,,
xpPotion_199,xpPotion,0,199,1841.03,ruby,,
xpPotion_200,xpPotion,0,200,1859.93,ruby,,
xpPotion_201,xpPotion,0,201,1878.83,ruby,,
xpPotion_202,xpPotion,0,202,1897.73,ruby,,
xpPotion_203,xpPotion,0,203,1916.63,ruby,,
xpPotion_204,xpPotion,0,204,1935.53,ruby,,
xpPotion_205,xpPotion,0,205,1954.43,ruby,,
xpPotion_206,xpPotion,0,206,1973.33,ruby,,
xpPotion_207,xpPotion,0,207,1992.23,ruby,,
xpPotion_208,xpPotion,0,208,2011.13,ruby,,
xpPotion_209,xpPotion,0,209,2011.13,ruby,,
xpPotion_210,xpPotion,0,210,2011.13,ruby,,
xpPotion_211,xpPotion,0,211,2011.13,ruby,,
xpPotion_212,xpPotion,0,212,2011.13,ruby,,
xpPotion_213,xpPotion,0,213,2011.13,ruby,,
xpPotion_214,xpPotion,0,214,2011.13,ruby,,
xpPotion_215,xpPotion,0,215,2011.13,ruby,,
xpPotion_216,xpPotion,0,216,2011.13,ruby,,
xpPotion_217,xpPotion,0,217,2011.13,ruby,,
xpPotion_218,xpPotion,0,218,2011.13,ruby,,
xpPotion_219,xpPotion,0,219,2011.13,ruby,,
xpPotion_220,xpPotion,0,220,2011.13,ruby,,
xpPotion_221,xpPotion,0,221,2011.13,ruby,,
xpPotion_222,xpPotion,0,222,2011.13,ruby,,
xpPotion_223,xpPotion,0,223,2011.13,ruby,,
xpPotion_224,xpPotion,0,224,2011.13,ruby,,
xpPotion_225,xpPotion,0,225,2011.13,ruby,,
xpPotion_226,xpPotion,0,226,2011.13,ruby,,
xpPotion_227,xpPotion,0,227,2011.13,ruby,,
xpPotion_228,xpPotion,0,228,2011.13,ruby,,
xpPotion_229,xpPotion,0,229,2011.13,ruby,,
xpPotion_230,xpPotion,0,230,2011.13,ruby,,
xpPotion_231,xpPotion,0,231,2011.13,ruby,,
xpPotion_232,xpPotion,0,232,2011.13,ruby,,
xpPotion_233,xpPotion,0,233,2011.13,ruby,,
xpPotion_234,xpPotion,0,234,2011.13,ruby,,
xpPotion_235,xpPotion,0,235,2011.13,ruby,,
xpPotion_236,xpPotion,0,236,2011.13,ruby,,
xpPotion_237,xpPotion,0,237,2011.13,ruby,,
xpPotion_238,xpPotion,0,238,2011.13,ruby,,
xpPotion_239,xpPotion,0,239,2011.13,ruby,,
xpPotion_240,xpPotion,0,240,2011.13,ruby,,
xpPotion_241,xpPotion,0,241,2011.13,ruby,,
xpPotion_242,xpPotion,0,242,2011.13,ruby,,
xpPotion_243,xpPotion,0,243,2011.13,ruby,,
xpPotion_244,xpPotion,0,244,2011.13,ruby,,
xpPotion_245,xpPotion,0,245,2011.13,ruby,,
xpPotion_246,xpPotion,0,246,2011.13,ruby,,
xpPotion_247,xpPotion,0,247,2011.13,ruby,,
xpPotion_248,xpPotion,0,248,2011.13,ruby,,
xpPotion_249,xpPotion,0,249,2011.13,ruby,,
xpPotion_250,xpPotion,0,250,2011.13,ruby,,
xpPotion_251,xpPotion,0,251,2011.13,ruby,,
xpPotion_252,xpPotion,0,252,2011.13,ruby,,
xpPotion_253,xpPotion,0,253,2011.13,ruby,,
xpPotion_254,xpPotion,0,254,2011.13,ruby,,
xpPotion_255,xpPotion,0,255,2011.13,ruby,,
xpPotion_256,xpPotion,0,256,2011.13,ruby,,
xpPotion_257,xpPotion,0,257,2011.13,ruby,,
xpPotion_258,xpPotion,0,258,2011.13,ruby,,
xpPotion_259,xpPotion,0,259,2011.13,ruby,,
xpPotion_260,xpPotion,0,260,2011.13,ruby,,
xpPotion_261,xpPotion,0,261,2011.13,ruby,,
xpPotion_262,xpPotion,0,262,2011.13,ruby,,
xpPotion_263,xpPotion,0,263,2011.13,ruby,,
xpPotion_264,xpPotion,0,264,2011.13,ruby,,
xpPotion_265,xpPotion,0,265,2011.13,ruby,,
xpPotion_266,xpPotion,0,266,2011.13,ruby,,
xpPotion_267,xpPotion,0,267,2011.13,ruby,,
xpPotion_268,xpPotion,0,268,2011.13,ruby,,
xpPotion_269,xpPotion,0,269,2011.13,ruby,,
xpPotion_270,xpPotion,0,270,2011.13,ruby,,
xpPotion_271,xpPotion,0,271,2011.13,ruby,,
xpPotion_272,xpPotion,0,272,2011.13,ruby,,
xpPotion_273,xpPotion,0,273,2011.13,ruby,,
xpPotion_274,xpPotion,0,274,2011.13,ruby,,
xpPotion_275,xpPotion,0,275,2011.13,ruby,,
xpPotion_276,xpPotion,0,276,2011.13,ruby,,
xpPotion_277,xpPotion,0,277,2011.13,ruby,,
xpPotion_278,xpPotion,0,278,2011.13,ruby,,
xpPotion_279,xpPotion,0,279,2011.13,ruby,,
xpPotion_280,xpPotion,0,280,2011.13,ruby,,
xpPotion_281,xpPotion,0,281,2011.13,ruby,,
xpPotion_282,xpPotion,0,282,2011.13,ruby,,
xpPotion_283,xpPotion,0,283,2011.13,ruby,,
xpPotion_284,xpPotion,0,284,2011.13,ruby,,
xpPotion_285,xpPotion,0,285,2011.13,ruby,,
xpPotion_286,xpPotion,0,286,2011.13,ruby,,
xpPotion_287,xpPotion,0,287,2011.13,ruby,,
xpPotion_288,xpPotion,0,288,2011.13,ruby,,
xpPotion_289,xpPotion,0,289,2011.13,ruby,,
xpPotion_290,xpPotion,0,290,2011.13,ruby,,
xpPotion_291,xpPotion,0,291,2011.13,ruby,,
xpPotion_292,xpPotion,0,292,2011.13,ruby,,
xpPotion_293,xpPotion,0,293,2011.13,ruby,,
xpPotion_294,xpPotion,0,294,2011.13,ruby,,
xpPotion_295,xpPotion,0,295,2011.13,ruby,,
xpPotion_296,xpPotion,0,296,2011.13,ruby,,
xpPotion_297,xpPotion,0,297,2011.13,ruby,,
xpPotion_298,xpPotion,0,298,2011.13,ruby,,
xpPotion_299,xpPotion,0,299,2011.13,ruby,,
xpPotion_300,xpPotion,0,300,2011.13,ruby,,
xpPotion_301,xpPotion,0,301,2011.13,ruby,,
xpPotion_302,xpPotion,0,302,2011.13,ruby,,
xpPotion_303,xpPotion,0,303,2011.13,ruby,,
xpPotion_304,xpPotion,0,304,2011.13,ruby,,
xpPotion_305,xpPotion,0,305,2011.13,ruby,,
xpPotion_306,xpPotion,0,306,2011.13,ruby,,
xpPotion_307,xpPotion,0,307,2011.13,ruby,,
xpPotion_308,xpPotion,0,308,2011.13,ruby,,
xpPotion_309,xpPotion,0,309,2011.13,ruby,,
xpPotion_310,xpPotion,0,310,2011.13,ruby,,
xpPotion_311,xpPotion,0,311,2011.13,ruby,,
xpPotion_312,xpPotion,0,312,2011.13,ruby,,
xpPotion_313,xpPotion,0,313,2011.13,ruby,,
xpPotion_314,xpPotion,0,314,2011.13,ruby,,
xpPotion_315,xpPotion,0,315,2011.13,ruby,,
xpPotion_316,xpPotion,0,316,2011.13,ruby,,
xpPotion_317,xpPotion,0,317,2011.13,ruby,,
xpPotion_318,xpPotion,0,318,2011.13,ruby,,
xpPotion_319,xpPotion,0,319,2011.13,ruby,,
xpPotion_320,xpPotion,0,320,2011.13,ruby,,
xpPotion_321,xpPotion,0,321,2011.13,ruby,,
xpPotion_322,xpPotion,0,322,2011.13,ruby,,
xpPotion_323,xpPotion,0,323,2011.13,ruby,,
xpPotion_324,xpPotion,0,324,2011.13,ruby,,
xpPotion_325,xpPotion,0,325,2011.13,ruby,,
xpPotion_326,xpPotion,0,326,2011.13,ruby,,
xpPotion_327,xpPotion,0,327,2011.13,ruby,,
xpPotion_328,xpPotion,0,328,2011.13,ruby,,
xpPotion_329,xpPotion,0,329,2011.13,ruby,,
xpPotion_330,xpPotion,0,330,2011.13,ruby,,
xpPotion_331,xpPotion,0,331,2011.13,ruby,,
xpPotion_332,xpPotion,0,332,2011.13,ruby,,
xpPotion_333,xpPotion,0,333,2011.13,ruby,,
xpPotion_334,xpPotion,0,334,2011.13,ruby,,
xpPotion_335,xpPotion,0,335,2011.13,ruby,,
xpPotion_336,xpPotion,0,336,2011.13,ruby,,
xpPotion_337,xpPotion,0,337,2011.13,ruby,,
xpPotion_338,xpPotion,0,338,2011.13,ruby,,
xpPotion_339,xpPotion,0,339,2011.13,ruby,,
xpPotion_340,xpPotion,0,340,2011.13,ruby,,
xpPotion_341,xpPotion,0,341,2011.13,ruby,,
xpPotion_342,xpPotion,0,342,2011.13,ruby,,
xpPotion_343,xpPotion,0,343,2011.13,ruby,,
xpPotion_344,xpPotion,0,344,2011.13,ruby,,
xpPotion_345,xpPotion,0,345,2011.13,ruby,,
xpPotion_346,xpPotion,0,346,2011.13,ruby,,
xpPotion_347,xpPotion,0,347,2011.13,ruby,,
xpPotion_348,xpPotion,0,348,2011.13,ruby,,
xpPotion_349,xpPotion,0,349,2011.13,ruby,,
xpPotion_350,xpPotion,0,350,2011.13,ruby,,
xpPotion_351,xpPotion,0,351,2011.13,ruby,,
xpPotion_352,xpPotion,0,352,2011.13,ruby,,
xpPotion_353,xpPotion,0,353,2011.13,ruby,,
xpPotion_354,xpPotion,0,354,2011.13,ruby,,
xpPotion_355,xpPotion,0,355,2011.13,ruby,,
xpPotion_356,xpPotion,0,356,2011.13,ruby,,
xpPotion_357,xpPotion,0,357,2011.13,ruby,,
xpPotion_358,xpPotion,0,358,2011.13,ruby,,
xpPotion_359,xpPotion,0,359,2011.13,ruby,,
xpPotion_360,xpPotion,0,360,2011.13,ruby,,
xpPotion_361,xpPotion,0,361,2011.13,ruby,,
xpPotion_362,xpPotion,0,362,2011.13,ruby,,
xpPotion_363,xpPotion,0,363,2011.13,ruby,,
xpPotion_364,xpPotion,0,364,2011.13,ruby,,
xpPotion_365,xpPotion,0,365,2011.13,ruby,,
xpPotion_366,xpPotion,0,366,2011.13,ruby,,
xpPotion_367,xpPotion,0,367,2011.13,ruby,,
xpPotion_368,xpPotion,0,368,2011.13,ruby,,
xpPotion_369,xpPotion,0,369,2011.13,ruby,,
xpPotion_370,xpPotion,0,370,2011.13,ruby,,
xpPotion_371,xpPotion,0,371,2011.13,ruby,,
xpPotion_372,xpPotion,0,372,2011.13,ruby,,
xpPotion_373,xpPotion,0,373,2011.13,ruby,,
xpPotion_374,xpPotion,0,374,2011.13,ruby,,
xpPotion_375,xpPotion,0,375,2011.13,ruby,,
xpPotion_376,xpPotion,0,376,2011.13,ruby,,
xpPotion_377,xpPotion,0,377,2011.13,ruby,,
xpPotion_378,xpPotion,0,378,2011.13,ruby,,
xpPotion_379,xpPotion,0,379,2011.13,ruby,,
xpPotion_380,xpPotion,0,380,2011.13,ruby,,
xpPotion_381,xpPotion,0,381,2011.13,ruby,,
xpPotion_382,xpPotion,0,382,2011.13,ruby,,
xpPotion_383,xpPotion,0,383,2011.13,ruby,,
xpPotion_384,xpPotion,0,384,2011.13,ruby,,
xpPotion_385,xpPotion,0,385,2011.13,ruby,,
xpPotion_386,xpPotion,0,386,2011.13,ruby,,
xpPotion_387,xpPotion,0,387,2011.13,ruby,,
xpPotion_388,xpPotion,0,388,2011.13,ruby,,
xpPotion_389,xpPotion,0,389,2011.13,ruby,,
xpPotion_390,xpPotion,0,390,2011.13,ruby,,
xpPotion_391,xpPotion,0,391,2011.13,ruby,,
xpPotion_392,xpPotion,0,392,2011.13,ruby,,
xpPotion_393,xpPotion,0,393,2011.13,ruby,,
xpPotion_394,xpPotion,0,394,2011.13,ruby,,
