identifier,displayName,rarityIndex,displayIconFilename,animationVideoFilename,displayThumbnailFilename,headDisplayIconFilename,unlockStaticPortraitAchievement,unlockAnimatedPortraitAchievement,inBundle,h
summer19AnoT1B,Ano (Background),4,img_portrait_sea5_T1_01.png,,img_portrait_sea5_T1_01.png,img_portrait_sea5_T1_02.png,serverOnlyPortraitAnoT1B,,0,
summer19AnoT2A,Ano,4,img_portrait_sea5_noBG_T2_01.png,,img_portrait_sea5_noBG_T2_01.png,img_portrait_sea5_T2_02.png,serverOnlyPortraitAnoT2A,,0,
summer19AnoT2B,Ano (Background),4,img_portrait_sea5_T2_01.png,,img_portrait_sea5_T2_01.png,img_portrait_sea5_T2_02.png,serverOnlyPortraitAnoT2B,,0,
summer19AnoT3A,Ano,4,img_portrait_sea5_noBG_T3_01.png,,img_portrait_sea5_noBG_T3_01.png,img_portrait_sea5_T3_02.png,serverOnlyPortraitAnoT3A,,0,
summer19AnoT3B,Ano (Background),4,img_portrait_sea5_T3_01.png,,img_portrait_sea5_T3_01.png,img_portrait_sea5_T3_02.png,serverOnlyPortraitAnoT3B,,0,
summer19AnoT4,Ano,5,img_portrait_sea5_T3_01.png,animatedportraitsea5_battle.m4v,img_portrait_sea5_T3_01.png,img_portrait_sea5_T3_02.png,,serverOnlyPortraitAnoT4,0,
veteranMaleT1,Veteran Male,4,img_portrait_veteranMale_01.png,,img_portrait_veteranMale_01.png,img_portrait_veteranMale_02.png,serverOnlyPortraitVeteranMaleT1,,0,
veteranFemaleT1,Veteran Female,4,img_portrait_veteranFemale_01.png,,img_portrait_veteranFemale_01.png,img_portrait_veteranFemale_02.png,serverOnlyPortraitVeteranFemaleT1,,0,
fall19VoidPriestessT1A,Void Priestess,4,img_portrait_halloween19_priestess_noBG_T1_01.png,,img_portrait_halloween19_priestess_noBG_T1_01.png,img_portrait_halloween19_priestess_T1_02.png,serverOnlyPortraitVoidPriestessT1A,,0,
fall19VoidPriestessT1B,Void Priestess (Background),4,img_portrait_halloween19_priestess_T1_01.png,,img_portrait_halloween19_priestess_T1_01.png,img_portrait_halloween19_priestess_T1_02.png,serverOnlyPortraitVoidPriestessT1B,,0,
fall19VoidPriestessT2A,Void Priestess,4,img_portrait_halloween19_priestess_noBG_T2_01.png,,img_portrait_halloween19_priestess_noBG_T2_01.png,img_portrait_halloween19_priestess_T2_02.png,serverOnlyPortraitVoidPriestessT2A,,0,
fall19VoidPriestessT2B,Void Priestess (Background),4,img_portrait_halloween19_priestess_T2_01.png,,img_portrait_halloween19_priestess_T2_01.png,img_portrait_halloween19_priestess_T2_02.png,serverOnlyPortraitVoidPriestessT2B,,0,
fall19VoidPriestessT3A,Void Priestess,4,img_portrait_halloween19_priestess_noBG_T3_01.png,,img_portrait_halloween19_priestess_noBG_T3_01.png,img_portrait_halloween19_priestess_T3_02.png,serverOnlyPortraitVoidPriestessT3A,,0,
fall19VoidPriestessT3B,Void Priestess (Background),4,img_portrait_halloween19_priestess_T3_01.png,,img_portrait_halloween19_priestess_T3_01.png,img_portrait_halloween19_priestess_T3_02.png,serverOnlyPortraitVoidPriestessT3B,,0,
fall19VoidPriestessT4,Void Priestess,5,img_portrait_halloween19_priestess_T3_01.png,animatedportraithalloweenPriestess_battle.m4v,img_portrait_halloween19_priestess_T3_01.png,img_portrait_halloween19_priestess_T3_02.png,,serverOnlyPortraitVoidPriestessT4,0,
fall19GustavTheRisenT1A,Gustav the Risen,4,img_portrait_halloween19_gustav_noBG_T1_01.png,,img_portrait_halloween19_gustav_noBG_T1_01.png,img_portrait_halloween19_gustav_T1_02.png,serverOnlyPortraitGustavTheRisenT1A,,0,
fall19GustavTheRisenT1B,Gustav the Risen (Background),4,img_portrait_halloween19_gustav_T1_01.png,,img_portrait_halloween19_gustav_T1_01.png,img_portrait_halloween19_gustav_T1_02.png,serverOnlyPortraitGustavTheRisenT1B,,0,
fall19GustavTheRisenT2A,Gustav the Risen,4,img_portrait_halloween19_gustav_noBG_T2_01.png,,img_portrait_halloween19_gustav_noBG_T2_01.png,img_portrait_halloween19_gustav_T2_02.png,serverOnlyPortraitGustavTheRisenT2A,,0,
fall19GustavTheRisenT2B,Gustav the Risen (Background),4,img_portrait_halloween19_gustav_T2_01.png,,img_portrait_halloween19_gustav_T2_01.png,img_portrait_halloween19_gustav_T2_02.png,serverOnlyPortraitGustavTheRisenT2B,,0,
fall19GustavTheRisenT3A,Gustav the Risen,4,img_portrait_halloween19_gustav_noBG_T3_01.png,,img_portrait_halloween19_gustav_noBG_T3_01.png,img_portrait_halloween19_gustav_T3_02.png,serverOnlyPortraitGustavTheRisenT3A,,0,
fall19GustavTheRisenT3B,Gustav the Risen (Background),4,img_portrait_halloween19_gustav_T3_01.png,,img_portrait_halloween19_gustav_T3_01.png,img_portrait_halloween19_gustav_T3_02.png,serverOnlyPortraitGustavTheRisenT3B,,0,
fall19GustavTheRisenT4,Gustav the Risen,5,img_portrait_halloween19_gustav_T3_01.png,animatedportraithalloweenGustav_battle.m4v,img_portrait_halloween19_gustav_T3_01.png,img_portrait_halloween19_gustav_T3_02.png,,serverOnlyPortraitGustavTheRisenT4,0,
fall19ReginaldT1A,Reginald,4,img_portrait_halloween19_investigator_noBG_T1_01.png,,img_portrait_halloween19_investigator_noBG_T1_01.png,img_portrait_halloween19_investigator_T1_02.png,serverOnlyPortraitReginaldT1A,,0,
fall19ReginaldT1B,Reginald,4,img_portrait_halloween19_investigator_T1_01.png,,img_portrait_halloween19_investigator_T1_01.png,img_portrait_halloween19_investigator_T1_02.png,serverOnlyPortraitReginaldT1B,,0,
fall19ReginaldT2A,Reginald,4,img_portrait_halloween19_investigator_noBG_T2_01.png,,img_portrait_halloween19_investigator_noBG_T2_01.png,img_portrait_halloween19_investigator_T2_02.png,serverOnlyPortraitReginaldT2A,,0,
fall19ReginaldT2B,Reginald,4,img_portrait_halloween19_investigator_T2_01.png,,img_portrait_halloween19_investigator_T2_01.png,img_portrait_halloween19_investigator_T2_02.png,serverOnlyPortraitReginaldT2B,,0,
fall19ReginaldT3A,Reginald,4,img_portrait_halloween19_investigator_noBG_T3_01.png,,img_portrait_halloween19_investigator_noBG_T3_01.png,img_portrait_halloween19_investigator_T3_02.png,serverOnlyPortraitReginaldT3A,,0,
fall19ReginaldT3B,Reginald,4,img_portrait_halloween19_investigator_T3_01.png,,img_portrait_halloween19_investigator_T3_01.png,img_portrait_halloween19_investigator_T3_02.png,serverOnlyPortraitReginaldT3B,,0,
fall19ReginaldT4,Reginald,5,img_portrait_halloween19_investigator_T3_01.png,animatedportraithalloweenInvestigator_battle.m4v,img_portrait_halloween19_investigator_T3_01.png,img_portrait_halloween19_investigator_T3_02.png,,serverOnlyPortraitReginaldT4,0,
fall19VampireHunterT1A,Vampire Hunter,4,img_portrait_halloween19_hunter_noBG_T1_01.png,,img_portrait_halloween19_hunter_noBG_T1_01.png,img_portrait_halloween19_hunter_T1_02.png,serverOnlyPortraitVampireHunterT1A,,0,
fall19VampireHunterT1B,Vampire Hunter,4,img_portrait_halloween19_hunter_T1_01.png,,img_portrait_halloween19_hunter_T1_01.png,img_portrait_halloween19_hunter_T1_02.png,serverOnlyPortraitVampireHunterT1B,,0,
fall19VampireHunterT2A,Vampire Hunter,4,img_portrait_halloween19_hunter_noBG_T2_01.png,,img_portrait_halloween19_hunter_noBG_T2_01.png,img_portrait_halloween19_hunter_T2_02.png,serverOnlyPortraitVampireHunterT2A,,0,
fall19VampireHunterT2B,Vampire Hunter,4,img_portrait_halloween19_hunter_T2_01.png,,img_portrait_halloween19_hunter_T2_01.png,img_portrait_halloween19_hunter_T2_02.png,serverOnlyPortraitVampireHunterT2B,,0,
fall19VampireHunterT3A,Vampire Hunter,4,img_portrait_halloween19_hunter_noBG_T3_01.png,,img_portrait_halloween19_hunter_noBG_T3_01.png,img_portrait_halloween19_hunter_T3_02.png,serverOnlyPortraitVampireHunterT3A,,0,
fall19VampireHunterT3B,Vampire Hunter,4,img_portrait_halloween19_hunter_T3_01.png,,img_portrait_halloween19_hunter_T3_01.png,img_portrait_halloween19_hunter_T3_02.png,serverOnlyPortraitVampireHunterT3B,,0,
fall19VampireHunterT4,Vampire Hunter,5,img_portrait_halloween19_hunter_T3_01.png,animatedportraithalloweenHunter_battle.m4v,img_portrait_halloween19_hunter_T3_01.png,img_portrait_halloween19_hunter_T3_02.png,,serverOnlyPortraitVampireHunterT4,0,
fall19VivianT1A,Vivian,4,img_portrait_halloween19_cultist_noBG_T1_01.png,,img_portrait_halloween19_cultist_noBG_T1_01.png,img_portrait_halloween19_cultist_T1_02.png,serverOnlyPortraitVivianT1A,,0,
fall19VivianT1B,Vivian,4,img_portrait_halloween19_cultist_T1_01.png,,img_portrait_halloween19_cultist_T1_01.png,img_portrait_halloween19_cultist_T1_02.png,serverOnlyPortraitVivianT1B,,0,
fall19VivianT2A,Vivian,4,img_portrait_halloween19_cultist_noBG_T2_01.png,,img_portrait_halloween19_cultist_noBG_T2_01.png,img_portrait_halloween19_cultist_T2_02.png,serverOnlyPortraitVivianT2A,,0,
fall19VivianT2B,Vivian,4,img_portrait_halloween19_cultist_T2_01.png,,img_portrait_halloween19_cultist_T2_01.png,img_portrait_halloween19_cultist_T2_02.png,serverOnlyPortraitVivianT2B,,0,
fall19VivianT3A,Vivian,4,img_portrait_halloween19_cultist_noBG_T3_01.png,,img_portrait_halloween19_cultist_noBG_T3_01.png,img_portrait_halloween19_cultist_T3_02.png,serverOnlyPortraitVivianT3A,,0,
fall19VivianT3B,Vivian,4,img_portrait_halloween19_cultist_T3_01.png,,img_portrait_halloween19_cultist_T3_01.png,img_portrait_halloween19_cultist_T3_02.png,serverOnlyPortraitVivianT3B,,0,
fall19VivianT4,Vivian,5,img_portrait_halloween19_cultist_T3_01.png,animatedportraithalloweenCultist_battle.m4v,img_portrait_halloween19_cultist_T3_01.png,img_portrait_halloween19_cultist_T3_02.png,,serverOnlyPortraitVivianT4,0,
fall19NecryxT1,Necryx,4,img_portrait_halloween19_necryx_T1_01.png,,img_portrait_halloween19_necryx_T1_01.png,img_portrait_halloween19_necryx_T1_02.png,serverOnlyPortraitNecryxT1,,0,
fall19NecryxT2,Necryx,4,img_portrait_halloween19_necryx_T2_01.png,,img_portrait_halloween19_necryx_T2_01.png,img_portrait_halloween19_necryx_T2_02.png,serverOnlyPortraitNecryxT2,,0,
fall19NecryxT3,Necryx,4,img_portrait_halloween19_necryx_T3_01.png,,img_portrait_halloween19_necryx_T3_01.png,img_portrait_halloween19_necryx_T3_02.png,serverOnlyPortraitNecryxT3,,0,
dungeonFirstEventCelestialT1,Aonar the Radiant,4,img_portrait_celestialNDE01_01.png,,img_portrait_celestialNDE01_01.png,img_portrait_celestialNDE01_02.png,serverOnlyPortraitAchievementDungeonFirstEventCelestialT1,,0,
dungeonFirstEventCorruptedCelestialT1,Aonar the Blighted,4,img_portrait_celestialNDE02_01.png,,img_portrait_celestialNDE02_01.png,img_portrait_celestialNDE02_02.png,serverOnlyPortraitAchievementDungeonFirstEventCorruptedCelestialT1,,0,
fall19Summit2019FemalePortraitT1,Summit 2019 Female Portrait,4,img_portrait_summit19Female_01.png,,img_portrait_summit19Female_01.png,img_portrait_summit19Female_02.png,serverOnlyPortraitSummit2019FemalePortraitT1,,0,
fall19Summit2019MalePortraitT1,Summit 2019 Male Portrait,4,img_portrait_summit19Male_01.png,,img_portrait_summit19Male_01.png,img_portrait_summit19Male_02.png,serverOnlyPortraitSummit2019MalePortraitT1,,0,
winter20DragonTamerT1A,Dragon Tamer,4,img_portrait_dwarvenTrainer_T1_noBG_01.png,,img_portrait_dwarvenTrainer_T1_noBG_01.png,img_portrait_dwarvenTrainer_T1_02.png,serverOnlyPortraitDragonTamerT1A,,0,
winter20DragonTamerT1B,Dragon Tamer,4,img_portrait_dwarvenTrainer_T1_01.png,,img_portrait_dwarvenTrainer_T1_01.png,img_portrait_dwarvenTrainer_T1_02.png,serverOnlyPortraitDragonTamerT1B,,0,
winter20DragonTamerT2A,Dragon Tamer,4,img_portrait_dwarvenTrainer_T2_noBG_01.png,,img_portrait_dwarvenTrainer_T2_noBG_01.png,img_portrait_dwarvenTrainer_T2_02.png,serverOnlyPortraitDragonTamerT2A,,0,
winter20DragonTamerT2B,Dragon Tamer,4,img_portrait_dwarvenTrainer_T2_01.png,,img_portrait_dwarvenTrainer_T2_01.png,img_portrait_dwarvenTrainer_T2_02.png,serverOnlyPortraitDragonTamerT2B,,0,
winter20DragonTamerT3A,Dragon Tamer,4,img_portrait_dwarvenTrainer_T3_noBG_01.png,,img_portrait_dwarvenTrainer_T3_noBG_01.png,img_portrait_dwarvenTrainer_T3_02.png,serverOnlyPortraitDragonTamerT3A,,0,
winter20DragonTamerT3B,Dragon Tamer,4,img_portrait_dwarvenTrainer_T3_01.png,,img_portrait_dwarvenTrainer_T3_01.png,img_portrait_dwarvenTrainer_T3_02.png,serverOnlyPortraitDragonTamerT3B,,0,
winter20DragonTamerT4,Dragon Tamer,5,img_portrait_dwarvenTrainer_T3_01.png,animatedportraitdwarvenTamer_battle.m4v,img_portrait_dwarvenTrainer_T3_01.png,img_portrait_dwarvenTrainer_T3_02.png,,serverOnlyPortraitDragonTamerT4,0,
winter20DwarvenOutriderT1A,Dwarven Outrider,4,img_portrait_dwarvenOutrider01_T1_noBG_01.png,,img_portrait_dwarvenOutrider01_T1_noBG_01.png,img_portrait_dwarvenOutrider01_T1_02.png,serverOnlyPortraitDwarvenOutriderT1A,,0,
winter20DwarvenOutriderT1B,Dwarven Outrider,4,img_portrait_dwarvenOutrider01_T1_01.png,,img_portrait_dwarvenOutrider01_T1_01.png,img_portrait_dwarvenOutrider01_T1_02.png,serverOnlyPortraitDwarvenOutriderT1B,,0,
winter20DwarvenOutriderT2A,Dwarven Outrider,4,img_portrait_dwarvenOutrider01_T2_noBG_01.png,,img_portrait_dwarvenOutrider01_T2_noBG_01.png,img_portrait_dwarvenOutrider01_T2_02.png,serverOnlyPortraitDwarvenOutriderT2A,,0,
winter20DwarvenOutriderT2B,Dwarven Outrider,4,img_portrait_dwarvenOutrider01_T2_01.png,,img_portrait_dwarvenOutrider01_T2_01.png,img_portrait_dwarvenOutrider01_T2_02.png,serverOnlyPortraitDwarvenOutriderT2B,,0,
winter20DwarvenOutriderT3A,Dwarven Outrider,4,img_portrait_dwarvenOutrider01_T3_noBG_01.png,,img_portrait_dwarvenOutrider01_T3_noBG_01.png,img_portrait_dwarvenOutrider01_T3_02.png,serverOnlyPortraitDwarvenOutriderT3A,,0,
winter20DwarvenOutriderT3B,Dwarven Outrider,4,img_portrait_dwarvenOutrider01_T3_01.png,,img_portrait_dwarvenOutrider01_T3_01.png,img_portrait_dwarvenOutrider01_T3_02.png,serverOnlyPortraitDwarvenOutriderT3B,,0,
winter20DwarvenOutriderT4,Dwarven Outrider,5,img_portrait_dwarvenOutrider01_T3_01.png,animatedportraitdwarvenOutrider01_battle.m4v,img_portrait_dwarvenOutrider01_T3_01.png,img_portrait_dwarvenOutrider01_T3_02.png,,serverOnlyPortraitDwarvenOutriderT4,0,
winter20RosheenT1A,Rosheen,4,img_portrait_dwarvenOutrider02_T1_noBG_01.png,,img_portrait_dwarvenOutrider02_T1_noBG_01.png,img_portrait_dwarvenOutrider02_T1_02.png,serverOnlyPortraitRosheenT1A,,0,
winter20RosheenT1B,Rosheen,4,img_portrait_dwarvenOutrider02_T1_01.png,,img_portrait_dwarvenOutrider02_T1_01.png,img_portrait_dwarvenOutrider02_T1_02.png,serverOnlyPortraitRosheenT1B,,0,
winter20RosheenT2A,Rosheen,4,img_portrait_dwarvenOutrider02_T2_noBG_01.png,,img_portrait_dwarvenOutrider02_T2_noBG_01.png,img_portrait_dwarvenOutrider02_T2_02.png,serverOnlyPortraitRosheenT2A,,0,
winter20RosheenT2B,Rosheen,4,img_portrait_dwarvenOutrider02_T2_01.png,,img_portrait_dwarvenOutrider02_T2_01.png,img_portrait_dwarvenOutrider02_T2_02.png,serverOnlyPortraitRosheenT2B,,0,
winter20RosheenT3A,Rosheen,4,img_portrait_dwarvenOutrider02_T3_noBG_01.png,,img_portrait_dwarvenOutrider02_T3_noBG_01.png,img_portrait_dwarvenOutrider02_T3_02.png,serverOnlyPortraitRosheenT3A,,0,
winter20RosheenT3B,Rosheen,4,img_portrait_dwarvenOutrider02_T3_01.png,,img_portrait_dwarvenOutrider02_T3_01.png,img_portrait_dwarvenOutrider02_T3_02.png,serverOnlyPortraitRosheenT3B,,0,
winter20RosheenT4,Rosheen,5,img_portrait_dwarvenOutrider02_T3_01.png,animatedportraitdwarvenOutrider02_battle.m4v,img_portrait_dwarvenOutrider02_T3_01.png,img_portrait_dwarvenOutrider02_T3_02.png,,serverOnlyPortraitRosheenT4,0,
atlasInquisitorT1A,Inquisitor,4,img_portrait_atlasInquisitor_T1_noBG_01.png,,img_portrait_atlasInquisitor_T1_noBG_01.png,img_portrait_atlasInquisitor_T1_02.png,serverOnlyPortraitAtlasInquisitorT1A,,0,
atlasInquisitorT1B,Inquisitor (Background),4,img_portrait_atlasInquisitor_T1_01.png,,img_portrait_atlasInquisitor_T1_01.png,img_portrait_atlasInquisitor_T1_02.png,serverOnlyPortraitAtlasInquisitorT1B,,0,
atlasInquisitorT2A,Inquisitor,4,img_portrait_atlasInquisitor_T2_noBG_01.png,,img_portrait_atlasInquisitor_T2_noBG_01.png,img_portrait_atlasInquisitor_T2_02.png,serverOnlyPortraitAtlasInquisitorT2A,,0,
atlasInquisitorT2B,Inquisitor (Background),4,img_portrait_atlasInquisitor_T2_01.png,,img_portrait_atlasInquisitor_T2_01.png,img_portrait_atlasInquisitor_T2_02.png,serverOnlyPortraitAtlasInquisitorT2B,,0,
atlasInquisitorT3A,Inquisitor,4,img_portrait_atlasInquisitor_T3_noBG_01.png,,img_portrait_atlasInquisitor_T3_noBG_01.png,img_portrait_atlasInquisitor_T3_02.png,serverOnlyPortraitAtlasInquisitorT3A,,0,
atlasInquisitorT3B,Inquisitor (Background),4,img_portrait_atlasInquisitor_T3_01.png,,img_portrait_atlasInquisitor_T3_01.png,img_portrait_atlasInquisitor_T3_02.png,serverOnlyPortraitAtlasInquisitorT3B,,0,
atlasInquisitorT4,Inquisitor,5,img_portrait_atlasInquisitor_T3_01.png,animatedportraitatlasInquisitor_battle.m4v,img_portrait_atlasInquisitor_T3_01.png,img_portrait_atlasInquisitor_T3_02.png,,serverOnlyPortraitAtlasInquisitorT4,0,
atlasTundraT1A,Anja,4,img_portrait_atlasTundra_T1_noBG_01.png,,img_portrait_atlasTundra_T1_noBG_01.png,img_portrait_atlasTundra_T1_02.png,serverOnlyPortraitAtlasTundraT1A,,0,
atlasTundraT1B,Anja (Background),4,img_portrait_atlasTundra_T1_01.png,,img_portrait_atlasTundra_T1_01.png,img_portrait_atlasTundra_T1_02.png,serverOnlyPortraitAtlasTundraT1B,,0,
atlasTundraT2A,Anja,4,img_portrait_atlasTundra_T2_noBG_01.png,,img_portrait_atlasTundra_T2_noBG_01.png,img_portrait_atlasTundra_T2_02.png,serverOnlyPortraitAtlasTundraT2A,,0,
atlasTundraT2B,Anja (Background),4,img_portrait_atlasTundra_T2_01.png,,img_portrait_atlasTundra_T2_01.png,img_portrait_atlasTundra_T2_02.png,serverOnlyPortraitAtlasTundraT2B,,0,
atlasTundraT3A,Anja,4,img_portrait_atlasTundra_T3_noBG_01.png,,img_portrait_atlasTundra_T3_noBG_01.png,img_portrait_atlasTundra_T3_02.png,serverOnlyPortraitAtlasTundraT3A,,0,
atlasTundraT3B,Anja (Background),4,img_portrait_atlasTundra_T3_01.png,,img_portrait_atlasTundra_T3_01.png,img_portrait_atlasTundra_T3_02.png,serverOnlyPortraitAtlasTundraT3B,,0,
atlasTundraT4,Anja,5,img_portrait_atlasTundra_T3_01.png,animatedportraitatlasTundra_battle.m4v,img_portrait_atlasTundra_T3_01.png,img_portrait_atlasTundra_T3_02.png,,serverOnlyPortraitAtlasTundraT4,0,
austerosT1,Austeros,4,img_portrait_austerosKnights_T1_01.png,,img_portrait_austerosKnights_T1_01.png,img_portrait_austerosKnights_female_T1_02.png,serverOnlyPortraitAusterosAquileas,,0,
austerosT2,Austeros,4,img_portrait_austerosKnights_T2_01.png,,img_portrait_austerosKnights_T2_01.png,img_portrait_austerosKnights_female_T2_02.png,serverOnlyPortraitAusterosAquileas,,0,
austerosT3,Austeros,5,img_portrait_austerosKnights_T2_01.png,animatedportraitwinterKnight_battle.m4v,img_portrait_austerosKnights_T2_01.png,img_portrait_austerosKnights_female_T2_02.png,,serverOnlyPortraitAusterosAquileasAnimated,0,
aquileasT1,Aquileas,4,img_portrait_austerosKnights_T1_01.png,,img_portrait_austerosKnights_T1_01.png,img_portrait_austerosKnights_male_T1_02.png,serverOnlyPortraitAusterosAquileas,,0,
aquileasT2,Aquileas,4,img_portrait_austerosKnights_T2_01.png,,img_portrait_austerosKnights_T2_01.png,img_portrait_austerosKnights_male_T2_02.png,serverOnlyPortraitAusterosAquileas,,0,
aquileasT3,Aquileas,5,img_portrait_austerosKnights_T2_01.png,animatedportraitwinterKnight_battle.m4v,img_portrait_austerosKnights_T2_01.png,img_portrait_austerosKnights_male_T2_02.png,,serverOnlyPortraitAusterosAquileasAnimated,0,!@#bemceciikfehlifc
