identifier,prerequisites,steps,fallThroughs,achievementDescription,isTutorial,isRuneTutorial,inBundle,characterThumbnail,currencyRewardString,rewardIdentifier,visible,isXGameAchievement,featureUnlockOptions,splitTestOptions,priority,showGoButton,showNewArrow,isEvent,comments,shouldReportToTune,shouldReportToFB,dontRewardOnFallThrough,isMainQuestAchievement,shouldReactivatePrerequisites,h
mainquest_AnUnexpectedSorcerer_chain03_d,level999,mainquest_AnUnexpectedSorcerer_chain03_dStep,,Have at least 6 Defense Towers at level 2 or higher,0,,,image_quest_03.png,piercing:15,,0,,,,0,0,0,,,,,,,,
mainquest_AnUnexpectedSorcerer_chain03_e,level999,mainquest_AnUnexpectedSorcerer_chain03_eStep,,Build the Forge,0,,,image_quest_03.png,piercing:30,,0,,,,0,0,0,,,,,,,,
mainquest_AnUnexpectedSorcerer_chain04_a,level999,mainquest_AnUnexpectedSorcerer_chain04_aStep,,Clear one more forest,0,,,image_quest_03.png,food:70,,0,,,,0,0,0,,,,,,,,
mainquest_AnUnexpectedSorcerer_chain04_b,level999,mainquest_AnUnexpectedSorcerer_chain04_bStep,,Clear the Fog near the Lighthouse,0,,,image_quest_03.png,food:120,,0,,,,0,0,0,,,,,,,,
mainquest_AnUnexpectedSorcerer_complete,level999,mainquest_AnUnexpectedSorcerer_completeStep,,Complete An Unexpected Sorcerer Main Quest,0,,,image_quest_03.png,,mainquest_AnUnexpectedSorcerer_reward,0,,,,0,0,0,,,,,,1,,
mainquest_ALegendAwaits_chain02_a1,level999,mainquest_ALegendAwaits_chain02_a1Step,,Train Leviathan to Level 4,0,,,image_quest_03.png,food:10,,0,,,,0,0,0,,,,,,,,
mainquest_ALegendAwaits_chain02_b,level999,mainquest_ALegendAwaits_chain02_bStep,mainquest_HantuFallthrough,"Breed and Hatch Hantu, the Soldier Dragon",0,,,image_quest_03.png,breedingToken:24,,0,,,,0,0,0,,,,,,,,
mainquest_ALegendAwaits_chain02_c,level999,mainquest_ALegendAwaits_chain02_cStep,,"Breed and Hatch Hantu, the Soldier Dragon",0,,,image_quest_03.png,,mainquest_ALegendAwaits_chain02_c_reward,0,,,,0,0,0,,,,,,,,
mainquest_ALegendAwaits_chain02_a2,level999,mainquest_ALegendAwaits_chain02_a2Step,,Train Kinnara to Level 5,0,,,image_quest_03.png,food:1000,,0,,,,0,0,0,,,,,,,,
mainquest_ALegendAwaits_chain03_a,level999,mainquest_ALegendAwaits_chain03_aStep,,Upgrade at least six Defense Towers to level 4 or higher,0,,,image_quest_03.png,piercing:250,,0,,,,0,0,0,,,,,,,,
mainquest_ALegendAwaits_chain04_a,level999,mainquest_ALegendAwaits_chain04_aStep,,Clear two forests on the third island,0,,,image_quest_03.png,food:175,,0,,,,0,0,0,,,,,,,,
mainquest_ALegendAwaits_complete,level999,mainquest_ALegendAwaits_completeStep,,Complete A Legend Awaits Main Quest,0,,,image_quest_03.png,,mainquest_ALegendAwaits_reward,0,,,,0,0,0,,,,,,1,,
mainquest_LegacyOfEarthAndAir_chain01_a,level999, mainquest_LegacyOfEarthAndAir_chain01_aStep ,,Earn 200 Egg Tokens,0,,,image_quest_03.png,breedingToken:40,,0,,,,0,0,0,,,,,,,,
mainquest_LegacyOfEarthAndAir_chain02_a1,level999, mainquest_LegacyOfEarthAndAir_chain02_a1Step ,,Train Hantu to Level 4,0,,,image_quest_03.png,food:100,,0,,,,0,0,0,,,,,,,,
mainquest_LegacyOfEarthAndAir_chain02_b1,level999, mainquest_LegacyOfEarthAndAir_chain02_b1Step ,mainquest_LaekrianFallthrough,"Breed and Hatch Laekrian, the Green Crystal Golem",0,,,image_quest_03.png,breedingToken:40,,0,,,,0,0,0,,,,,,,,
mainquest_LegacyOfEarthAndAir_chain02_c1,level999, mainquest_LegacyOfEarthAndAir_chain02_c1Step ,,"Breed and Hatch Laekrian, the Green Crystal Golem",0,,,image_quest_03.png,,mainquest_LegacyOfEarthAndAir_chain02_c1_reward,0,,,,0,0,0,,,,,,,,
mainquest_LegacyOfEarthAndAir_chain02_a2,level999, mainquest_LegacyOfEarthAndAir_chain02_a2Step ,,Train Kinnara to Level 8,0,,,image_quest_03.png,food:1000,,0,,,,0,0,0,,,,,,,,
mainquest_LegacyOfEarthAndAir_chain02_b2,level999, mainquest_LegacyOfEarthAndAir_chain02_b2Step ,mainquest_TrollisFallthrough,"Breed and Hatch Trollis, the Breath Wyvern",0,,,image_quest_03.png,breedingToken:40,,0,,,,0,0,0,,,,,,,,
mainquest_LegacyOfEarthAndAir_chain02_c2,level999, mainquest_LegacyOfEarthAndAir_chain02_c2Step ,,"Breed and Hatch Trollis, the Breath Wyvern",0,,,image_quest_03.png,,mainquest_LegacyOfEarthAndAir_chain02_c2_reward,0,,,,0,0,0,,,,,,,,
mainquest_LegacyOfEarthAndAir_chain03_a,level999, mainquest_LegacyOfEarthAndAir_chain03_aStep ,,Have at least eight Defense Towers on your base,0,,,image_quest_03.png,piercing:10,,0,,,,0,0,0,,,,,,,,
mainquest_LegacyOfEarthAndAir_chain03_b,level999, mainquest_LegacyOfEarthAndAir_chain03_bStep ,,Upgrade at least eight Defense Towers to level 4 or higher,0,,,image_quest_03.png,piercing:100,,0,,,,0,0,0,,,,,,,,
mainquest_LegacyOfEarthAndAir_chain03_c,level999, mainquest_LegacyOfEarthAndAir_chain03_cStep ,,Upgrade at least four Defense Towers to level 5 or higher,0,,,image_quest_03.png,piercing:400,,0,,,,0,0,0,,,,,,,,
mainquest_LegacyOfEarthAndAir_complete,level999, mainquest_LegacyOfEarthAndAir_completeStep ,,Complete Legacy of Earth and Air Main Quest,0,,,image_quest_03.png,,mainquest_LegacyOfEarthAndAir_reward,0,,,,0,0,0,,,,,,1,,
mainquest_TheAvatarOfEarth_chain01_a,level999, mainquest_TheAvatarOfEarth_chain01_aStep ,,Earn 300 Egg Tokens,0,,,image_quest_03.png,breedingToken:60,,0,,,,0,0,0,,,,,,,,
mainquest_TheAvatarOfEarth_chain02_a1,level999, mainquest_TheAvatarOfEarth_chain02_a1Step ,,Train Laekrian to Level 4,0,,,image_quest_03.png,food:170,,0,,,,0,0,0,,,,,,,,
mainquest_TheAvatarOfEarth_chain02_a2,level999, mainquest_TheAvatarOfEarth_chain02_a2Step ,,Train Trollis to Level 4,0,,,image_quest_03.png,food:170,,0,,,,0,0,0,,,,,,,,
mainquest_TheAvatarOfEarth_chain03_a,level999, mainquest_TheAvatarOfEarth_chain03_aStep ,,Upgrade at least eight Defense Towers to level 5 or higher,0,,,image_quest_03.png,piercing:400,,0,,,,0,0,0,,,,,,,,
mainquest_TheAvatarOfEarth_complete,level999, mainquest_TheAvatarOfEarth_completeStep ,,Complete The Avatar of Earth Main Quest,0,,,image_quest_03.png,,mainquest_TheAvatarOfEarth_reward,0,,,,0,0,0,,,,,,1,,
mainquest_ArboriusUnleashed_chain01_a,level999, mainquest_ArboriusUnleashed_chain01_aStep ,,Earn 500 Egg Tokens,0,,,image_quest_03.png,breedingToken:100,,0,,,,0,0,0,,,,,,,,
mainquest_ArboriusUnleashed_chain02_a,level999, mainquest_ArboriusUnleashed_chain02_aStep ,mainquest_ArboriusFallthrough,"Breed and Hatch Arborius, the Earth Avatar",0,,,image_quest_03.png,breedingToken:100,,0,,,,0,0,0,,,,,,,,
mainquest_ArboriusUnleashed_chain02_b,level999, mainquest_ArboriusUnleashed_chain02_bStep ,,"Breed and Hatch Arborius, the Earth Avatar",0,,,image_quest_03.png,,mainquest_ArboriusUnleashed_chain02_b_reward,0,,,,0,0,0,,,,,,,,
mainquest_ArboriusUnleashed_chain02_c,level999, mainquest_ArboriusUnleashed_chain02_cStep ,,Train Arborius to Level 4,0,,,image_quest_03.png,food:1500,,0,,,,0,0,0,,,,,,,,
mainquest_ArboriusUnleashed_chain03_a,level999, mainquest_ArboriusUnleashed_chain03_aStep ,,Upgrade all Lumber Mills and Sheep Farms to Level 3,0,,,image_quest_03.png,,mainquest_ArboriusUnleashed_chain03_a_reward,0,,,,0,0,0,,,,,,,,
mainquest_ArboriusUnleashed_chain03_b,level999, mainquest_ArboriusUnleashed_chain03_bStep ,,Have at least eleven Defense Towers on your base,0,,,image_quest_03.png,piercing:15,,0,,,,0,0,0,,,,,,,,
mainquest_ArboriusUnleashed_chain03_c,level999, mainquest_ArboriusUnleashed_chain03_cStep ,,Upgrade at least eleven Defense Towers to level 5,0,,,image_quest_03.png,piercing:450,,0,,,,0,0,0,,,,,,,,
mainquest_ArboriusUnleashed_chain04_a,level999, mainquest_ArboriusUnleashed_chain04_aStep ,,Completely clear the forests on the third island,0,,,image_quest_03.png,food:600,,0,,,,0,0,0,,,,,,,,
mainquest_ArboriusUnleashed_complete,level999, mainquest_ArboriusUnleashed_completeStep,,Complete the Arborius Unleashed Main Quest,0,,,image_quest_03.png,,mainquest_ArboriusUnleashed_reward,0,,,,0,0,0,,,,,,1,,
mainquest_ZinFallthrough,level999,mainquest_ZinFallthroughStep,,Breed Zin,0,,,image_quest_03.png,,,0,,,,0,0,0,0,,,,,,,
mainquest_LeviathanFallthrough,level999,mainquest_LeviathanFallthroughStep,,Breed Leviathan,0,,,image_quest_03.png,,,0,,,,0,0,0,0,,,,,,,
mainquest_AetrixFallthrough,level999,mainquest_AetrixFallthroughStep,,Breed Aetrix,0,,,image_quest_03.png,,,0,,,,0,0,0,0,,,,,,,
mainquest_MerkDialogTrigger,level999,mainquest_MerkDialogTriggerStep,,Get a Merk Egg,0,,,image_quest_03.png,,,0,,,,0,0,0,0,,,,,,,
mainquest_MerkDialog,level999,mainquest_MerkDialogStep,,Breed Merk,0,,,image_quest_03.png,,,0,,,,0,0,0,0,,,,,,,
mainquest_MerkFallthrough,level999,mainquest_MerkFallthroughStep,,Breed Merk,0,,,image_quest_03.png,,,0,,,,0,0,0,0,,,,,,,
mainquest_KinnaraFallthrough,level999,mainquest_KinnaraFallthroughStep,,Breed Kinnara,0,,,image_quest_03.png,,,0,,,,0,0,0,0,,,,,,,
mainquest_HantuFallthrough,level999,mainquest_HantuFallthroughStep,,Breed Hantu,0,,,image_quest_03.png,,,0,,,,0,0,0,0,,,,,,,
mainquest_LaekrianFallthrough,level999,mainquest_LaekrianFallthroughStep,,Breed Laekrian,0,,,image_quest_03.png,,,0,,,,0,0,0,0,,,,,,,
mainquest_TrollisFallthrough,level999,mainquest_TrollisFallthroughStep,,Breed Trollis,0,,,image_quest_03.png,,,0,,,,0,0,0,0,,,,,,,
mainquest_ArboriusFallthrough,level999,mainquest_ArboriusFallthroughStep,,Breed Arborius,0,,,image_quest_03.png,,,0,,,,0,0,0,0,,,,,,,
mainquest_PostQuestDialogAchievement,level999,mainquest_PostQuestDialogAchievementStep,,Impossible invisible achievement that triggers dialog,0,,,image_quest_03.png,,,0,,,,0,0,0,0,,,,,,,
reachLevel5,,reachLevel5Step,,Reach Level 5,0,,,image_quest_03.png,ruby:10,,1,,,,0,0,0,0,,,,,,,
reachLevel10,reachLevel5,reachLevel10Step,,Reach Level 10,0,,,image_quest_03.png,ruby:20,,1,,,,0,0,0,0,,,,,,,
reachLevel15,reachLevel10,reachLevel15Step,,Reach Level 15,0,,,image_quest_03.png,ruby:30,,1,,,,0,0,0,0,,,,,,,
reachLevel20,reachLevel15,reachLevel20Step,,Reach Level 20,0,,,image_quest_03.png,ruby:40,,1,,,,0,0,0,0,,,,,,,
reachLevel25,reachLevel20,reachLevel25Step,,Reach Level 25,0,,,image_quest_03.png,ruby:50,,1,,,,0,0,0,0,,,,,,,
reachLevel30,reachLevel25,reachLevel30Step,,Reach Level 30,0,,,image_quest_03.png,ruby:60,,1,,,,0,0,0,0,,,,,,,
reachLevel35,reachLevel30,reachLevel35Step,,Reach Level 35,0,,,image_quest_03.png,ruby:70,,1,,,,0,0,0,0,,,,,,,
reachLevel40,reachLevel35,reachLevel40Step,,Reach Level 40,0,,,image_quest_03.png,ruby:80,,1,,,,0,0,0,0,,,,,,,
reachLevel45,reachLevel40,reachLevel45Step,,Reach Level 45,0,,,image_quest_03.png,ruby:90,,1,,,,0,0,0,0,,,,,,,
reachLevel50,reachLevel45,reachLevel50Step,,Reach Level 50,0,,,image_quest_03.png,ruby:100,,1,,,,0,0,0,0,,,,,,,
reachLevel60,reachLevel50,reachLevel60Step,,Reach Level 60,0,,,image_quest_03.png,ruby:120,,1,,,,0,0,0,0,,,,,,,
reachLevel70,reachLevel60,reachLevel70Step,,Reach Level 70,0,,,image_quest_03.png,ruby:140,,1,,,,0,0,0,0,,,,,,,
reachLevel80,reachLevel70,reachLevel80Step,,Reach Level 80,0,,,image_quest_03.png,ruby:160,,1,,,,0,0,0,0,,,,,,,
reachLevel90,reachLevel80,reachLevel90Step,,Reach Level 90,0,,,image_quest_03.png,ruby:180,,1,,,,0,0,0,0,,,,,,,
reachLevel100,reachLevel90,reachLevel100Step,,Reach Level 100,0,,,image_quest_03.png,ruby:200,,1,,,,0,0,0,0,,,,,,,
reachLevel200,reachLevel100,reachLevel200Step,,Reach Level 200,0,,,image_quest_03.png,ruby:400,,1,,,,0,0,0,0,,,,,,,
serverOnlyPortraitKharnyxT1,,serverOnlyPortraitKharnyxT1Step,,Win through Fall '16 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Won through Fall '16 Events,,,,,,
serverOnlyPortraitKharnyxT2,,serverOnlyPortraitKharnyxT2Step,,Win through Fall '16 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Won through Fall '16 Events,,,,,,
serverOnlyPortraitKharnyxT3,,serverOnlyPortraitKharnyxT3Step,,Win through Fall '16 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Won through Fall '16 Events,,,,,,
serverOnlyPortraitKharnyxT4,,serverOnlyPortraitKharnyxT4Step,,Win through Fall '16 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Won through Fall '16 Events,,,,,,
haveAltheaPortraitCurrency,level999,haveAltheaPortraitCurrencyStep,,Earned through a special event,,,,image_quest_03.png,,,0,,,,,,,,,,,,,,
haveRianPortraitCurrency,level999,haveRianPortraitCurrencyStep,,Earned through a special event,,,,image_quest_03.png,,,0,,,,,,,,,,,,,,
haveRaetrix,level999,haveRaetrixStep,,,0,,,image_quest_03.png,,,0,,,,0,0,0,0,Have Raetrix,,,,,,
mainquest_redux_chain01_a,level999,mainquest_redux_chain01_aStep,,Destroy monuments to get the (PRODUCT)RED Hunter Plate,,,,icon_ar_roman_red_body.png,,,,,,,,,,,,,,,,,
mainquest_redux_chain01_b,level999,mainquest_redux_chain01_bStep,,Destroy monuments to get the (PRODUCT)RED Hunter Wing Armor,,,,icon_ar_roman_red_tail.png,,,,,,,,,,,,,,,1,,
mainquest_redux_chain01_c,level999,mainquest_redux_chain01_cStep,,Destroy monuments to get the (PRODUCT)RED Hunter Tail Armor,,,,icon_ar_roman_red_wing.png,,,,,,,,,,,,,,,,,
mainquest_redux_chain01_d,level999,mainquest_redux_chain01_dStep,,Destroy monuments to get the (PRODUCT)RED Hunter Helm,,,,icon_ar_roman_red_helm.png,,,,,,,,,,,,,,,,,
mainquest_redux_chain01_e,level999,mainquest_redux_chain01_eStep,,Destroy monuments to get the (PRODUCT)RED Hunter Helm,,,,icon_ar_roman_red_helm.png,,,,,,,,,,,,,,,,,
mainquest_redux_complete,level999,mainquest_redux_chain01_completeStep,,Earned through a special event,,,,redux_iap.png,,reduxAnimatedPortraits,,,,,,,,,,,,,,,
serverOnlyPortraitKharnyxLore,,serverOnlyPortraitKharnyxLoreStep,,Win through Fall '16 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Won through Fall '16 Events,,,,,,
haveMythicSapphire,,haveMythicSapphireStep,,Have Bred a Mythic Sapphire Dragon,,,,image_quest_03.png,,,,,,,,,,,,,,,,,
setupPocketID,,pocketIDStep,,,,,,image_quest_03.png,ruby:100,,1,,,,0,1,0,0,Setup PocketID,0,,,,,
clearIsland03,,clearIsland03Step,,Clear all trees on this island,,,,image_quest_03.png,,,,,,,,,,,,,,,,,
clearIsland06,,clearIsland06Step,,Clear all trees on this island,,,,image_quest_03.png,,,,,,,,,,,,,,,,,
clearIsland08,,clearIsland08Step,,Clear all trees on this island,,,,image_quest_03.png,,,,,,,,,,,,,,,,,
buildFirstPerch,,buildFirstPerchStep,,Build First Dragon Perch,,,,image_quest_03.png,,,,,,,3500,1,1,,Complete Build of the First Dragon Perch,,,,,,
assignDragonToPerch,,assignDragonToPerchStep,,Assign Dragon to Perch,,,,image_quest_03.png,,,,,,,,,,,,,,,,,
finishLoadScreen,,tutorialStartIntroSlideShowStep,,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Intro Slide Show,0,,,,,
tutorialIntroSlide1Tapped,finishLoadScreen,tutorialIntroSlide1TappedStep,,,1,,,image_quest_03.png,,,,,,,,,,,,,,,,,
tutorialIntroSlide2Tapped,finishLoadScreen,tutorialIntroSlide2TappedStep,,,1,,,image_quest_03.png,,,,,,,,,,,,,,,,,
tutorialIntroSlide3Tapped,finishLoadScreen,tutorialIntroSlide3TappedStep,,,1,,,image_quest_03.png,,,,,,,,,,,,,,,,,
tutorialIntroSlide4Tapped,finishLoadScreen,tutorialIntroSlide4TappedStep,,,1,,,image_quest_03.png,,,,,,,,,,,,,,,,,
haveLegendaryGarnet,,haveLegendaryGarnetStep,,Have Bred a Legendary Garnet Dragon,,,,image_quest_03.png,,,,,,,,,,,,,,,,,
have2LegendaryGold,,have2LegendaryGoldStep,,Have Bred 2 Legendary Gold Dragons,,,,image_quest_03.png,,,,,,,,,,,,,,,,,
have2LegendaryPlatinum,,have2LegendaryPlatinumStep,,Have Bred 2 Legendary Platinum Dragons,,,,image_quest_03.png,,,,,,,,,,,,,,,,,
have2LegendarySapphire,,have2LegendarySapphireStep,,Have Bred 2 Legendary Sapphire Dragons,,,,image_quest_03.png,,,,,,,,,,,,,,,,,
have2LegendaryGarnet,,have2LegendaryGarnetStep,,Have Bred 2 Legendary Garnet Dragons,,,,image_quest_03.png,,,,,,,,,,,,,,,,,
serverOnlyWinterSorcererBonusAttack15,,serverOnlyWinterSorcererBonusAttack15Step,,Winter Sorcerer Bonus Attack 15,,,,image_quest_03.png,,,,,,,,,,,,,,,,,
serverOnlyWinterWarriorBonusAttack15,,serverOnlyWinterWarriorBonusAttack15Step,,Winter Warrior Bonus Attack 15,,,,image_quest_03.png,,,,,,,,,,,,,,,,,
serverOnlyWinterBonusProduction,,serverOnlyWinterProductionBonusStep,,Win through Winter '16-'17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Winter '16-'17 Events,,,,,,
serverOnlyPortraitFrostEmissaryMaleT1,,serverOnlyPortraitFrostEmissaryMaleT1Step,,Win through Winter '16-'17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Winter '16-'17 Events,,,,,,
serverOnlyPortraitFrostEmissaryMaleT2,,serverOnlyPortraitFrostEmissaryMaleT2Step,,Win through Winter '16-'17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Winter '16-'17 Events,,,,,,
serverOnlyPortraitFrostEmissaryMaleT3,,serverOnlyPortraitFrostEmissaryMaleT3Step,,Win through Winter '16-'17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Winter '16-'17 Events,,,,,,
serverOnlyPortraitFrostEmissaryMaleT4,,serverOnlyPortraitFrostEmissaryMaleT4Step,,Win through Winter '16-'17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Winter '16-'17 Events,,,,,,
serverOnlyPortraitFrostEmissaryFemaleT1,,serverOnlyPortraitFrostEmissaryFemaleT1Step,,Win through Winter '16-'17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Winter '16-'17 Events,,,,,,
serverOnlyPortraitFrostEmissaryFemaleT2,,serverOnlyPortraitFrostEmissaryFemaleT2Step,,Win through Winter '16-'17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Winter '16-'17 Events,,,,,,
serverOnlyPortraitFrostEmissaryFemaleT3,,serverOnlyPortraitFrostEmissaryFemaleT3Step,,Win through Winter '16-'17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Winter '16-'17 Events,,,,,,
serverOnlyPortraitFrostEmissaryFemaleT4,,serverOnlyPortraitFrostEmissaryFemaleT4Step,,Win through Winter '16-'17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Winter '16-'17 Events,,,,,,
serverOnlyPortraitKinnaraKnightT1,,serverOnlyPortraitKinnaraKnightT1Step,,Win through Winter '16-'17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Winter '16-'17 Events,,,,,,
serverOnlyPortraitKinnaraKnightT2,,serverOnlyPortraitKinnaraKnightT2Step,,Win through Winter '16-'17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Winter '16-'17 Events,,,,,,
serverOnlyPortraitKinnaraKnightT3,,serverOnlyPortraitKinnaraKnightT3Step,,Win through Winter '16-'17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Winter '16-'17 Events,,,,,,
haveMythicGarnet,,haveMythicGarnetStep,,Have Bred 1 Mythic Garnet Dragon,,,,image_quest_03.png,,,,,,,,,,,,,,,,,
serverOnlyWinterBonusBreedingTokens,,serverOnlyWinterBonusBreedingTokensStep,,Win through Winter '16-'17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Winter '16-'17 Events,,,,,,
serverOnlyPortraitKharnyxMinionT1,,serverOnlyPortraitKharnyxMinionT1Step,,Win through Spring '17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Spring '17 Events,,,,,,
serverOnlyPortraitKharnyxMinionT2,,serverOnlyPortraitKharnyxMinionT2Step,,Win through Spring '17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Spring '17 Events,,,,,,
serverOnlyPortraitKharnyxMinionT3,,serverOnlyPortraitKharnyxMinionT3Step,,Win through Spring '17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Spring '17 Events,,,,,,
serverOnlyPortraitKharnyxMinionT4,,serverOnlyPortraitKharnyxMinionT4Step,,Win through Spring '17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Spring '17 Events,,,,,,
serverOnlyPortraitFrostWizardT1,,serverOnlyPortraitFrostWizardT1Step,,Win through Winter '16-'17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Winter '16-'17 Events,,,,,,
serverOnlyPortraitFrostWizardT2,,serverOnlyPortraitFrostWizardT2Step,,Win through Winter '16-'17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Winter '16-'17 Events,,,,,,
serverOnlyPortraitFrostWizardT3,,serverOnlyPortraitFrostWizardT3Step,,Win through Winter '16-'17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Winter '16-'17 Events,,,,,,
serverOnlyPortraitFrostWizardT4,,serverOnlyPortraitFrostWizardT4Step,,Win through Winter '16-'17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Winter '16-'17 Events,,,,,,
openedIAPPagesOrAnyMenu,level999,openIAPPagesStep,,,,,,image_quest_03.png,,,,,,,100,1,1,,,,,,,,
mentionSent1,unlockGuildLeaderboard,mentionSent1Step,,Successfully send mention notification once,0,,,image_quest_03.png,ruby:20,,1,,enableChatMention,,0,1,0,0,Successfully send mention notification once,,,,,,
openChatMenu,unlockGuildLeaderboard,openChatMenuStep,,,0,,,image_quest_03.png,,,0,,enableChatMention,,0,0,0,0,,,,,,,
firstTimeJoinGuild,,firstTimeJoinGuildStep,,First time join a guild,,,,image_quest_03.png,,,,,,,,,,,1,1,1,,,,
haveSpringThornPortraitCurrency,,haveSpringThornPortraitCurrencyStep,,17 Women's Day Exclusive Offer,,,,image_quest_03.png,,,0,,,,0,0,0,0,17 Women's Day Exclusive Offer,,,,,,
haveSBCurrency,,haveSBCurrencyStep,,19 Women's Day Exclusive Offer,,,,image_quest_03.png,,,0,,,,0,0,0,0,19 Women's Day Exclusive Offer,,,,,,
haveNaginataCurrency,,haveNaginataCurrencyStep,,Exclusive Springblossom Offer,,,,image_quest_03.png,,,0,,,,0,0,0,0,Exclusive Springblossom Offer,,,,,,
serverOnlyPortraitSpringEmissaryMaleT1,,serverOnlyPortraitSpringEmissaryMaleT1Step,,Win through Spring '17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Spring '17 Events,,,,,,
serverOnlyPortraitSpringEmissaryMaleT2,,serverOnlyPortraitSpringEmissaryMaleT2Step,,Win through Spring '17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Spring '17 Events,,,,,,
serverOnlyPortraitSpringEmissaryMaleT3,,serverOnlyPortraitSpringEmissaryMaleT3Step,,Win through Spring '17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Spring '17 Events,,,,,,
serverOnlyPortraitSpringEmissaryMaleT4,,serverOnlyPortraitSpringEmissaryMaleT4Step,,Win through Spring '17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Spring '17 Events,,,,,,
serverOnlyPortraitSpringEmissaryFemaleT1,,serverOnlyPortraitSpringEmissaryFemaleT1Step,,Win through Spring '17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Spring '17 Events,,,,,,
serverOnlyPortraitSpringEmissaryFemaleT2,,serverOnlyPortraitSpringEmissaryFemaleT2Step,,Win through Spring '17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Spring '17 Events,,,,,,
serverOnlyPortraitSpringEmissaryFemaleT3,,serverOnlyPortraitSpringEmissaryFemaleT3Step,,Win through Spring '17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Spring '17 Events,,,,,,
serverOnlyPortraitSpringEmissaryFemaleT4,,serverOnlyPortraitSpringEmissaryFemaleT4Step,,Win through Spring '17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Spring '17 Events,,,,,,
serverOnlySpringBonusBreedingTokens,,serverOnlySpringBonusBreedingTokensStep,,Win through Spring '17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Spring '17 Events,,,,,,
serverOnlySpringFoodProductionBonus,,serverOnlySpringFoodProductionBonusStep,,Win through Spring '17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Spring '17 Events,,,,,,
serverOnlySpringWoodProductionBonus,,serverOnlySpringWoodProductionBonusStep,,Win through Spring '17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Spring '17 Events,,,,,,
serverOnlyPortraitArboriusKnightT1,,serverOnlyPortraitArboriusKnightT1Step,,Win through Spring '17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Spring '17 Events,,,,,,
serverOnlyPortraitArboriusKnightT2,,serverOnlyPortraitArboriusKnightT2Step,,Win through Spring '17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Spring '17 Events,,,,,,
serverOnlyPortraitArboriusKnightT3,,serverOnlyPortraitArboriusKnightT3Step,,Win through Spring '17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Spring '17 Events,,,,,,
serverOnlyPortraitKelsisKnightT1,,serverOnlyPortraitKelsisKnightT1Step,,Win through Summer '17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Summer '17 Events,,,,,,
serverOnlyPortraitKelsisKnightT2,,serverOnlyPortraitKelsisKnightT2Step,,Win through Summer '17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Summer '17 Events,,,,,,
serverOnlyPortraitKelsisKnightT3,,serverOnlyPortraitKelsisKnightT3Step,,Win through Summer '17 Events,,,,image_quest_03.png,,,0,,,,0,0,0,0,Win through Summer '17 Events,,,,,,
