identifier,inBundle,zip_files,h
prj_drg_oasisWar.part,0,defaultParticle.png|fx_Smoke04_gry_Ssu.png|fx_Smoke05_gry_Ssu.png|fx_smoke2x2.png|prj_drg_oasisWar_LOD00.part|prj_drg_oasisWar_LOD01.part|prj_drg_oasisWar_LOD02.part,
ptl_stormSuper_wisp.part,0,defaultParticle.png|fx_Flare_02.png|fx_flare_multiple.png|ptl_stormSuper_wisp.part|ptl_stormSuper_wisp_LOD01.part,
imp_drg_lightningFamiliar_flame_hit.part,0,fx_flrstr01_Ssu_grey.png|fx_wave_01.png|imp_drg_lightningFamiliar_flame_hit_LOD00.part|ptl_airBreath_litBluePuff_dif.png,
imp_execute_miss.part,0,fx_Smoke05_gry_Ssu.png|fx_flare.png|imp_execute_miss_LOD00.part|imp_execute_miss_LOD01.part|imp_execute_miss_LOD02.part|ptl_narrowParticle_dif.png,
amb_drg_unicorn_BackGlow.part,0,amb_drg_unicorn_BackGlow_LOD00.part|fx_flare.png|fx_ring_15.png,
vfx_wisp_trail_shadow.part,0,fx_flare_multiple.png|fx_wave_01.png|vfx_wisp_trail_shadow.part,
prj_drg_starlight_Space.part,0,fx_debris_Cloud_01.png|fx_fire01_Ssu.png|fx_flrstr01_Ssu_grey.png|fx_smoke2x2_gry.png|prj_drg_starlight_Space_LOD00.part|prj_drg_starlight_Space_LOD01.part|prj_drg_starlight_Space_LOD02.part,
bld_earthFlak_earthHPBoost.part,0,bld_earthFlak_earthHPBoost_LOD00.part|fx_UI_arrow_01.png|fx_flareLens2x2_rgb_Ssu.png|fx_flrstr01_Ssu_grey.png|fx_spiral_01.png,
imp_drg_seaSail_hit.part,0,fx_dust2x2.png|fx_flrstr01_Ssu_grey.png|fx_water_splash_2x2.png|imp_drg_seaSail_hit_LOD00.part|imp_drg_seaSail_hit_LOD01.part|imp_drg_seaSail_hit_LOD02.part,
ptl_drg_desiccating_sand_impact.part,0,fx_debris_Cloud_01.png|fx_flash_01.png|fx_smoke01_gry_Ssu.png|ptl_drg_desiccating_sand_impact.part|ptl_drg_desiccating_sand_impact_LOD00.part|ptl_drg_desiccating_sand_impact_LOD01.part,
ptl_heal_spell.part,0,defaultParticle.png|fx_Flare_02.png|ptl_heal_spell.part|ptl_heal_spell_LOD01.part,
amb_drg_DwarfTunnel_mouth_fire.part,0,amb_drg_DwarfTunnel_mouth_fire_LOD00.part|amb_drg_DwarfTunnel_mouth_fire_LOD01.part|amb_drg_DwarfTunnel_mouth_fire_LOD02.part|fx_flrstr01_Ssu_grey.png|fx_smoke2x2.png,
spl_riptide_mist.part,0,fx_flare.png|fx_smoke01_gry_Ssu.png|fx_water_splash_2x2.png|spl_riptide_mist_LOD00.part|spl_riptide_mist_LOD01.part|spl_riptide_mist_LOD02.part,
spl_eruption_glow.part,0,fx_beam_gost.png|fx_flareLens2x2_rgb_Ssu.png|fx_ring_03.png|fx_smoke_gry_Ssu.png|fx_water_splash_2x2.png|spl_eruption_glow_LOD00.part|spl_eruption_glow_LOD01.part|spl_eruption_glow_LOD02.part,
imp_drg_owlSuper_miss.part,0,fx_debris_Cloud_01.png|fx_dust2x2.png|fx_flrstr01_Ssu_grey.png|imp_drg_owlSuper_miss_LOD00.part|imp_drg_owlSuper_miss_LOD01.part|imp_drg_owlSuper_miss_LOD02.part,
FireBurnSuper_01.part,0,FireBurnSuper_01_LOD00.part|FireBurnSuper_01_LOD01.part|FireBurnSuper_01_LOD02.part|fx_cherryBlossom_2x2_Aar.png|fx_fire02_Ssu.png|fx_flare.png|fx_smoke2x2.png,
vfx_wisp_trail_red.part,0,fx_flare_multiple.png|fx_flare_rays.png|fx_smoke2x2.png|vfx_wisp_trail_red.part,
spl_everlastingHunt_rising.part,0,fx_feathers.png|fx_fire04_Ssu.png|fx_flrstr01_Ssu_grey.png|fx_lightBeam01_gry_Ssu.png|spl_everlastingHunt_rising_LOD00.part|spl_everlastingHunt_rising_LOD01.part|spl_everlastingHunt_rising_LOD02.part,
ptl_bld_breeding_castle_03.part,1,defaultParticle.png|fx_smoke2x2.png|fx_smoke_gry_Ssu.png|ptl_bld_breeding_castle_03_LOD00.part|ptl_bld_breeding_castle_03_LOD01.part|ptl_bld_breeding_castle_03_LOD02.part,
spl_crestingWave_sphere.part,0,fx_smoke_wispy_2x2.png|fx_wave_01.png|spl_crestingWave_sphere_LOD00.part|spl_crestingWave_sphere_LOD01.part|spl_crestingWave_sphere_LOD02.part,
prj_drg_evilEye.part,0,fx_beamLaser1x4_Ssu_gry.png|fx_flare.png|fx_flareLens2x2_rgb_Ssu.png|fx_flrstr01_Ssu_grey.png|prj_drg_evilEye_LOD00.part|prj_drg_evilEye_LOD01.part|prj_drg_evilEye_LOD02.part,
spl_elemental_bubble.part,0,fx_bubble.png|fx_flareLens2x2_rgb_Ssu.png|fx_flrstr01_Ssu_grey.png|fx_rainbow.png|ptl_sparks_dif.png|spl_elemental_bubble_LOD00.part|spl_elemental_bubble_LOD01.part|spl_elemental_bubble_LOD02.part,
ptl_bld_breeding_castle_halloween_01.part,0,defaultParticle.png|fx_smoke2x2.png|fx_smoke_gry_Ssu.png|ptl_bld_breeding_castle_halloween_01_LOD00.part|ptl_bld_breeding_castle_halloween_01_LOD01.part|ptl_bld_breeding_castle_halloween_01_LOD02.part,
ptl_shockedBase.part,0,fx_elect_06.png|fx_elect_07.png|fx_elect_blue_2x2.png|fx_flare_multiple.png|ptl_shockedBase.part|ptl_shockedBase_LOD01.part|ptl_shockedBase_LOD02.part|ptl_sparks_dif.png|ptl_toon_anim_lightning02.png,
imp_drg_mummy_hit.part,0,fx_debris_Cloud_01.png|fx_dust2x2.png|fx_flare.png|imp_drg_mummy_hit_LOD00.part|imp_drg_mummy_hit_LOD01.part|imp_drg_mummy_hit_LOD02.part,
spl_mindControl_active.part,0,fx_beam_gost.png|fx_lightBeam01_gry_Ssu.png|fx_spiral_02.png|spl_mindControl_active_LOD00.part|spl_mindControl_active_LOD01.part|spl_mindControl_active_LOD02.part|sucking.pod,
amb_drg_undead_Revenant_bloodChomp.part,0,amb_drg_undead_Revenant_bloodChomp_LOD00.part|fx_meat_01.png|fx_water_splash_2x2.png,
spl_cripplingChill_ready.part,0,spl_cripplingChill_ready_LOD00.part,
z_beam_from_sky_cool.part,0,defaultParticle.png|fx_beamLaser1x4_Ssu_gry.png|fx_light_ray_03.png|fx_line_gradSides.png|fx_smoke_round.png|fx_smoke_wispy_2x2.png|z_beam_from_sky_cool.part,
spl_rainbowShot_projectile.part,0,fx_flareLens2x2_rgb_Ssu.png|fx_flrstr01_Ssu_grey.png|spl_rainbowShot_projectile_LOD00.part|spl_rainbowShot_projectile_LOD01.part|spl_rainbowShot_projectile_LOD02.part|sucking.pod,
spl_touchOfTheDeep_spell_impact_02.part,0,fx_beam_gost.png|fx_debris_Cloud_01.png|fx_flareLens2x2_rgb_Ssu.png|fx_smoke2x2.png|fx_smoke_round.png|spl_touchOfTheDeep_spell_impact_02_LOD00.part|sucking.pod,
amb_env_swirlingSnow.part,0,amb_env_swirlingSnow_LOD00.part|fx_smoke01_gry_Ssu.png|fx_smoke_round.png,
imp_drg_chroma_hit.part,0,defaultParticle.png|fx_fire03_Ssu.png|fx_smoke2x2.png|fx_water_drops.png|imp_drg_chroma_hit_LOD00.part|imp_drg_chroma_hit_LOD01.part|imp_drg_chroma_hit_LOD02.part,
imp_drg_japanRonin_hit.part,0,fx_dust2x2.png|fx_elect_blue_2x2.png|fx_flare.png|imp_drg_japanRonin_hit_LOD00.part|imp_drg_japanRonin_hit_LOD01.part|imp_drg_japanRonin_hit_LOD02.part,
instakill_Hit_01.part,0,fx_elect_01.png|fx_fireBall_01.png|instakill_Hit_01_LOD00.part|instakill_Hit_01_LOD01.part,
ptl_drg_undead_flame_01.part,0,fx_smoke2x2.png|fx_water_drops.png|ptl_drg_undead_flame_01_LOD00.part|ptl_drg_undead_flame_01_LOD01.part,
spl_frostShield_iceShield_part3.part,0,fx_flare.png|fx_frost_01.png|fx_smoke_wispy_2x2.png|fx_snowflakes_01.png|spl_frostShield_iceShield_part3_LOD00.part|spl_frostShield_iceShield_part3_LOD01.part|spl_frostShield_iceShield_part3_LOD02.part,
amb_drg_Jaguar_dustFly.part,0,amb_drg_Jaguar_dustFly_LOD00.part|amb_drg_Jaguar_dustFly_LOD01.part|fx_debris_Cloud_01.png|fx_smoke2x2.png,
ptl_flameTurretSpecial_Initiate.part,0,fx_flareLens2x2_rgb_Ssu.png|fx_smoke2x2.png|poisonWisp_dif.png|ptl_flameTurretSpecial_Initiate.part|ptl_flameTurretSpecial_Initiate_LOD01.part,
ptl_drg_fire_proj_impact_02.part,1,defaultParticle.png|ptl_airBreath_litBluePuff_dif.png|ptl_drg_fire_proj_impact_02.part|ptl_drg_fire_proj_impact_02_LOD01.part|ptl_drg_fire_proj_impact_02_LOD02.part,
spl_everlastingHunt_heal.part,0,fx_UI_health.png|fx_ring_02.png|spl_everlastingHunt_heal_LOD00.part|spl_everlastingHunt_heal_LOD01.part|spl_everlastingHunt_heal_LOD02.part,
spl_harrowingBolt_explosion.part,0,fx_flareLens2x2_rgb_Ssu.png|spl_harrowingBolt_explosion_LOD00.part,
amb_drg_voidTentacle_bloodWings.part,0,amb_drg_voidTentacle_bloodWings.part|fx_water_splash_2x2.png,
ptl_drg_noxious_vines_proj.part,0,fx_smoke01_gry_Ssu.png|fx_vines_1x4.png|ptl_drg_noxious_vines_proj.part|ptl_drg_noxious_vines_proj_LOD00.part|ptl_drg_noxious_vines_proj_LOD01.part|ptl_drg_noxious_vines_proj_LOD02.part,
ptl_drg_snowdrift_charge.part,0,fx_flash_01.png|fx_smoke01_gry_Ssu.png|fx_vines_1x4.png|ptl_drg_snowdrift_charge_LOD00.part,
ptl_AOE_fireball.part,0,fx_debris_woodChips_2x2.png|fx_fire04_Ssu.png|fx_fireBall_02.png|fx_flareLens2x2_rgb_Ssu.png|fx_flare_rays.png|fx_smoke01_gry_Ssu.png|ptl_AOE_fireball.part|ptl_AOE_fireball_LOD01.part|ptl_AOE_fireball_LOD02.part,
interactive_beam.part,0,fx_line_gradSides.png|interactive_beam_LOD00.part,
prj_drg_tundra.part,0,defaultParticle.png|fx_Smoke05_gry_Ssu.png|fx_crystalShards_2x3.png|fx_debris_Cloud_01.png|fx_smoke2x2.png|fx_water_splash_2x2.png|prj_drg_tundra_LOD00.part|prj_drg_tundra_LOD01.part|prj_drg_tundra_LOD02.part,
imp_drg_seaCoral_hit.part,0,fx_smoke2x2.png|fx_water_splash_2x2.png|imp_drg_seaCoral_hit_LOD00.part|imp_drg_seaCoral_hit_LOD01.part|imp_drg_seaCoral_hit_LOD02.part,
ptl_flux_initiate.part,0,Smoke_Thin_01.png|fx_flare_multiple.png|fx_ring_11.png|fx_smoke01_gry_Ssu.png|fx_smoke_round.png|fx_spiral_02.png|ptl_flux_initiate.part,
VFX_eventIsland_amb_fire_orange.part,0,VFX_eventIsland_amb_fire_orange_LOD00.part|VFX_eventIsland_amb_fire_orange_LOD01.part|VFX_eventIsland_amb_fire_orange_LOD02.part|defaultParticle.png|fx_fire02_Ssu.png,
spl_purifyingAegis_death.part,0,fx_flare.png|fx_light_ray_01.png|fx_ring_13.png|fx_ring_glint_01.png|hemisphere_unwrapped.pod|spl_purifyingAegis_death_LOD00.part|spl_purifyingAegis_death_LOD01.part|spl_purifyingAegis_death_LOD02.part,
amb_drg_maskedRedDeath_mouthSmoke.part,0,amb_drg_maskedRedDeath_mouthSmoke.part|fx_dust2x2.png,
prj_drg_fullMoon.part,0,defaultParticle.png|fx_fire01_Ssu.png|fx_flareLens2x2_rgb_Ssu.png|fx_water_splash_2x2.png|prj_drg_fullMoon_LOD00.part|prj_drg_fullMoon_LOD01.part|prj_drg_fullMoon_LOD02.part,
ptl_lockdown_proj_01.part,0,fx_smoke2x2.png|fx_wave_01.png|poisonWisp_dif.png|ptl_lockdown_proj_01.part|ptl_lockdown_proj_01_LOD01.part,
amb_drg_golemWater_water_death.part,0,amb_drg_golemWater_water_death.part|fx_water_splash_2x2.png,
imp_drg_abyssalAngler_hit.part,0,defaultParticle.png|fx_smoke01_gry_Ssu.png|imp_drg_abyssalAngler_hit_LOD00.part|imp_drg_abyssalAngler_hit_LOD01.part|imp_drg_abyssalAngler_hit_LOD02.part,
spl_frostShield_iceShield_part1.part,0,fx_flare.png|fx_frost_01.png|fx_smoke_wispy_2x2.png|fx_snowflakes_01.png|spl_frostShield_iceShield_part1_LOD00.part|spl_frostShield_iceShield_part1_LOD01.part|spl_frostShield_iceShield_part1_LOD02.part,
imp_drg_marshBolt_hit.part,0,fx_DustDebris02_Ssu_rgb.png|fx_flrstr01_Ssu_grey.png|fx_water_splash_2x2.png|imp_drg_marshBolt_hit_LOD00.part|imp_drg_marshBolt_hit_LOD01.part|imp_drg_marshBolt_hit_LOD02.part,
amb_drg_undead_wraith_eyes_v2.part,0,amb_drg_undead_wraith_eyes_v2_LOD00.part|amb_drg_undead_wraith_eyes_v2_LOD01.part|amb_drg_undead_wraith_eyes_v2_LOD02.part|defaultParticle.png|fx_smoke_wispy_2x2.png,
flame_thrower01_New.part,1,flame_thrower01_New_LOD00.part|flame_thrower01_New_LOD01.part|fx_fire01_Ssu.png,
spl_writhe_burst.part,0,fx_flare.png|fx_flrstr01_Ssu_grey.png|fx_ring_01.png|fx_smoke_Distortion.png|spl_writhe_burst_LOD00.part,
prj_drg_feyBloodmoon.part,0,fx_Smoke05_gry_Ssu.png|fx_cloud_storm_base_2x2.png|fx_flash_01.png|prj_drg_feyBloodmoon_LOD00.part|prj_drg_feyBloodmoon_LOD01.part|prj_drg_feyBloodmoon_LOD02.part,
imp_drg_oni_hit.part,0,fx_Smoke05_gry_Ssu.png|fx_dust2x2.png|fx_flrstr01_Ssu_grey.png|imp_drg_oni_hit_LOD00.part|imp_drg_oni_hit_LOD01.part|imp_drg_oni_hit_LOD02.part,
prj_drg_mindSpike.part,0,fx_dust2x2.png|fx_flrstr01_Ssu_grey.png|fx_icePatch_01.png|fx_wave_01.png|icicle_2.pod|prj_drg_mindSpike_LOD00.part|prj_drg_mindSpike_LOD01.part|prj_drg_mindSpike_LOD02.part,
imp_drg_unicorn_miss.part,0,fx_dust2x2.png|fx_fire02_Ssu.png|imp_drg_unicorn_miss_LOD00.part|imp_drg_unicorn_miss_LOD01.part|imp_drg_unicorn_miss_LOD02.part,
spl_execute_sphere.part,0,fx_ring_glint_02.png|fx_smoke_wispy_2x2.png|fx_wave_01.png|spl_execute_sphere_LOD00.part,
ptl_stormTower_initiate.part,0,fx_Flare_02.png|fx_flareLens2x2_rgb_Ssu.png|ptl_stormTower_initiate.part|ptl_stormTower_initiate_LOD01.part,
ptl_drg_shield_03.part,0,fx_ring_13.png|ptl_drg_shield_03.part|ptl_drg_shield_03_LOD01.part,
amb_drg_dwarfGryffin_flame.part,0,amb_drg_dwarfGryffin_flame_LOD00.part|amb_drg_dwarfGryffin_flame_LOD01.part|amb_drg_dwarfGryffin_flame_LOD02.part|fx_debris_Cloud_01.png|fx_smoke01_gry_Ssu.png|fx_wave_01.png,
ptl_earthquake_spell_buildup_01.part,0,Icicle.pod|fx_DustDebris02_Ssu_rgb.png|fx_smoke2x2.png|ptl_earthquake_spell_buildup_01.part|ptl_earthquake_spell_buildup_01_LOD00.part|ptl_earthquake_spell_buildup_01_LOD01.part|ptl_earthquake_spell_buildup_01_LOD02.part|rock_texture.png,
spl_iceLance_onbuilding.part,0,fx_explosion_Ssu.png|fx_fire03_Ssu.png|fx_flareLens2x2_rgb_Ssu.png|fx_flrstr01_Ssu_grey.png|fx_wave_01.png|spl_iceLance_onbuilding_LOD00.part,
spl_markOfHunger_onBuilding.part,0,fx_flrstr01_Ssu_grey.png|fx_ring_08.png|fx_teeth_crunch.png|spl_markOfHunger_onBuilding_LOD00.part|spl_markOfHunger_onBuilding_LOD01.part|spl_markOfHunger_onBuilding_LOD02.part,
prj_drg_isolation.part,0,defaultParticle.png|fx_beamLaser1x4_Ssu_gry.png|fx_flare_03.png|prj_drg_isolation_LOD00.part|prj_drg_isolation_LOD01.part|prj_drg_isolation_LOD02.part,
prj_drg_furnace.part,0,fx_dust2x2.png|fx_fire01_Ssu.png|fx_smoke01_gry_Ssu.png|prj_drg_furnace_LOD00.part|prj_drg_furnace_LOD01.part|prj_drg_furnace_LOD02.part,
UI_wm_battleBase.part,0,UI_wm_battleBase_LOD00.part|defaultParticle.png|fx_fireBall_01.png|fx_hexagon.png|fx_smoke2x2.png,
ptl_elementalFlakDarkInitiateShot.part,0,fx_flash_01.png|fx_light_ray_02.png|fx_smoke_round.png|ptl_elementalFlakDarkInitiateShot.part|ptl_elementalFlakDarkInitiateShot_LOD00.part|ptl_elementalFlakDarkInitiateShot_LOD01.part|ptl_elementalFlakDarkInitiateShot_LOD02.part,
VFX_eventIsland_amb_fire_Red.part,0,VFX_eventIsland_amb_fire_Red_LOD00.part|VFX_eventIsland_amb_fire_Red_LOD01.part|defaultParticle.png|fx_fire04_Ssu.png|fx_fireBall_01.png,
prj_drg_starlight.part,0,defaultParticle.png|fx_fire01_Ssu.png|fx_fire02_Ssu.png|fx_smoke2x2_gry.png|prj_drg_starlight_LOD00.part|prj_drg_starlight_LOD01.part|prj_drg_starlight_LOD02.part,
spl_pillagingFlames.part,0,fx_fire01_Ssu.png|fx_flrstr01_Ssu_grey.png|fx_smoke2x2.png|spl_pillagingFlames_LOD00.part|spl_pillagingFlames_LOD01.part|spl_pillagingFlames_LOD02.part,
imp_drg_monsterHunter_miss.part,0,fx_Smoke05_gry_Ssu.png|fx_flare.png|fx_smoke01_gry_Ssu.png|imp_drg_monsterHunter_miss_LOD00.part|imp_drg_monsterHunter_miss_LOD01.part|imp_drg_monsterHunter_miss_LOD02.part,
amb_env_blownLeaves_brown.part,0,amb_env_blownLeaves_brown_LOD00.part|amb_env_blownLeaves_brown_LOD01.part|amb_env_blownLeaves_brown_LOD02.part|fx_leaves.png,
z_example_lightningClouds.part,0,fx_cloud_storm_base_2x2.png|fx_cloud_storm_lightning_2x2.png|z_example_lightningClouds.part,
ptl_iceTurretSuper.part,0,defaultParticle.png|fx_Flare_02.png|fx_smoke2x2.png|ptl_airBreath_litBluePuff_dif.png|ptl_iceTurretSuper.part|ptl_iceTurretSuper_LOD01.part|ptl_iceTurretSuper_LOD02.part,
ptl_drg_ice_proj_01.part,0,fx_smoke2x2.png|fx_snowflakes_01.png|fx_wave_01.png|ptl_drg_ice_proj_01.part|ptl_drg_ice_proj_01_LOD01.part,
ptl_earthquake_spell_proj.part,0,Icicle.pod|fx_debris_Cloud_01.png|fx_rock01_Ssu_gry.png|fx_smoke2x2.png|ptl_earthquake_spell_proj.part|ptl_earthquake_spell_proj_LOD00.part|ptl_earthquake_spell_proj_LOD01.part|ptl_earthquake_spell_proj_LOD02.part|rock_texture.png,
imp_drg_voidTentacle_hit.part,0,fx_flareLens2x2_rgb_Ssu.png|fx_tentacle_anim.png|fx_water_splash_2x2.png|imp_drg_voidTentacle_hit_LOD00.part|imp_drg_voidTentacle_hit_LOD01.part|imp_drg_voidTentacle_hit_LOD02.part,
ptl_bld_volcano_mon_trench_halloween.part,0,fx_smoke01_gry_Ssu.png|ptl_bld_volcano_mon_trench_halloween_LOD00.part|ptl_bld_volcano_mon_trench_halloween_LOD01.part|ptl_bld_volcano_mon_trench_halloween_LOD02.part,
spl_whirlpool_impact.part,0,fx_bubble.png|fx_flrstr01_Ssu_grey.png|fx_spiral_02.png|fx_waterSplash_round.png|fx_water_splash_2x2.png|spl_whirlpool_impact_LOD00.part|spl_whirlpool_impact_LOD01.part|spl_whirlpool_impact_LOD02.part,
spl_undertow.part,0,fx_flare.png|fx_ring_10.png|fx_spiral_02.png|fx_water_splash_2x2.png|spl_undertow_LOD00.part|spl_undertow_LOD01.part|spl_undertow_LOD02.part,
ptl_Gold_fireBall_temp.part,0,fx_flareLens2x2_rgb_Ssu.png|fx_ring_glint_01.png|poisonWisp_dif.png|ptl_Gold_fireBall_temp.part|ptl_Gold_fireBall_temp_LOD01.part|ptl_Gold_fireBall_temp_LOD02.part,
prj_drg_dragonFireMissile.part,0,fx_fire02_Ssu.png|fx_smoke01_gry_Ssu.png|fx_smoke_directional.png|prj_drg_dragonFireMissile_LOD00.part|prj_drg_dragonFireMissile_LOD01.part|prj_drg_dragonFireMissile_LOD02.part,
VFX_eventIsland_emerge_splash_ring.part,0,VFX_eventIsland_emerge_splash_ring_LOD00.part|VFX_eventIsland_emerge_splash_ring_LOD01.part|fx_smoke2x2.png|fx_water_splash_2x2.png|waterSplash_01.png,
amb_drg_celestialCorrupt_eyeBlink.part,0,amb_drg_celestialCorrupt_eyeBlink.part|fx_dragon_eye_blink.png,
ptl_IceTurret_Initiate.part,0,fx_flash_01.png|fx_snowflakes_01.png|ptl_IceTurret_Initiate.part|ptl_IceTurret_Initiate_LOD01.part,
soulBarrage_hit_01.part,0,fx_DustDebris02_Ssu_rgb.png|fx_elect_04.png|fx_light_ray_01.png|fx_roots_01.png|fx_smoke01_gry_Ssu.png|fx_smoke_round.png|soulBarrage_hit_01.part,
spl_drg_staticBlast_spell_buildup.part,0,fx_elect_blue_2x2.png|fx_flrstr01_Ssu_grey.png|spl_drg_staticBlast_spell_buildup_LOD00.part|spl_drg_staticBlast_spell_buildup_LOD01.part|spl_drg_staticBlast_spell_buildup_LOD02.part,
prj_drg_monsterWarrior.part,0,fx_Smoke05_gry_Ssu.png|fx_fire01_Ssu.png|fx_fire03_Ssu.png|prj_drg_monsterWarrior_LOD00.part|prj_drg_monsterWarrior_LOD01.part|prj_drg_monsterWarrior_LOD02.part,
ptl_spell_purifyingAegis_impact.part,0,fx_flare_multiple.png|fx_ring_11.png|ptl_spell_purifyingAegis_impact_LOD00.part,
elemenalFlakDarkExplosion.part,0,elemenalFlakDarkExplosion.part|fx_splat_01.png,
imp_tidalSurge_miss.part,0,defaultParticle.png|fx_smoke2x2.png|fx_waterSplash_round.png|fx_water_splash_2x2.png|imp_tidalSurge_miss_LOD00.part|imp_tidalSurge_miss_LOD01.part|imp_tidalSurge_miss_LOD02.part,
spl_bloodMist_end.part,0,fx_dust2x2.png|fx_flareLens2x2_rgb_Ssu.png|fx_water_ripple_01.png|fx_water_splash_2x2.png|spl_bloodMist_end_LOD00.part|spl_bloodMist_end_LOD01.part|spl_bloodMist_end_LOD02.part,
prj_seeker.part,0,fx_flare.png|fx_smoke2x2.png|prj_seeker_LOD00.part|prj_seeker_LOD01.part|prj_seeker_LOD02.part,
amb_bld_dragonAtlas_compass_gold.part,0,amb_bld_dragonAtlas_compass_gold_LOD00.part|amb_bld_dragonAtlas_compass_gold_LOD01.part|amb_bld_dragonAtlas_compass_gold_LOD02.part|fx_UI_select_01.png|fx_UI_wm_forcefield_01.png|fx_flrstr01_Ssu_grey.png|fx_light_ray_03.png|vfx_flare_01.png,
vfx_brazier_ice.part,0,fx_smoke01_gry_Ssu.png|fx_snowflakes_01.png|vfx_brazier_ice_LOD00.part|vfx_brazier_ice_LOD01.part|vfx_brazier_ice_LOD02.part,
amb_chr_maskedLady_fireSpirals.part,0,amb_chr_maskedLady_fireSpirals.part|fx_Smoke05_gry_Ssu.png|sucking.pod,
amb_drg_dwarfGold_flame.part,0,amb_drg_dwarfGold_flame_LOD00.part|amb_drg_dwarfGold_flame_LOD01.part|amb_drg_dwarfGold_flame_LOD02.part|fx_debris_Cloud_01.png|fx_fire01_Ssu.png|fx_smoke01_gry_Ssu.png,
spl_unnervingShriek.part,0,fx_UI_arrow_01.png|fx_debris_Cloud_01.png|fx_smoke01_gry_Ssu.png|spl_unnervingShriek_LOD00.part|spl_unnervingShriek_LOD01.part|spl_unnervingShriek_LOD02.part,
amb_env_drain_splash.part,0,amb_env_drain_splash.part|fx_smoke2x2.png|fx_waterSplash_round.png,
shield_invert_spell.part,0,fx_elect_01.png|shield_invert_spell_LOD00.part|shield_invert_spell_LOD01.part,
spl_dragonfireMissile_rage.part,0,fx_UI_rage.png|fx_flrstr01_Ssu_grey.png|fx_ring_03.png|spl_dragonfireMissile_rage_LOD00.part|spl_dragonfireMissile_rage_LOD01.part|spl_dragonfireMissile_rage_LOD02.part,
imp_drg_natureSorcerer_hit.part,0,fx_fire03_Ssu.png|fx_flare_rays.png|fx_flrstr01_Ssu_grey.png|fx_smoke2x2.png|imp_drg_natureSorcerer_hit_LOD00.part|imp_drg_natureSorcerer_hit_LOD01.part|imp_drg_natureSorcerer_hit_LOD02.part,
vfx_wisp_trail_purple.part,0,defaultParticle.png|fx_flare_multiple.png|fx_flare_rays.png|fx_smoke2x2.png|vfx_wisp_trail_purple.part,
ragnarok_hit_01.part,0,fx_flrstr01_Ssu_grey.png|fx_ring_01.png|fx_smoke2x2.png|ragnarok_hit_01.part,
spl_absorbMagic_shield.part,0,fx_flare.png|fx_pentagram.png|fx_ring_glint_01.png|fx_smoke2x2.png|fx_smoke_wispy_2x2.png|spl_absorbMagic_shield_LOD00.part|spl_absorbMagic_shield_LOD01.part|spl_absorbMagic_shield_LOD02.part,
amb_drg_chariot_headFire.part,0,amb_drg_chariot_headFire_LOD00.part|amb_drg_chariot_headFire_LOD01.part|amb_drg_chariot_headFire_LOD02.part|fx_fire02_Ssu.png|fx_hair_2x2.png|fx_smoke01_gry_Ssu.png,
imp_drg_iceLance_hit.part,0,fx_debris_Cloud_01.png|fx_dust2x2.png|fx_flareLens2x2_rgb_Ssu.png|fx_flrstr01_Ssu_grey.png|fx_glsprt01_Ssu_gry.png|imp_drg_iceLance_hit_LOD00.part|imp_drg_iceLance_hit_LOD01.part|imp_drg_iceLance_hit_LOD02.part,
ptl_cannonNDEBossinitiate.part,0,fx_ring_08.png|fx_smoke2x2.png|fx_smoke_round.png|ptl_cannonNDEBossinitiate.part,
prj_drg_seaGoddess_recharging.part,0,fx_flrstr01_Ssu_grey.png|fx_smoke_wispy_2x2.png|prj_drg_seaGoddess_recharging_LOD00.part|prj_drg_seaGoddess_recharging_LOD01.part|prj_drg_seaGoddess_recharging_LOD02.part,
ptl_onHit_iceTurret_BasicAOE.part,0,fx_flareLens2x2_rgb_Ssu.png|fx_snowflakes_01.png|poisonWisp_dif.png|ptl_onHit_iceTurret_BasicAOE_LOD01.part|ptl_onHit_iceTurret_BasicAOE_LOD02.part,
ptl_acidSpit_sphere.part,0,fx_elect_02.png|fx_elect_03.png|fx_elect_06.png|fx_flash_01.png|fx_ring_08.png|fx_smoke_round.png|ptl_acidSpit_sphere.part,
ptl_drg_dissipate_burst.part,0,fx_leaves.png|fx_ring_glint_01.png|fx_smoke_round.png|ptl_drg_dissipate_burst_LOD00.part|ptl_drg_dissipate_burst_LOD01.part|ptl_drg_dissipate_burst_LOD02.part,
umbral_spike_hit_01.part,0,fx_flrstr01_Ssu_grey.png|fx_ring_01.png|fx_smoke2x2.png|umbral_spike_hit_01.part|umbral_spike_hit_01_LOD00.part|umbral_spike_hit_01_LOD01.part|umbral_spike_hit_01_LOD02.part,
ptl_tectonic_tomb_shield_dis.part,0,fx_debris_Cloud_01.png|fx_ring_01.png|fx_rock01_Ssu_gry.png|fx_smoke2x2.png|ptl_tectonic_tomb_shield_dis.part|ptl_tectonic_tomb_shield_dis_LOD00.part|ptl_tectonic_tomb_shield_dis_LOD01.part|ptl_tectonic_tomb_shield_dis_LOD02.part,
spl_holidayHelper_projectile.part,0,fx_debris_Cloud_01.png|fx_dust2x2.png|fx_snowflakes_01.png|spl_holidayHelper_projectile_LOD00.part|spl_holidayHelper_projectile_LOD01.part|spl_holidayHelper_projectile_LOD02.part,
imp_drg_starlight_miss.part,0,fx_fireBall_02.png|imp_drg_starlight_miss_LOD00.part|ptl_airBreath_litBluePuff_dif.png,
