identifier,inBundle,type,iapIdentifier,chainIdentifier,name,title,subtitle,enabled,eligibleForDailyOffer,revInCents,defaultLocalizedPrice,defaultLocalizedPriceValue,sale,sandboxNumber,backgroundImageFilename,itemImageFilename,itemImageFilenameV2,dailyOfferStoreImageFilename,dailyOfferFullScreenImageFilename,giftType,rewardIdentifier,useGenericPurchasedPopup,achievementsToMakeVisible,achievementsToMakeInvisible,purchaseTimes,contentImageFileName,multiplier,listPriority,shouldRestrictPurchaseIfContentsOwned,extraInfo,haveRightToLeftImage,skuTag,isGiftable,isOnlyGiftable,cooldownMinutes,isAtlasPack,selectablePack,selectableText,h
daily_offer_8j,0,ValuePack,daily_offer_8j,daily_offer_8j,Daily Offer,Daily Offer,Exclusive Limited Time Offer for You!,0,1,7000,$99.99,99.99,,0,valuePack_bg_normal04.png,valuePack_bg_Normal_item04.png,valuePack_bg_Normal_item04_v2.jpg,dailyOffer_bg_packCell01.png,dailyOffer_bg_content01.png,Gold,daily_offer_8j,0,,,,valuePack_normal_content04.png,3.4,99,,,,,0,0,,0,,,
coldblood_pack,0,ValuePack,value_pack_9e,coldblood_packChain,Coldblood Pack,Coldblood Pack,Chill Out with the Coldblood Pack!,0,0,1400,$19.99,19.99,,0,WD_FrostwreathValuePack_iap_front.png,valuePack_bg_Normal_item01.png,WD_FrostwreathValuePack_iap_front.png,,,Gold,coldblood_pack,0,,,,WD_FrostwreathValuePack_iap.png,4,2,,,,SALE!,0,0,1440,0,,,
b_mage_hp_pack,0,ValuePack,value_pack_5e,b_mage_hp_packChain,Mythic Blue Mage HP Pack,Mythic Blue Mage HP Pack,Get A Mythic Blue Mage HP Rune!,0,0,1400,$19.99,19.99,,0,WD_WithermoonRunePack_iap_front.png,valuePack_bg_Normal_item01.png,WD_WithermoonRunePack_iap_front.png,,,Gold,b_mage_hp_pack,0,,,1,WD_WithermoonRunePack_iap.png,4,3,,,,RUNE!,0,0,,0,,,
withermoon_sigil_pack_t1,0,ValuePack,value_pack_7f,withermoon_sigil_pack_t1Chain,Shadow Sigil Pack,Shadow Sigil Pack,Welcome Withermoon with Sigils,0,0,700,$9.99,9.99,,0,WD_WithermoonSigilValuePack_iap_Tier1_front.png,valuePack_bg_Normal_item01.png,WD_WithermoonSigilValuePack_iap_Tier1_front.png,,,Gold,withermoon_sigil_pack_t1,0,,,,WD_WithermoonSigilValuePack_Tier1_iap.png,3,2,,,,SIGILS!,0,0,1440,0,,,
withermoon_sigil_pack_t2,0,ValuePack,vp_seasonal4999,withermoon_sigil_pack_t2Chain,Umbral Sigil Pack,Umbral Sigil Pack,Welcome Withermoon with Sigils,0,0,3500,$49.99,49.99,,0,WD_WithermoonSigilValuePack_iap_Tier2_front.png,valuePack_bg_Normal_item01.png,WD_WithermoonSigilValuePack_iap_Tier2_front.png,,,Gold,withermoon_sigil_pack_t2,0,,,,WD_WithermoonSigilValuePack_Tier2_iap.png,4,3,,,,SIGILS!,0,0,1440,0,,,
withermoon_sigil_pack_t3,0,ValuePack,value_pack_9i,withermoon_sigil_pack_t3Chain,Lunacy Sigil Pack,Lunacy Sigil Pack,Welcome Withermoon with Sigils,0,0,7000,$99.99,99.99,,0,WD_WithermoonSigilValuePack_iap_Tier3_front.png,valuePack_bg_Normal_item01.png,WD_WithermoonSigilValuePack_iap_Tier3_front.png,,,Gold,withermoon_sigil_pack_t3,0,,,,WD_WithermoonSigilValuePack_Tier3_iap.png,5,4,,,,SIGILS!,0,0,1440,0,,,
iceflak_hp_pack,0,ValuePack,value_pack_3c,iceflak_hp_packChain,Ice Flak Rune Pack,Ice Flak Rune Pack,Power Up Your Ice Flak Towers!,0,0,3500,$49.99,49.99,,0,WD_GenericRuneValuePack_iap_front.png,valuePack_bg_Normal_item01.png,WD_GenericRuneValuePack_iap_front.png,,,Gold,iceflak_hp_pack,0,,,1,WD_GenericRuneValuePack_iap.png,4,5,,,,SALE!,0,0,,0,,,
elemental_ember_pack_t1,0,ValuePack,value_pack_7b,elemental_ember_pack_t1Chain,Small Ember Pack,Small Ember Pack,Power Up Your Flak Towers!,0,0,700,$9.99,9.99,,0,WD_ElementalEmberPack_Tier1_iap_front.png,valuePack_bg_Normal_item01.png,WD_ElementalEmberPack_Tier1_iap_front.png,,,Silver,elemental_ember_pack_t1,0,,,,WD_ElementalEmberPack_Tier1_iap.png,3,2,,,,EMBERS!,0,0,1440,0,,,
elemental_ember_pack_t2,0,ValuePack,value_pack_3f,elemental_ember_pack_t2Chain,Medium Ember Pack,Medium Ember Pack,Power Up Your Flak Towers!,0,0,3500,$49.99,49.99,,0,WD_ElementalEmberPack_Tier2_iap_front.png,valuePack_bg_Normal_item03.png,WD_ElementalEmberPack_Tier2_iap_front.png,,,Gold,elemental_ember_pack_t2,0,,,,WD_ElementalEmberPack_Tier2_iap.png,4,3,,,,EMBERS!,0,0,1440,0,,,
elemental_ember_pack_t3,0,ValuePack,value_pack_4d,elemental_ember_pack_t3Chain,Large Ember Pack,Large Ember Pack,Power Up Your Flak Towers!,0,0,7000,$99.99,99.99,,0,WD_ElementalEmberPack_Tier3_iap_front.png,valuePack_bg_Normal_item04.png,WD_ElementalEmberPack_Tier3_iap_front.png,,,Gold,elemental_ember_pack_t3,0,,,,WD_ElementalEmberPack_Tier3_iap.png,5,4,,,,EMBERS!,0,0,1440,0,,,!@#pjljijjnebgmhgii
