identifier,inBundle,spellNameIdentifier,spellDescriptionIdentifier,icon,spellTypes,isUsedForAmmoBuff,activeAbilityBattleText,projectileIdentifier,videoTutorial,uncommonAttributes,spellCategories,spellSoundEffects,vfxsOnBuilding,vfxsOnDragon,h
kitsuneMischief,0,spell_KitsuneMischiefSpell_spellName,spell_KitsuneMischiefSpell_spellDescription,icon_kitsuneMischief.png,blue|blue,0,kitsuneMischiefSpellText,,kitsuneMischiefSpell,empoweredIcon:icon_shadowStrike.png|empoweredActiveAbilityBattleText:empoweredBreathText,,spellStartSoundIdentifier:kitsune_mischief_cast,,dissipateCloudyMistScene:spl_kitsuneMischief_shadow.lvl|dissipateExplodeScene:spl_kitsuneMischief_burst.lvl|dissipateEndScene:spl_kitsuneMischief_end.lvl|attackPowerIncreaseParticle:spl_kitsuneMischief_Buff,
foxfireBolt,0,spell_FoxfireBoltSpell_spellName,spell_FoxfireBoltSpell_spellDescription,icon_foxfireBolt.png,white|white,0,foxfireBoltSpellText,foxfireBolt,foxfireBoltSpell,empoweredIcon:icon_foxfireBolt.png|empoweredActiveAbilityBattleText:foxfireBoltSpellText,freeTarget,spellStartSoundIdentifier:foxfire_bolt_prepare|spellReleaseSoundIdentifier:foxfire_bolt_cast,,umbralSpikePrepareParticle:foxfireBolt_grow|applyDragonParticle:ptl_heal_dragonSpell_02,
risingTemper,0,spell_RisingTemperSpell_spellName,spell_RisingTemperSpell_spellDescription,icon_risingTemper.png,passive,0,,,risingTemperSpell,,,,,,
moltenBarrier,0,spell_MoltenBarrierSpell_spellName,spell_MoltenBarrierSpell_spellDescription,icon_moltenBarrier.png,white,0,moltenBarrierSpellText,,moltenBarrierSpell,,,spellStartSoundIdentifier:molten_barrier_cast,,crystallineShieldScene:shield_moltenBarrier.lvl|crystallineDestructParticle:spl_shield_moltenBarrier_destruct|crystallineShieldDeathScene:shield_moltenBarrier_death.lvl|crystallineShieldDeathSuperScene:shield_moltenBarrier_death_super.lvl,
eruption,0,spell_EruptionSpell_spellName,spell_EruptionSpell_spellDescription,icon_eruption.png,red,0,eruptionSpellText,,eruptionSpell,,,spellStartSoundIdentifier:eruption_cast,,novaBlastScene:spl_eruption_blast.lvl|novaHPWispsParticle:spl_drg_eruption_wisp,
scatter,0,spell_ScatterSpell_spellName,spell_ScatterSpell_spellDescription,icon_scatter.png,white,0,scatterSpellText,,scatterSpell,empoweredIcon:icon_scatter.png|empoweredActiveAbilityBattleText:empoweredBreathText,,spellStartSoundIdentifier:scatter_cast,,dissipateCloudyMistScene:scatter_mist.lvl|dissipateExplodeScene:drg_scatter_burst.lvl|dissipateEndScene:drg_scatter_end.lvl|attackPowerIncreaseParticle:spl_kitsuneMischief_Buff,
ensnaringVines,0,spell_EnsnaringVinesSpell_spellName,spell_NoxiousVinesSpell_spellDescription,icon_noxiousVines.png,red,0,ensnaringVinesSpellText,noxiousVines,noxiousVinesSpell,,freeTarget,spellStartSoundIdentifier:noxious_vines_charge|spellReleaseSoundIdentifier:noxious_vines_cast,desiccatingSandBuildingScene:bld_noxiousVines.lvl,desiccatingSandPrepareParticle:ptl_drg_noxious_vines_charge,
shrineGuardian,0,spell_ShrineGuardianSpell_spellName,spell_ShrineGuardianSpell_spellDescription,icon_rage_passive.png,passive,0,shrineGuardianSpellText,,shrineGuardianSpell,,,,,,
summonWaterSpirit,0,spell_SummonWaterSpiritSpell_spellName,spell_SummonWaterSpiritSpell_spellDescription,icon_summonWaterSpirit.png,red,0,summonWaterSpiritSpellText,,summonWaterSpiritSpell,pathingEffectIdentifier:summonDragonEffect,,spellStartSoundIdentifier:warrior_summoned,,,
nourishingShadows,0,spell_NourishingShadowsSpell_spellName,spell_NourishingShadowsSpell_spellDescription,icon_nourishingShadows.png,blue,0,nourishingShadowsSpellText,,nourishingShadowsSpell,,,spellStartSoundIdentifier:nourishing_shadows_cast,,consumeScene:spl_nourishingShadows.lvl,
whirlpool,0,spell_WhirlpoolSpell_spellName,spell_WhirlpoolSpell_spellDescription,icon_whirlpool.png,white,0,whirlpoolSpellText,whirlpool,whirlpoolSpell,,,spellStartSoundIdentifier:whirlpool_prepare|spellReleaseSoundIdentifier:whirlpool_cast,lockdownBuildingScene:spl_whirlpool_net.lvl,lockdownPrepareParticle:spl_whirlpool_charge,
sandblast,0,spell_Sandblast_spellName,spell_Sandblast_spellDescription,icon_sandBlast.png,red,0,sandblastSpellText,sandblast,sandblastSpell,,freeTarget,spellStartSoundIdentifier:sandBlast_prepare|spellReleaseSoundIdentifier:sandBlast_cast,onBuildingScene:ptl_sandblast_spell_impact.lvl|freezeProjectileParticle:sandblast_effect,freezePrepareParticle:sandblast_buildup,
reefFamiliar,0,spell_ReefFamiliarSpell_spellName,spell_ReefFamiliarSpell_spellDescription,icon_reefFamiliar.png,passive,0,reefFamiliarSpellText,,reefFamiliarSpell,pathingEffectIdentifier:summonDragonEffect,,spellStartSoundIdentifier:summon_puppet_cast,,,
vaporShield,0,spell_VaporShieldSpell_spellName,spell_VaporShieldSpell_spellDescription,icon_vaporShield.png,blue|blue,0,vaporShieldSpellText,,vaporShieldSpell,empoweredIcon:icon_blastshield_01.png|empoweredActiveAbilityBattleText:blastShieldSpellText,,spellStartSoundIdentifier:vaporShield_cast,buildingExplodeParticle:ptl_charge_shield_impact_01,heatedPrepareParticle:ptl_drg_radiance_blast_01|heatBlastShieldScene:shield_vaporShield.lvl|heatedHitParticle:ptl_vaporShield_hit|heatBlastShieldSupershotDeathScene:shield_vaporShield_supershot_death.lvl,
causticSpines,0,spell_CausticSpinesSpell_spellName,spell_CausticSpinesSpell_spellDescription,icon_causticSpines.png,white,0,causticSpinesSpellText,,causticSpinesSpell,,,spellStartSoundIdentifier:causticSpines_cast,dreadfulBuildingParticle:ptl_building_intimidated,dreadfulStartParticle:ptl_drg_causticSpines,
apexPredator,0,spell_ApexPredatorSpell_spellName,spell_ApexPredatorSpell_spellDescription,icon_apexPredator.png,white,0,apexPredatorSpellText,,apexPredatorSpell,,,,,adaptiveBreathBonusScene:spl_wayOfTheBlade.lvl,
primordialBreath,0,spell_PrimordialBreathSpell_spellName,spell_PrimordialBreathSpell_spellDescription,icon_primordialBreath.png,white|white,0,primordialBreathSpellText,,primordialBreathSpell,empoweredIcon:icon_piercingbreath_01.png|empoweredActiveAbilityBattleText:piercingBreathSpellText,,spellStartSoundIdentifier:primordialBreath_cast,,heatedPiercingSuperProjectile:drg_primordialBreath_flame_piercing|heatedPiercingProjectile:drg_primordialBreath_flame_piercing|heatedPiercingStopProjectile:drg_inferno_flame_radiance,
primalShield,0,spell_PrimalShieldSpell_spellName,spell_PrimalShieldSpell_spellDescription,icon_primalShield.png,white,0,primalShieldSpellText,,primalShieldSpell,,,spellStartSoundIdentifier:primalShield_cast,buildingExplodeParticle:ptl_primal_shield_impact_01,chargedShieldSceneFile:primalShield_charged.lvl|dragonShieldExplodeParticle:ptl_primal_shield_death|chargedShieldSupershotDeathSceneFile:primal_shield_charged_supershot_death.lvl,
tanglingKelp,0,spell_TanglingKelpSpell_spellName,spell_TanglingKelpSpell_spellDescription,icon_tanglingKelp.png,white,0,tanglingKelpSpellText,,tanglingKelpSpell,,,spellStartSoundIdentifier:tanglingKelp_cast,dreadfulBuildingParticle:ptl_building_intimidated|onBuildingScene:ptl_tanglingKelp_spell_impact.lvl,dreadfulStartParticle:spl_tanglingKelp,
underwhelmingFireball,0,spell_UnderwhelmingFireball_spellName,spell_UnderwhelmingFireball_spellDescription,icon_underwhelmingFireball.png,white,0,underwhelmingFireballSpellText,underwhelmingFireball,underwhelmingFireballSpell,,circleAOE|freeTarget,spellStartSoundIdentifier:underwhelmingFireball_prepare|spellReleaseSoundIdentifier:underwhelmingFireball_cast,,aoeSpellChargeParticle:underwhelmingFireball_charge,
getAngry,0,spell_GetAngrySpell_spellName,spell_GetAngrySpell_spellDescription,icon_getAngry.png,white,0,getAngrySpellText,,getAngrySpell,,,spellStartSoundIdentifier:getAngry_cast,,energySyphonHealParticle:ptl_energy_syphon_heal|berserkProjectile:drg_getAngry_lockon,
deflectingGale,0,spell_DeflectingGaleSpell_spellName,spell_DeflectingGaleSpell_spellDescription,icon_deflectingGale.png,white,0,deflectingGaleSpellText,,deflectingGaleSpell,,,spellStartSoundIdentifier:deflectingGale_cast,deflectingGaleBuildingScene:spl_deflectingGale_hit,dodgeWindScene:deflectingGale.lvl|dodgeWindBurstScene:deflectingGaleBurst.lvl,
invokeFreezeSpell,0,spell_InvokeFreezeSpell_spellName,spell_InvokeFreezeSpell_spellDescription,icon_freeze_01.png,passive,1,invokeFreezeText,invokerFreeze,invokeFreezeSpell,,circleAOE|freeTarget,spellStartSoundIdentifier:freeze_attack_charge|spellReleaseSoundIdentifier:freeze_attack_release|spellEndSoundIdentifier:freeze_attack_hit,onBuildingScene:ptl_freeze_spell_impact_01.lvl|freezeProjectileParticle:freeze_effect,freezePrepareParticle:invokerFreeze_buildup,
crestingWave,0,spell_CrestingWaveSpell_spellName,spell_CrestingWaveSpell_spellDescription,icon_crestingWave.png,red,0,crestingWaveSpellText,crestingWave,crestingWaveSpell,empoweredIcon:icon_crestingWave.png|empoweredActiveAbilityBattleText:crestingWaveSpellText,freeTarget,spellStartSoundIdentifier:crestingWave_prepare|spellReleaseSoundIdentifier:crestingWave_cast,,umbralSpikePrepareParticle:crestingWave_grow|applyDragonParticle:ptl_heal_dragonSpell_02,
hydrostrike,0,spell_HydrostrikeSpell_spellName,spell_HydrostrikeSpell_spellDescription,icon_hydrostrike.png,red|red,0,hydrostrikeSpellText,tidalSurge,hydrostrikeSpell,empoweredIcon:icon_hydrostrike.png|empoweredActiveAbilityBattleText:hydrostrikeSpellText,freeTarget,spellStartSoundIdentifier:tidal_surge_charge|spellReleaseSoundIdentifier:tidal_surge_cast,,umbralSpikePrepareParticle:tidalSurge_grow|applyDragonParticle:ptl_heal_dragonSpell_02,
contagion,0,spell_ContagionSpell_spellName,spell_ContagionSpell_spellDescription,icon_contagion.png,white,0,contagionSpellText,,contagionSpell,,,,,adaptiveBreathBonusScene:z_empty.lvl,
delirium,0,spell_DeliriumSpell_spellName,spell_DeliriumSpell_spellDescription,icon_contagionDelirium.png,white,0,deliriumSpellText,,deliriumSpell,,,spellStartSoundIdentifier:delirium_cast,,berserkProjectile:prj_drg_delirium,
defile,0,spell_DefileSpell_spellName,spell_DefileSpell_spellDescription,icon_contagionDefile.png,white,0,defileSpellText,,defileSpell,,,spellStartSoundIdentifier:defile_cast,intimidateBuildingParticle:ptl_building_defile|intimidateBuildingPersistParticle:ptl_building_defile_persist,intimidateDragonParticle:ptl_dragon_defile,
lightningSurge,0,spell_LightningSurgeSpell_spellName,spell_LightningSurgeSpell_spellDescription,icon_lightningSurge.png,red,0,lightningSurgeSpellText,,lightningSurgeSpell,,,spellStartSoundIdentifier:lightningSurge_cast,chainLightningApplyFromSkyParticle:ptl_lightningSurge_building_shock_base|thunderstormBuildingParticle:ptl_drg_lightningSurge_impact,,
swarmStrike,0,spell_SwarmStrikeSpell_spellName,spell_SwarmStrikeSpell_spellDescription,icon_swarmStrike.png,red,0,swarmStrikeSpellText,swarmStrike,swarmStrikeSpell,,,spellStartSoundIdentifier:swarmStrike_cast,,seekerShotsScene:spl_swarmStrike.lvl,
summonSwarm,0,spell_SummonSwarmSpell_spellName,spell_SummonSwarmSpell_spellDescription,icon_summonSwarm.png,white,0,summonSwarmSpellText,drg_swarm_flame_01,summonSwarmSpell,pathingEffectIdentifier:summonDragonEffect,,spellStartSoundIdentifier:summonSwarm_cast,,,
locustCloud,0,spell_LocustCloudSpell_spellName,spell_LocustCloudSpell_spellDescription,icon_locustCloud.png,blue,0,locustCloudSpellText,,locustCloudSpell,,,spellStartSoundIdentifier:locustCloud_cast,deflectingGaleBuildingScene:spl_locustCloud_impact,dodgeWindScene:locustCloud.lvl|dodgeWindBurstScene:locustCloudBurst.lvl,
acidSpit,0,spell_AcidSpitSpell_spellName,spell_AcidSpitSpell_spellDescription,icon_acidSpit.png,white,0,acidSpitSpellText,acidSpit,acidSpitSpell,,freeTarget,spellStartSoundIdentifier:acidSpit_prepare|spellReleaseSoundIdentifier:acidSpit_cast,,instantPrepareParticle:acidSpit_grow,
mindControl,0,spell_WhispersOfMadnessSpell_spellName,spell_WhispersOfMadnessSpell_spellDescription,icon_whispersOfMadness.png,red,0,whispersOfMadnessSpellText,whispersOfMadness,whispersOfMadnessSpell,"buildingPriorityIdentifiers:mageTower,mageBlueTower,orbTowerBossNDE,cannonTowerBossNDE,archerTowerBossNDE,elementalFlakDark,elementalFlakFire,elementalFlakIce,elementalFlakWind,elementalFlakEarth,stormTower,iceTurret,fireTurret,archerTower,cannonTower,trebuchet,smokeTower,lightningTower,ballista,darkTotem,earthTotem,fireTotem,iceTotem,windTotem,archerTowerTutorial,cannonTowerTutorial,lightningTowerTutorial,hogFarm,woodFarm,perchIsland03,perchIsland06,perchIsland08",circleAOE|freeTarget,spellStartSoundIdentifier:whispers_of_madness_prepare|spellReleaseSoundIdentifier:whispers_of_madness_cast,shortCircuitBuildingScene:spl_mindControl_active.lvl|shortCircuitSpellEndBuildingScene:spl_mindControl_end.lvl,mindControlPrepareParticle:mindControl_buildup,
meteor,0,spell_Meteor_spellName,spell_Meteor_spellDescription,icon_meteor.png,white,0,meteorSpellText,meteor,meteorSpell,,freeTarget,spellStartSoundIdentifier:meteor_prepare|spellReleaseSoundIdentifier:meteor_cast,onBuildingScene:ptl_meteor_spell_impact.lvl|freezeProjectileParticle:meteor_effect,freezePrepareParticle:meteor_buildup,
invokeAssimilate,0,spell_invokeAssimilateSpell_spellName,spell_invokeAssimilateSpell_spellDescription,icon_invokeAssimilate.png,passive,1,invokeAssimilateSpellText,invokeAssimilate,invokeAssimilateSpell,empoweredIcon:icon_invokeAssimilate.png|empoweredActiveAbilityBattleText:invokeAssimilateSpellText,circleAOE|freeTarget,spellStartSoundIdentifier:invokeAssimilate_prepare|spellReleaseSoundIdentifier:invokeAssimilate_cast,southernCrossBuildingDarkParticle:ptl_southernCross_hit_dark|southernCrossBuildingLightParticle:spl_invokeAssimilate_hit,southernCrossLightParticle:spl_invokeAssimilate_sphere|southernCrossDarkParticle:ptl_southernCross_sphere_dark|southernCrossHealingParticle:ptl_invokeAssimilate_heal_dragonSpell_02|southernCrossRageParticle:ptl_rage_dragonSpell,
writhe,0,spell_WritheSpell_spellName,spell_WritheSpell_spellDescription,icon_writhe.png,white|white,0,writheSpellText,,writheSpell,empoweredIcon:icon_writhe.png|empoweredActiveAbilityBattleText:empoweredBreathText,,spellStartSoundIdentifier:writhe_cast,,dissipateCloudyMistScene:spl_writhe_shadow.lvl|dissipateExplodeScene:spl_writhe_burst.lvl|dissipateEndScene:spl_writhe_end.lvl,
entropy,0,spell_EntropySpell_spellName,spell_EntropySpell_spellDescription,icon_entropy.png,white,0,entropySpellText,,entropySpell,,,spellStartSoundIdentifier:entropy_cast,,flamethrowerProjectile:prj_drg_entropy_fireball,
cosmicGaze,0,spell_CosmicGazeSpell_spellName,spell_CosmicGazeSpell_spellDescription,icon_cosmicGaze.png,white,0,cosmicGazeSpellText,prj_drg_cosmicGaze,cosmicGazeSpell,"buildingPriorityIdentifiers:mageTower,orbTowerBossNDE,cannonTowerBossNDE,archerTowerBossNDE,elementalFlakEarth,stormTower,mageBlueTower,elementalFlakDark,elementalFlakIce,elementalFlakFire,elementalFlakWind,perchIsland03,perchIsland06,perchIsland08,iceTurret,fireTurret,archerTower,cannonTower,trebuchet,smokeTower,lightningTower,ballista,darkTotem,earthTotem,fireTotem,iceTotem,windTotem,archerTowerTutorial,cannonTowerTutorial,lightningTowerTutorial,hogFarm,woodFarm,stable",,spellStartSoundIdentifier:cosmicGaze_cast,,fluxHealingParticle:spl_cosmicGaze_heal,
evilEye,0,spell_EvilEyeSpell_spellName,spell_EvilEyeSpell_spellDescription,icon_evilEye_01.png,white|white,0,evilEyeSpellText,,evilEyeSpell,empoweredIcon:icon_evilEye_02.png,,spellStartSoundIdentifier:evilEye_cast,,shieldAssaultScene:spl_evilEye_shield.lvl|flamethrowerProjectile:prj_drg_evilEye_flame|spellEndScene:spl_evilEye_shield_end.lvl,
roarFromBeyond,0,spell_RoarFromBeyondSpell_spellName,spell_RoarFromBeyondSpell_spellDescription,icon_roarFromBeyond.png,red,0,roarFromBeyondText,,roarFromBeyondSpell,,,spellStartSoundIdentifier:roarFromBeyond_cast,intimidateBuildingParticle:ptl_building_roarFromBeyond|intimidateBuildingPersistParticle:ptl_building_roarFromBeyond_persist,intimidateDragonParticle:ptl_dragon_roarFromBeyond,
twistedVisage,0,spell_TwistedVisageSpell_spellName,spell_TwistedVisageSpell_spellDescription,icon_twistedVisage.png,white,0,twistedVisageSpellText,,twistedVisageSpell,,,spellStartSoundIdentifier:adaptive_resist,,adaptiveBreathBonusScene:spl_consume.lvl,
maskOfMisery,0,spell_MaskOfMiserySpell_spellName,spell_MaskOfMiserySpell_spellDescription,icon_maskOfMisery.png,white,0,maskOfMiserySpellText,,maskOfMiserySpell,,,spellStartSoundIdentifier:maskOfMisery_cast,,sacrificeParticle:spl_drg_maskOfMisery,
maskOfMania,0,spell_MaskOfManiaSpell_spellName,spell_MaskOfManiaSpell_spellDescription,icon_maskOfMania.png,white,0,maskOfManiaSpellText,,maskOfManiaSpell,,,spellStartSoundIdentifier:maskOfMania_cast,,consumeScene:spl_maskOfMania.lvl,
realityWarp,0,spell_RealityWarpSpell_spellName,spell_RealityWarpSpell_spellDescription,icon_realityWarp.png,white|white,0,realityWarpSpellText,,realityWarpSpell,empoweredIcon:icon_realityWarp.png|empoweredActiveAbilityBattleText:empoweredBreathText,,spellStartSoundIdentifier:realityWarp_cast,,dissipateCloudyMistScene:spl_realityWarp_shadow.lvl|dissipateExplodeScene:spl_realityWarp_end.lvl|dissipateEndScene:spl_realityWarp_burst.lvl|attackPowerIncreaseParticle:spl_realityWarp_Buff,
mindSpike,0,spell_MindSpikeSpell_spellName,spell_MindSpikeSpell_spellDescription,icon_mindSpike.png,white|white,0,mindSpikeSpellText,mindSpike,mindSpikeSpell,empoweredIcon:icon_mindSpike.png|empoweredActiveAbilityBattleText:mindSpikeSpellText,freeTarget,spellStartSoundIdentifier:mindSpike_prepare|spellReleaseSoundIdentifier:mindSpike_cast,,umbralSpikePrepareParticle:mindSpike_grow|applyDragonParticle:ptl_heal_dragonSpell_02,
bloodMist,0,spell_BloodMistSpell_spellName,spell_BloodMistSpell_spellDescription,icon_bloodMist.png,blue|blue,0,bloodMistSpellText,,bloodMistSpell,empoweredIcon:icon_bloodMist.png|empoweredActiveAbilityBattleText:empoweredBreathText,,spellStartSoundIdentifier:bloodMist_cast,,dissipateCloudyMistScene:spl_bloodMist_shadow.lvl|dissipateExplodeScene:spl_bloodMist_burst.lvl|dissipateEndScene:spl_bloodMist_end.lvl|attackPowerIncreaseParticle:spl_shadowStrike_Buff,
elderSign,0,spell_ElderSign_spellName,spell_ElderSign_spellDescription,icon_elderSign.png,red,0,elderSignSpellText,,elderSignSpell,empoweredIcon:icon_elderSign.png,,spellStartSoundIdentifier:elderSign_cast|spellEndSoundIdentifier:elderSign_explode,explosiveAegisBuidingSceneFile:elder_sign_building_debuff.lvl,explosiveAegisShieldFile:elder_sign_shield.lvl|explosiveAegisShieldDeathFile:elder_sign_death.lvl,
eternalMight,0,spell_EternalMightSpell_spellName,spell_EternalMightSpell_spellDescription,icon_eternalMight.png,passive,0,eternalMightSpellText,,eternalMightSpell,,,,,,
awaken,0,spell_AwakenSpell_spellName,spell_AwakenSpell_spellDescription,icon_awaken.png,white,0,awakenSpellText,,awakenSpell,,,spellStartSoundIdentifier:awaken_cast,,novaBlastScene:spl_awaken_blast.lvl|novaHPWispsParticle:ptl_drg_awaken_wisp,
touchOfTheDeep,0,spell_TouchOfTheDeep_spellName,spell_TouchOfTheDeep_spellDescription,icon_touchOfTheDeep.png,white,0,touchOfTheDeepSpellText,touchOfTheDeep,touchOfTheDeepSpell,,freeTarget,spellStartSoundIdentifier:touchOfTheDeep_prepare|spellReleaseSoundIdentifier:touchOfTheDeep_cast,onBuildingScene:ptl_touchOfTheDeep_spell_impact.lvl|freezeProjectileParticle:touchOfTheDeep_effect,freezePrepareParticle:touchOfTheDeep_buildup,
synapticWave,0,spell_SynapticWaveSpell_spellName,spell_SynapticWaveSpell_spellDescription,icon_synapticWave.png,white,0,synapticWaveSpellText,,synapticWaveSpell,,,spellStartSoundIdentifier:synapticWave_cast,dreadfulBuildingParticle:ptl_building_intimidated|onBuildingScene:spl_synaptic_wave_impact.lvl,dreadfulStartParticle:spl_synaptic_wave,
overcharge,0,spell_OverchargeSpell_spellName,spell_OverchargeSpell_spellDescription,icon_overload.png,blue,0,overchargeSpellText,,overchargeSpell,,,spellStartSoundIdentifier:overcharge_cast,,energySyphonHealParticle:ptl_energy_syphon_heal|berserkProjectile:drg_overcharge_flame,
ferociousDive,0,spell_FerociousDiveSpell_spellName,spell_FerociousDive_spellDescription,icon_ferociousDive.png,white,0,ferociousDiveSpellText,,ferociousDiveSpell,empoweredIcon:icon_ferociousDive.png,,spellStartSoundIdentifier:ferociousDive_cast,,alterFateShieldFile:ferociousDive_appear.lvl|alterFateShieldDeathFile:ferociousDive_death.lvl|alterFateTeleportScene:ptl_drg_ferociousDive.lvl,
marshBolt,0,spell_MarshBoltSpell_spellName,spell_MarshBoltSpell_spellDescription,icon_marshBolt.png,white|white,0,marshBoltSpellText,marshBolt,marshBoltSpell,empoweredIcon:icon_marshBolt.png|empoweredActiveAbilityBattleText:mindSpikeSpellText,freeTarget,spellStartSoundIdentifier:marshBolt_prepare|spellReleaseSoundIdentifier:marshBolt_cast,,umbralSpikePrepareParticle:marshBolt_grow|applyDragonParticle:ptl_heal_dragonSpell_02,
prowl,0,spell_ProwlSpell_spellName,spell_ProwlSpell_spellDescription,icon_prowl.png,blue,0,prowlSpellText,,prowlSpell,,,spellStartSoundIdentifier:prowl_cast,,bloodFuryScene:spl_prowl.lvl,
ravage,0,spell_RavageSpell_spellName,spell_RavageSpell_spellDescription,icon_ravage.png,blue,0,ravageSpellText,,ravageSpell,,,spellStartSoundIdentifier:ravage_cast,,energySyphonHealParticle:ptl_energy_syphon_heal|berserkProjectile:prj_drg_ravage_hunter,
dragonCurse,0,spell_DragonCurseSpell_spellName,spell_DragonCurseSpell_spellDescription,icon_curseOfGreed.png,passive,0,dragonCurseSpellText,,dragonCurseSpell,,,spellStartSoundIdentifier:ravage_cast,buildingDeadParticle:spl_curseOfGreed_onDeath,energySyphonHealParticle:spl_curseOfGreed_heal,
stormBreath,0,spell_StormBreath_spellName,spell_StormBreath_spellDescription,icon_stormBreath.png,white|white,0,stormBreathSpellText,,stormBreathSpell,empoweredIcon:icon_piercingbreath_01.png|empoweredActiveAbilityBattleText:piercingBreathSpellText,,spellStartSoundIdentifier:stormBreath_cast,,heatedPiercingSuperProjectile:drg_stormBreath_flame_piercing|heatedPiercingProjectile:drg_stormBreath_flame_piercing|heatedPiercingStopProjectile:drg_inferno_flame_radiance,
wingGust,0,spell_WingGustSpell_spellName,spell_WingGustSpell_spellDescription,icon_wingGust.png,white,0,wingGustSpellText,,wingGustSpell,,,spellStartSoundIdentifier:wingGust_cast,onBuildingScene:spl_wingGust_impact.lvl,dreadfulStartParticle:spl_wingGust,
invokeExcavate,0,spell_InvokeExcavateSpell_spellName,spell_InvokeExcavateSpell_spellDescription,icon_invokeExcavate.png,passive,1,invokeExcavateSpellText,invokeExcavate,invokeExcavateSpell,empoweredIcon:icon_invokeExcavate.png|empoweredActiveAbilityBattleText:invokeExcavateSpellText,freeTarget,spellStartSoundIdentifier:tidal_surge_charge|spellReleaseSoundIdentifier:tidal_surge_cast,,umbralSpikePrepareParticle:invokeExcavate_grow|applyDragonParticle:ptl_heal_dragonSpell_02,
hoverMode,0,spell_Hover_spellName,spell_Hover_spellDescription,icon_hover.png,blue,0,hoverSpellText,,hoverModeSpell,,,spellStartSoundIdentifier:spectral_form_cast,,cloakSpellScene:spl_hover.lvl|cloakProjectile:prj_drg_dwarfTunnel_fireball,
rapidCooling,0,spell_RapidCoolingSpell_spellName,spell_RapidCoolingSpell_spellDescription,icon_rapidCooling.png,white,0,rapidCoolingSpellText,,rapidCoolingSpell,,,spellStartSoundIdentifier:deflectingGale_cast,deflectingGaleBuildingScene:spl_rapidCooling_hit,dodgeWindScene:spl_rapidCooling.lvl|dodgeWindBurstScene:spl_rapidCoolingBurst.lvl,
snowdrift,0,spell_SnowdriftSpell_spellName,spell_SnowdriftSpell_spellDescription,icon_snowdrift.png,white,0,snowdriftSpellText,snowdrift,snowdriftSpell,,freeTarget,spellStartSoundIdentifier:snowdrift_prepare|spellReleaseSoundIdentifier:snowdrift_cast,desiccatingSandBuildingScene:spl_snowdrift.lvl,desiccatingSandPrepareParticle:ptl_drg_snowdrift_charge,
silentSwoop,0,spell_SilentSwoopSpell_spellName,spell_SilentSwoopSpell_spellDescription,icon_silentSwoop.png,white|white,0,silentSwoopSpellText,,silentSwoopSpell,empoweredIcon:icon_silentSwoop.png|empoweredActiveAbilityBattleText:empoweredBreathText,,spellStartSoundIdentifier:silentSwoop_cast,,dissipateCloudyMistScene:spl_silentSwoop_shadow.lvl|dissipateExplodeScene:spl_silentSwoop_end.lvl|dissipateEndScene:spl_silentSwoop_burst.lvl|attackPowerIncreaseParticle:spl_silentSwoop_Buff,
battleScreech,0,spell_BattleScreechSpell_spellName,spell_BattleScreechSpell_spellDescription,icon_battleScreech.png,white,0,battleScreechSpellText,,battleScreechSpell,,,spellStartSoundIdentifier:battleScreech_cast,,battleCryParticle:spl_battleScreech,
avarice,0,spell_AvariceSpell_spellName,spell_AvariceSpell_spellDescription,icon_avarice.png,white,0,avariceSpellText,,avariceSpell,,,spellStartSoundIdentifier:avarice_cast,,sacrificeParticle:spl_drg_avarice,
shiningSplendor,0,spell_ShiningSplendorSpell_spellName,spell_ShiningSpendorSpell_spellDescription,icon_shiningSplendor.png,white,0,shiningSplendorSpellText,,shiningSplendorSpell,,,spellStartSoundIdentifier:shiningSplendor_cast,deflectingGaleBuildingScene:spl_shiningSplendor_hit,dodgeWindScene:shiningSplendor.lvl|dodgeWindBurstScene:shiningSplendorBurst.lvl,
goldenHex,0,spell_GoldenHexSpell_spellName,spell_GoldenHexSpell_spellDescription,icon_goldenHex.png,white,0,goldenHexSpellText,,goldenHexSpell,,,,,adaptiveBreathBonusScene:spl_wayOfTheBlade.lvl,
gild,0,spell_GildSpell_spellName,spell_GildSpell_spellDescription,icon_goldenHex.png,white,0,gildSpellText,gild,crumbleToDustSpell,,freeTarget,spellStartSoundIdentifier:gild_prepare|spellReleaseSoundIdentifier:gild_cast,crumbleToDustBuildingScene:bld_gild.lvl|crumbleToDustBuildingParticle:ptl_drg_gild_crumble,crumbleToDustPrepareParticle:ptl_drg_gild_charge,
chomp,0,spell_ChompSpell_spellName,spell_ChompSpell_spellDescription,icon_chomp.png,white|white,0,chompSpellText,chomp,chompSpell,empoweredIcon:icon_chomp.png|empoweredActiveAbilityBattleText:chompSpellText,freeTarget,spellStartSoundIdentifier:chomp_prepare|spellReleaseSoundIdentifier:chomp_cast,,umbralSpikePrepareParticle:chomp_grow|applyDragonParticle:ptl_heal_dragonSpell_02,
whiteout,0,spell_WhiteoutSpell_spellName,spell_WhiteoutSpell_spellDescription,icon_whiteOut.png,white,0,whiteoutSpellText,,whiteoutSpell,,,spellStartSoundIdentifier:flash_freeze_cast,dreadfulBuildingParticle:ptl_building_intimidated|onBuildingScene:spl_whiteout_impact.lvl,dreadfulStartParticle:spl_whiteout,
